,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
4479,2020-03-25,1,0,18139,2020-05-24,59.0,2.0,2020-06-03,66.0,3.0,2020-06-12,66.0,3.0,0,16765,4040,3591,4130,1672
4482,2020-03-25,1,0,18033,2020-05-24,29.0,2.0,2020-06-03,44.0,2.0,2020-06-12,96.0,3.0,8,42524,9197,11898,7311,8798
4485,2020-03-25,1,0,18073,2020-05-24,55.0,1.0,2020-06-03,71.0,1.0,2020-06-12,82.0,1.0,4,33448,7509,8560,6355,4046
4488,2020-03-25,1,0,21231,2020-05-24,8.0,0.0,2020-06-03,8.0,0.0,2020-06-12,10.0,0.0,0,20692,5282,4693,1901,856
4491,2020-03-25,1,0,22067,2020-05-24,111.0,5.0,2020-06-03,131.0,5.0,2020-06-12,138.0,6.0,12,26290,6321,5683,4025,1210
4494,2020-03-25,1,0,22053,2020-05-24,73.0,7.0,2020-06-03,78.0,7.0,2020-06-12,114.0,7.0,5,31405,6940,6928,5592,2220
4497,2020-03-25,1,0,22049,2020-05-24,83.0,11.0,2020-06-03,110.0,15.0,2020-06-12,154.0,15.0,0,15952,3997,2605,2643,619
4500,2020-03-25,1,0,20133,2020-05-24,3.0,0.0,2020-06-03,2.0,0.0,2020-06-12,6.0,0.0,5,16209,4042,5698,2008,1525
4503,2020-03-25,1,0,21147,2020-05-24,13.0,0.0,2020-06-03,13.0,0.0,2020-06-12,13.0,0.0,0,17748,3649,2358,1929,556
4506,2020-03-25,1,0,20037,2020-05-24,6.0,1.0,2020-06-03,6.0,1.0,2020-06-12,18.0,1.0,12,39099,7956,15507,2882,3292
4509,2020-03-25,3,0,20177,2020-05-24,254.0,6.0,2020-06-03,336.0,7.0,2020-06-12,439.0,8.0,52,178392,41511,76539,6494,19452
4512,2020-03-25,1,0,21125,2020-05-24,21.0,2.0,2020-06-03,21.0,2.0,2020-06-12,25.0,2.0,14,59901,12999,16247,5174,7652
4515,2020-03-25,2,0,21085,2020-05-24,121.0,8.0,2020-06-03,127.0,9.0,2020-06-12,136.0,10.0,6,26129,6066,6987,3233,1286
4518,2020-03-26,1,0,39009,2020-05-25,14.0,1.0,2020-06-04,18.0,1.0,2020-06-12,23.0,1.0,0,65563,11147,21202,4750,5678
4521,2020-03-26,1,0,39119,2020-05-25,45.0,0.0,2020-06-04,54.0,1.0,2020-06-12,56.0,1.0,48,85933,20112,28444,8337,7738
4524,2020-03-26,1,0,39081,2020-05-25,62.0,2.0,2020-06-04,67.0,2.0,2020-06-12,69.0,2.0,20,67349,18775,17270,10135,6129
4527,2020-03-26,1,0,38051,2020-05-25,1.0,0.0,2020-06-04,1.0,0.0,2020-06-12,1.0,0.0,0,2680,1056,1228,103,195
4530,2020-03-26,1,0,38049,2020-05-25,2.0,1.0,2020-06-04,2.0,1.0,2020-06-12,2.0,1.0,0,5951,1606,1489,1330,229
4533,2020-03-26,1,0,42013,2020-05-25,48.0,1.0,2020-06-04,52.0,1.0,2020-06-12,54.0,1.0,50,124736,33231,48700,7539,12836
4536,2020-03-26,1,0,41065,2020-05-25,18.0,1.0,2020-06-04,29.0,1.0,2020-06-12,38.0,1.0,17,25687,6940,8912,1815,1759
4539,2020-03-26,1,0,41057,2020-05-25,6.0,0.0,2020-06-04,6.0,0.0,2020-06-12,6.0,0.0,4,25840,8856,8782,744,720
4542,2020-03-26,1,0,42063,2020-05-25,89.0,5.0,2020-06-04,91.0,5.0,2020-06-12,93.0,5.0,12,86551,21114,28629,8883,8683
4545,2020-03-26,1,0,42039,2020-05-25,22.0,0.0,2020-06-04,30.0,0.0,2020-06-12,35.0,0.0,16,86847,22995,28150,8781,5780
4548,2020-03-26,1,0,40035,2020-05-25,15.0,0.0,2020-06-04,15.0,0.0,2020-06-12,16.0,0.0,0,14563,3706,3679,1949,2376
4551,2020-03-26,3,0,40031,2020-05-25,268.0,3.0,2020-06-04,293.0,3.0,2020-06-12,319.0,4.0,58,123066,20343,54817,2914,5837
4554,2020-03-26,1,0,39175,2020-05-25,36.0,2.0,2020-06-04,48.0,2.0,2020-06-12,48.0,4.0,5,22190,5467,5835,4916,2730
4557,2020-03-26,1,0,40081,2020-05-25,21.0,2.0,2020-06-04,22.0,2.0,2020-06-12,22.0,2.0,0,34759,8429,6549,7819,2138
4560,2020-03-26,1,0,40135,2020-05-25,14.0,3.0,2020-06-04,16.0,3.0,2020-06-12,19.0,3.0,0,41364,9667,8851,6505,1768
4563,2020-03-26,1,0,40115,2020-05-25,35.0,2.0,2020-06-04,35.0,2.0,2020-06-12,36.0,2.0,9,31725,7607,9113,3545,3552
4566,2020-03-26,2,0,40111,2020-05-25,23.0,0.0,2020-06-04,25.0,0.0,2020-06-12,29.0,0.0,0,39121,9272,9128,5357,2442
4569,2020-03-26,1,0,30101,2020-05-25,29.0,6.0,2020-06-04,29.0,6.0,2020-06-12,29.0,6.0,0,5031,1261,1919,320,556
4572,2020-03-26,1,0,31079,2020-05-25,1466.0,40.0,2020-06-04,1540.0,44.0,2020-06-12,1578.0,45.0,16,61233,11885,27937,2733,7380
4575,2020-03-26,1,0,30059,2020-05-25,1.0,0.0,2020-06-04,1.0,0.0,2020-06-12,1.0,0.0,0,2000,578,752,112,112
4578,2020-03-26,1,0,31099,2020-05-25,12.0,0.0,2020-06-04,12.0,0.0,2020-06-12,12.0,0.0,0,6547,1735,1978,1441,1262
4581,2020-03-26,1,0,29207,2020-05-25,74.0,4.0,2020-06-04,99.0,4.0,2020-06-12,113.0,6.0,4,29634,7527,7968,3964,2188
4584,2020-03-26,1,0,29035,2020-05-25,5.0,1.0,2020-06-04,5.0,1.0,2020-06-12,5.0,1.0,0,6255,1620,1643,741,397
4587,2020-03-26,1,0,29017,2020-05-25,6.0,0.0,2020-06-04,7.0,0.0,2020-06-12,8.0,0.0,0,12347,3295,1750,3132,382
4590,2020-03-26,1,0,29015,2020-05-25,10.0,0.0,2020-06-04,12.0,0.0,2020-06-12,14.0,0.0,0,18918,7360,3787,2444,611
4593,2020-03-26,3,0,28161,2020-05-25,84.0,5.0,2020-06-04,104.0,6.0,2020-06-12,136.0,7.0,0,12426,3373,2420,2553,825
4596,2020-03-26,2,0,37013,2020-05-25,32.0,0.0,2020-06-04,39.0,0.0,2020-06-12,49.0,0.0,8,47316,14046,13729,4814,4321
4602,2020-03-26,1,0,51099,2020-05-25,56.0,4.0,2020-06-04,72.0,4.0,2020-06-12,87.0,4.0,0,25564,4530,5624,6638,6960
4605,2020-03-26,1,0,51079,2020-05-25,23.0,1.0,2020-06-04,34.0,1.0,2020-06-12,45.0,1.0,0,19213,4356,2449,6390,1393
4608,2020-03-26,4,0,51061,2020-05-25,285.0,5.0,2020-06-04,334.0,6.0,2020-06-12,376.0,6.0,8,68406,15267,13958,19908,10358
4614,2020-03-26,1,0,51175,2020-05-25,143.0,2.0,2020-06-04,150.0,2.0,2020-06-12,155.0,2.0,0,18089,4637,2615,5202,1413
4620,2020-03-26,2,0,51149,2020-05-25,60.0,0.0,2020-06-04,142.0,0.0,2020-06-12,158.0,0.0,0,37704,6858,6710,8908,14466
4626,2020-03-26,1,0,51143,2020-05-25,35.0,1.0,2020-06-04,45.0,1.0,2020-06-12,59.0,1.0,0,61970,17512,10661,16528,4939
4629,2020-03-26,1,0,51131,2020-05-25,216.0,17.0,2020-06-04,247.0,25.0,2020-06-12,259.0,27.0,0,11998,4032,3678,1126,1453
4632,2020-03-26,2,0,51187,2020-05-25,117.0,2.0,2020-06-04,217.0,3.0,2020-06-12,228.0,4.0,8,38991,8490,7797,10450,5499
4635,2020-03-26,2,0,49029,2020-05-25,10.0,0.0,2020-06-04,13.0,0.0,2020-06-12,16.0,0.0,0,11014,1842,1398,2833,513
4638,2020-03-26,1,0,48465,2020-05-25,13.0,0.0,2020-06-04,21.0,0.0,2020-06-12,21.0,0.0,7,48976,9283,17739,1519,772
4641,2020-03-26,1,0,51007,2020-05-25,21.0,1.0,2020-06-04,28.0,1.0,2020-06-12,37.0,1.0,0,12802,3301,1831,3772,969
4644,2020-03-26,1,0,51191,2020-05-25,51.0,4.0,2020-06-04,53.0,4.0,2020-06-12,58.0,4.0,14,54457,15381,14831,9195,8800
4647,2020-03-26,1,0,55019,2020-05-25,28.0,4.0,2020-06-04,37.0,4.0,2020-06-12,50.0,4.0,0,34513,7761,10010,5318,2988
4650,2020-03-26,1,0,56019,2020-05-25,18.0,1.0,2020-06-04,18.0,1.0,2020-06-12,18.0,1.0,0,8562,2495,2901,1250,326
4653,2020-03-26,1,0,56017,2020-05-25,11.0,0.0,2020-06-04,13.0,0.0,2020-06-12,13.0,0.0,0,4741,1646,1913,277,168
4656,2020-03-26,1,0,55097,2020-05-25,10.0,0.0,2020-06-04,14.0,0.0,2020-06-12,68.0,0.0,12,70371,15091,28427,7072,7412
4659,2020-03-26,1,0,55125,2020-05-25,6.0,0.0,2020-06-04,8.0,0.0,2020-06-12,8.0,0.0,10,21465,8398,6500,2314,2082
4662,2020-03-26,1,0,54097,2020-05-25,7.0,0.0,2020-06-04,7.0,0.0,2020-06-12,7.0,0.0,4,24604,6359,7088,2415,2419
4665,2020-03-26,1,0,54053,2020-05-25,16.0,0.0,2020-06-04,15.0,0.0,2020-06-12,15.0,0.0,5,27000,7153,5160,3219,1688
4668,2020-03-26,1,0,47005,2020-05-25,7.0,1.0,2020-06-04,7.0,1.0,2020-06-12,8.0,1.0,0,16154,4936,3416,2251,1268
4671,2020-03-26,1,0,47015,2020-05-25,17.0,0.0,2020-06-04,32.0,0.0,2020-06-12,34.0,0.0,0,13839,3426,1855,3760,525
4674,2020-03-26,1,0,47111,2020-05-25,101.0,3.0,2020-06-04,166.0,3.0,2020-06-12,189.0,3.0,0,23239,5106,4904,4436,1139
4677,2020-03-26,1,0,42115,2020-05-25,96.0,15.0,2020-06-04,123.0,15.0,2020-06-12,166.0,17.0,4,41716,11975,9513,9128,3212
4680,2020-03-26,1,0,48255,2020-05-25,4.0,0.0,2020-06-04,4.0,0.0,2020-06-12,4.0,0.0,0,15051,2900,3957,1197,4162
4683,2020-03-26,1,0,48239,2020-05-25,17.0,1.0,2020-06-04,19.0,1.0,2020-06-12,20.0,1.0,0,14756,3317,3342,2770,2377
4686,2020-03-26,2,0,48397,2020-05-25,151.0,10.0,2020-06-04,176.0,14.0,2020-06-12,203.0,14.0,6,90414,14954,15163,25311,14903
4689,2020-03-26,1,0,48347,2020-05-25,257.0,17.0,2020-06-04,298.0,21.0,2020-06-12,317.0,25.0,27,65411,11946,22319,4708,3579
4692,2020-03-26,1,0,48317,2020-05-25,3.0,1.0,2020-06-04,3.0,1.0,2020-06-12,3.0,1.0,0,5547,899,1207,1113,1220
4695,2020-03-26,1,0,47171,2020-05-25,3.0,0.0,2020-06-04,48.0,0.0,2020-06-12,52.0,0.0,0,17830,5164,3536,2838,2296
4698,2020-03-26,1,0,48005,2020-05-25,175.0,2.0,2020-06-04,232.0,5.0,2020-06-12,309.0,5.0,29,87700,18271,31162,4142,5489
4701,2020-03-26,1,0,47121,2020-05-25,25.0,0.0,2020-06-04,27.0,0.0,2020-06-12,29.0,0.0,0,11830,3343,1096,2687,835
4704,2020-03-26,2,0,48057,2020-05-25,37.0,3.0,2020-06-04,37.0,3.0,2020-06-12,46.0,3.0,6,21821,4869,6977,2292,5302
4707,2020-03-26,1,0,30053,2020-05-25,7.0,1.0,2020-06-04,7.0,1.0,2020-06-12,7.0,1.0,0,19249,7031,6207,466,386
4710,2020-03-26,1,0,13037,2020-05-25,128.0,5.0,2020-06-04,136.0,6.0,2020-06-12,146.0,6.0,0,6503,1362,1428,576,583
4713,2020-03-26,1,0,13143,2020-05-25,36.0,2.0,2020-06-04,50.0,4.0,2020-06-12,57.0,4.0,0,28722,6357,4799,6031,4021
4716,2020-03-26,1,0,13119,2020-05-25,39.0,1.0,2020-06-04,123.0,1.0,2020-06-12,137.0,1.0,8,22328,5691,4227,3568,3936
4719,2020-03-26,1,0,12133,2020-05-25,45.0,1.0,2020-06-04,74.0,4.0,2020-06-12,87.0,9.0,0,24472,5555,4344,3852,2635
4722,2020-03-26,1,0,16037,2020-05-25,2.0,0.0,2020-06-04,2.0,0.0,2020-06-12,2.0,0.0,0,4141,1641,1406,218,117
4725,2020-03-26,2,0,17179,2020-05-25,67.0,4.0,2020-06-04,79.0,5.0,2020-06-12,86.0,6.0,8,134695,31973,36848,27090,19530
4728,2020-03-26,1,0,17055,2020-05-25,12.0,0.0,2020-06-04,12.0,0.0,2020-06-12,12.0,0.0,0,39302,10199,7775,7377,2507
4731,2020-03-26,1,0,13189,2020-05-25,63.0,5.0,2020-06-04,70.0,5.0,2020-06-12,73.0,5.0,0,21488,4855,4145,4008,3317
4734,2020-03-26,1,0,13279,2020-05-25,50.0,4.0,2020-06-04,60.0,4.0,2020-06-12,96.0,4.0,8,27160,5815,8194,2400,4463
4737,2020-03-26,1,0,5017,2020-05-25,13.0,0.0,2020-06-04,16.0,0.0,2020-06-12,40.0,1.0,0,11008,2835,2551,1174,1117
4740,2020-03-26,2,0,4015,2020-05-25,319.0,37.0,2020-06-04,428.0,49.0,2020-06-12,584.0,64.0,80,204691,73559,52567,12766,2822
4743,2020-03-26,2,0,4012,2020-05-25,51.0,2.0,2020-06-04,110.0,2.0,2020-06-12,217.0,2.0,3,20477,9183,5590,709,1180
4746,2020-03-26,2,0,5121,2020-05-25,26.0,0.0,2020-06-04,26.0,0.0,2020-06-12,28.0,0.0,2,17514,4836,4279,2267,1035
4749,2020-03-26,4,0,5085,2020-05-25,46.0,0.0,2020-06-04,56.0,0.0,2020-06-12,69.0,0.0,0,71568,12771,12000,20262,4567
4752,2020-03-26,2,0,5061,2020-05-25,17.0,0.0,2020-06-04,26.0,0.0,2020-06-12,38.0,0.0,0,13472,3157,4374,1045,2990
4755,2020-03-26,1,0,1049,2020-05-25,226.0,3.0,2020-06-04,261.0,3.0,2020-06-12,307.0,5.0,12,71194,15782,19719,7614,4211
4758,2020-03-26,1,0,1041,2020-05-25,60.0,2.0,2020-06-04,81.0,3.0,2020-06-12,108.0,3.0,0,13866,3371,2918,2615,1018
4761,2020-03-26,2,0,1037,2020-05-25,34.0,1.0,2020-06-04,40.0,1.0,2020-06-12,43.0,1.0,0,10955,3145,704,2998,715
4764,2020-03-26,2,0,1011,2020-05-25,133.0,3.0,2020-06-04,218.0,6.0,2020-06-12,260.0,9.0,0,10478,2371,2447,1401,840
4767,2020-03-26,1,0,1023,2020-05-25,144.0,4.0,2020-06-04,154.0,10.0,2020-06-12,167.0,11.0,0,13188,3759,2606,1624,871
4770,2020-03-26,1,0,1091,2020-05-25,141.0,6.0,2020-06-04,176.0,6.0,2020-06-12,205.0,9.0,5,19743,5124,4632,2128,1741
4773,2020-03-26,1,0,1085,2020-05-25,193.0,10.0,2020-06-04,268.0,12.0,2020-06-12,340.0,14.0,0,10362,2481,1105,2224,1274
4776,2020-03-26,1,0,8063,2020-05-25,26.0,3.0,2020-06-04,30.0,3.0,2020-06-12,30.0,3.0,0,7846,1873,3218,154,455
4779,2020-03-26,2,0,8105,2020-05-25,16.0,0.0,2020-06-04,38.0,0.0,2020-06-12,53.0,0.0,0,11430,2857,3325,1604,810
4782,2020-03-26,1,0,8121,2020-05-25,32.0,0.0,2020-06-04,42.0,0.0,2020-06-12,44.0,0.0,0,4809,1285,1392,733,210
4785,2020-03-26,1,1,26053,2020-05-25,5.0,1.0,2020-06-04,5.0,1.0,2020-06-12,5.0,1.0,5,15577,5016,4393,1252,1173
4788,2020-03-26,1,0,26113,2020-05-25,16.0,1.0,2020-06-04,22.0,1.0,2020-06-12,23.0,1.0,0,14982,4031,3036,2914,1300
4791,2020-03-26,1,1,26107,2020-05-25,19.0,2.0,2020-06-04,24.0,2.0,2020-06-12,24.0,2.0,4,43181,10289,11818,5329,4369
4794,2020-03-26,2,0,26067,2020-05-25,143.0,3.0,2020-06-04,154.0,4.0,2020-06-12,179.0,4.0,2,64147,12876,12133,14018,5615
4797,2020-03-26,1,0,23007,2020-05-25,36.0,1.0,2020-06-04,36.0,1.0,2020-06-12,37.0,1.0,5,30177,8571,10832,3200,2522
4800,2020-03-26,1,0,22113,2020-05-25,50.0,3.0,2020-06-04,59.0,4.0,2020-06-12,69.0,4.0,6,59841,11580,12695,11822,3557
4803,2020-03-26,1,0,26127,2020-05-25,84.0,2.0,2020-06-04,102.0,2.0,2020-06-12,105.0,3.0,0,26317,7218,5835,4296,2072
4806,2020-03-26,3,0,28075,2020-05-25,680.0,56.0,2020-06-04,759.0,68.0,2020-06-12,801.0,75.0,51,78221,17686,29158,3618,8188
4809,2020-03-26,2,0,28119,2020-05-25,24.0,0.0,2020-06-04,32.0,0.0,2020-06-12,39.0,0.0,0,7537,1751,1008,1246,345
4812,2020-03-26,1,0,26129,2020-05-25,20.0,0.0,2020-06-04,31.0,1.0,2020-06-12,32.0,2.0,10,20979,6773,5693,1802,1811
4815,2020-03-26,1,0,28009,2020-05-25,15.0,0.0,2020-06-04,14.0,0.0,2020-06-12,17.0,0.0,0,8306,2049,751,2184,347
4818,2020-03-26,1,0,26155,2020-05-25,235.0,24.0,2020-06-04,239.0,26.0,2020-06-12,264.0,27.0,7,68617,16363,13793,15278,4827
4821,2020-03-26,1,0,27067,2020-05-25,468.0,1.0,2020-06-04,511.0,1.0,2020-06-12,541.0,1.0,8,42577,10445,18527,2985,4035
4824,2020-03-26,1,0,27167,2020-05-25,11.0,3.0,2020-06-04,11.0,3.0,2020-06-12,12.0,3.0,0,6398,1726,1304,1958,1400
4827,2020-03-26,1,0,27143,2020-05-25,12.0,0.0,2020-06-04,16.0,0.0,2020-06-12,25.0,2.0,0,14888,3491,3642,4090,1478
4830,2020-03-26,1,0,19043,2020-05-25,30.0,3.0,2020-06-04,34.0,3.0,2020-06-12,35.0,3.0,0,17711,5374,5710,3107,1890
4833,2020-03-26,1,0,19007,2020-05-25,12.0,3.0,2020-06-04,17.0,3.0,2020-06-12,16.0,3.0,3,12547,3759,4339,1325,962
4836,2020-03-26,1,0,19057,2020-05-25,56.0,1.0,2020-06-04,67.0,1.0,2020-06-12,68.0,2.0,12,39876,10621,15916,2624,5915
4839,2020-03-26,1,0,18171,2020-05-25,13.0,1.0,2020-06-04,13.0,1.0,2020-06-12,15.0,1.0,0,8269,2214,1397,2498,859
4842,2020-03-26,1,0,19145,2020-05-25,10.0,0.0,2020-06-04,14.0,0.0,2020-06-12,16.0,0.0,2,15393,4507,5670,1319,1957
4845,2020-03-26,1,0,19133,2020-05-25,24.0,0.0,2020-06-04,25.0,0.0,2020-06-12,32.0,0.0,0,8865,2842,2555,1522,605
4848,2020-03-26,1,0,19123,2020-05-25,85.0,7.0,2020-06-04,98.0,13.0,2020-06-12,107.0,14.0,0,22301,5458,6675,3976,1943
4851,2020-03-26,1,0,18045,2020-05-25,18.0,2.0,2020-06-04,22.0,2.0,2020-06-12,23.0,2.0,0,16620,4359,3690,3638,2070
4854,2020-03-26,1,0,18129,2020-05-25,17.0,0.0,2020-06-04,16.0,0.0,2020-06-12,18.0,0.0,0,25599,6134,5471,6503,3856
4857,2020-03-26,1,0,18117,2020-05-25,126.0,24.0,2020-06-04,133.0,24.0,2020-06-12,134.0,25.0,0,19623,4677,5559,2668,2019
4860,2020-03-26,1,0,18099,2020-05-25,64.0,1.0,2020-06-04,178.0,2.0,2020-06-12,276.0,3.0,7,46752,10866,13518,7456,5934
4863,2020-03-26,1,0,21225,2020-05-25,10.0,0.0,2020-06-04,15.0,0.0,2020-06-12,16.0,0.0,0,14915,3262,4529,1410,1841
4866,2020-03-26,1,0,21233,2020-05-25,33.0,0.0,2020-06-04,34.0,0.0,2020-06-12,35.0,0.0,0,13180,3120,2355,2739,1836
4869,2020-03-26,1,0,22077,2020-05-25,186.0,22.0,2020-06-04,207.0,25.0,2020-06-12,217.0,25.0,0,22271,5833,4806,3978,1197
4872,2020-03-26,4,0,22037,2020-05-25,190.0,28.0,2020-06-04,199.0,30.0,2020-06-12,216.0,32.0,0,19553,4704,2785,4213,1793
4875,2020-03-26,1,0,22065,2020-05-25,69.0,0.0,2020-06-04,116.0,2.0,2020-06-12,251.0,2.0,0,11616,2251,2868,1023,554
4878,2020-03-26,1,0,22059,2020-05-25,47.0,0.0,2020-06-04,56.0,0.0,2020-06-12,72.0,0.0,0,14930,3353,3503,1711,1234
4881,2020-03-26,1,0,20191,2020-05-25,6.0,1.0,2020-06-04,8.0,1.0,2020-06-12,9.0,1.0,0,23336,5525,5922,4702,1924
4884,2020-03-26,1,0,20087,2020-05-25,22.0,0.0,2020-06-04,22.0,0.0,2020-06-12,23.0,0.0,0,18856,4716,2878,6269,1441
4887,2020-03-26,1,0,21167,2020-05-25,12.0,0.0,2020-06-04,14.0,0.0,2020-06-12,16.0,0.0,4,21378,5365,4956,4205,2422
4890,2020-03-26,2,0,21015,2020-05-25,401.0,11.0,2020-06-04,505.0,18.0,2020-06-12,538.0,21.0,18,127682,22880,34995,26739,46380
4893,2020-03-26,1,0,21161,2020-05-25,8.0,0.0,2020-06-04,10.0,0.0,2020-06-12,16.0,0.0,5,17167,4041,4951,2094,3890
4896,2020-03-26,1,0,21107,2020-05-25,220.0,29.0,2020-06-04,225.0,32.0,2020-06-12,226.0,32.0,19,45985,11048,14940,4138,3636
4899,2020-03-27,2,0,39051,2020-05-26,35.0,0.0,2020-06-05,45.0,0.0,2020-06-12,52.0,0.0,7,42296,9768,11287,9198,6746
4902,2020-03-27,3,0,37079,2020-05-26,66.0,2.0,2020-06-05,88.0,2.0,2020-06-12,117.0,2.0,0,21059,4490,2770,5065,2525
4905,2020-03-27,1,0,39149,2020-05-26,40.0,2.0,2020-06-05,47.0,3.0,2020-06-12,49.0,3.0,7,48902,10525,16605,6731,11058
4908,2020-03-27,1,0,37171,2020-05-26,168.0,1.0,2020-06-05,269.0,2.0,2020-06-12,315.0,2.0,10,72315,18749,20957,8645,8666
4911,2020-03-27,1,0,37145,2020-05-26,38.0,1.0,2020-06-05,57.0,1.0,2020-06-12,72.0,1.0,6,39240,9982,8964,7274,2622
4914,2020-03-27,1,0,41049,2020-05-26,12.0,0.0,2020-06-05,12.0,0.0,2020-06-12,13.0,0.0,0,11153,2515,3427,1273,1865
4917,2020-03-27,1,0,42097,2020-05-26,177.0,3.0,2020-06-05,206.0,3.0,2020-06-12,219.0,4.0,6,93038,24903,20891,19439,9945
4920,2020-03-27,1,0,40023,2020-05-26,25.0,0.0,2020-06-05,97.0,1.0,2020-06-12,102.0,1.0,0,14979,3990,3862,1396,1169
4923,2020-03-27,1,0,40077,2020-05-26,5.0,1.0,2020-06-05,5.0,1.0,2020-06-12,5.0,1.0,0,10621,2798,2571,1397,1093
4926,2020-03-27,1,0,40021,2020-05-26,29.0,1.0,2020-06-05,31.0,1.0,2020-06-12,41.0,1.0,30,48404,10095,14087,5011,2697
4929,2020-03-27,1,0,40015,2020-05-26,150.0,10.0,2020-06-05,168.0,10.0,2020-06-12,173.0,10.0,0,29437,6475,7125,3849,1551
4932,2020-03-27,1,0,41009,2020-05-26,16.0,0.0,2020-06-05,16.0,0.0,2020-06-12,20.0,0.0,0,50207,13196,8480,11303,2379
4935,2020-03-27,2,0,40121,2020-05-26,40.0,3.0,2020-06-05,41.0,3.0,2020-06-12,43.0,3.0,15,44673,11478,15850,2234,3033
4938,2020-03-27,1,0,29009,2020-05-26,9.0,0.0,2020-06-05,9.0,0.0,2020-06-12,9.0,0.0,0,35398,9615,10110,3741,5623
4941,2020-03-27,1,0,30067,2020-05-26,8.0,0.0,2020-06-05,8.0,0.0,2020-06-12,8.0,0.0,4,16001,4577,6233,1435,645
4944,2020-03-27,1,0,30047,2020-05-26,5.0,0.0,2020-06-05,5.0,0.0,2020-06-12,6.0,0.0,0,29518,8372,9554,1992,866
4947,2020-03-27,1,0,29229,2020-05-26,11.0,0.0,2020-06-05,11.0,0.0,2020-06-12,14.0,0.0,0,18304,4787,3588,2730,1381
4950,2020-03-27,1,0,29177,2020-05-26,18.0,0.0,2020-06-05,23.0,0.0,2020-06-12,24.0,0.0,0,22859,5551,3469,6464,1225
4953,2020-03-27,2,0,29021,2020-05-26,640.0,2.0,2020-06-05,741.0,2.0,2020-06-12,772.0,2.0,21,89425,18624,36769,4820,14026
4956,2020-03-27,1,0,29005,2020-05-26,3.0,0.0,2020-06-05,3.0,0.0,2020-06-12,3.0,0.0,0,5335,1721,1914,730,231
4959,2020-03-27,1,0,29159,2020-05-26,70.0,1.0,2020-06-05,78.0,1.0,2020-06-12,84.0,1.0,9,42309,9293,15786,2834,4256
4962,2020-03-27,2,0,29113,2020-05-26,81.0,1.0,2020-06-05,86.0,1.0,2020-06-12,88.0,1.0,4,54800,9951,9077,14272,3080
4965,2020-03-27,1,0,29041,2020-05-26,5.0,0.0,2020-06-05,6.0,0.0,2020-06-12,6.0,0.0,0,7586,2288,1683,1615,518
4968,2020-03-27,1,0,35061,2020-05-26,74.0,1.0,2020-06-05,82.0,2.0,2020-06-12,88.0,2.0,0,75845,17086,14802,12729,2791
4971,2020-03-27,1,0,35041,2020-05-26,36.0,0.0,2020-06-05,42.0,0.0,2020-06-12,53.0,0.0,0,19313,3425,5965,2197,999
4980,2020-03-27,1,0,49047,2020-05-26,9.0,0.0,2020-06-05,10.0,0.0,2020-06-12,17.0,0.0,4,36343,4899,13591,1601,2165
4983,2020-03-27,1,0,48489,2020-05-26,14.0,1.0,2020-06-05,26.0,2.0,2020-06-12,52.0,3.0,0,21839,3957,3246,2080,1264
4986,2020-03-27,1,0,48463,2020-05-26,6.0,0.0,2020-06-05,17.0,0.0,2020-06-12,24.0,0.0,6,27015,6046,9075,1388,1442
4989,2020-03-27,1,0,48503,2020-05-26,4.0,1.0,2020-06-05,6.0,1.0,2020-06-12,14.0,1.0,0,18166,4758,7034,1172,1121
4995,2020-03-27,1,0,55075,2020-05-26,32.0,2.0,2020-06-05,33.0,2.0,2020-06-12,37.0,3.0,10,40712,12297,13996,4622,6101
4998,2020-03-27,1,1,55051,2020-05-26,2.0,1.0,2020-06-05,2.0,1.0,2020-06-12,2.0,1.0,0,5748,2170,1280,1255,684
5001,2020-03-27,2,0,55103,2020-05-26,14.0,4.0,2020-06-05,14.0,4.0,2020-06-12,14.0,4.0,4,17626,5148,5247,2927,1622
5004,2020-03-27,1,0,56043,2020-05-26,32.0,2.0,2020-06-05,38.0,3.0,2020-06-12,38.0,3.0,0,8253,2206,3376,376,554
5007,2020-03-27,1,0,56015,2020-05-26,5.0,0.0,2020-06-05,5.0,0.0,2020-06-12,5.0,0.0,0,13479,3710,4947,1073,447
5010,2020-03-27,1,0,55135,2020-05-26,26.0,1.0,2020-06-05,49.0,1.0,2020-06-12,66.0,3.0,4,51651,13904,16016,9144,6323
5013,2020-03-27,1,0,53059,2020-05-26,3.0,0.0,2020-06-05,3.0,0.0,2020-06-12,3.0,0.0,0,11498,3238,2113,2417,485
5016,2020-03-27,1,0,54073,2020-05-26,5.0,0.0,2020-06-05,4.0,0.0,2020-06-12,4.0,0.0,0,7527,1842,1348,1528,1514
5019,2020-03-27,1,0,54029,2020-05-26,18.0,0.0,2020-06-05,20.0,0.0,2020-06-12,20.0,0.0,10,29921,8634,8013,6058,3762
5022,2020-03-27,1,0,54025,2020-05-26,9.0,0.0,2020-06-05,9.0,0.0,2020-06-12,11.0,0.0,12,35523,10528,11721,2234,3585
5025,2020-03-27,1,0,46127,2020-05-26,86.0,0.0,2020-06-05,93.0,0.0,2020-06-12,109.0,1.0,0,14929,3448,3462,3979,5019
