,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
3945,2020-03-24,1,0,18071,2020-05-23,357.0,2.0,2020-06-02,398.0,3.0,2020-06-12,418.0,3.0,7,43779,9380,14508,5143,6875
3948,2020-03-24,2,0,18051,2020-05-23,13.0,2.0,2020-06-02,17.0,2.0,2020-06-12,22.0,2.0,5,33596,7576,10728,5021,9668
3951,2020-03-24,6,0,18031,2020-05-23,231.0,34.0,2020-06-02,239.0,34.0,2020-06-12,250.0,35.0,0,26480,5924,8753,3636,5905
3954,2020-03-24,2,0,18029,2020-05-23,162.0,21.0,2020-06-02,171.0,22.0,2020-06-12,180.0,23.0,8,49564,11201,10046,13777,5382
3957,2020-03-24,1,0,18013,2020-05-23,33.0,1.0,2020-06-02,33.0,1.0,2020-06-12,36.0,1.0,0,15007,4827,2687,4242,646
3960,2020-03-24,2,0,21177,2020-05-23,476.0,7.0,2020-06-02,497.0,8.0,2020-06-12,502.0,8.0,6,31153,7703,7645,3618,1428
3963,2020-03-24,2,0,21165,2020-05-23,8.0,0.0,2020-06-02,10.0,0.0,2020-06-12,10.0,0.0,0,6381,1692,943,1190,280
3966,2020-03-24,2,0,21145,2020-05-23,87.0,2.0,2020-06-02,97.0,2.0,2020-06-12,116.0,3.0,58,65285,16639,24753,3815,15248
3969,2020-03-24,1,0,21159,2020-05-23,3.0,0.0,2020-06-02,3.0,0.0,2020-06-12,3.0,0.0,0,12175,2520,1293,1047,1313
3972,2020-03-24,1,0,21213,2020-05-23,44.0,3.0,2020-06-02,54.0,3.0,2020-06-12,57.0,3.0,0,17881,3934,4731,2711,3645
3975,2020-03-24,1,0,20043,2020-05-23,11.0,0.0,2020-06-02,17.0,0.0,2020-06-12,20.0,0.0,0,7790,2038,1792,2005,1031
3978,2020-03-24,1,0,19181,2020-05-23,99.0,0.0,2020-06-02,144.0,0.0,2020-06-12,191.0,1.0,0,48630,10113,8658,15933,3265
3981,2020-03-24,1,0,20207,2020-05-23,6.0,0.0,2020-06-02,6.0,0.0,2020-06-12,6.0,0.0,0,3178,1025,860,671,146
3984,2020-03-24,1,0,20149,2020-05-23,24.0,0.0,2020-06-02,27.0,0.0,2020-06-12,35.0,0.0,0,23188,4546,5482,5421,4724
3987,2020-03-25,2,0,38089,2020-05-24,61.0,2.0,2020-06-03,62.0,2.0,2020-06-12,63.0,2.0,4,30316,5319,14704,1271,3653
3990,2020-03-25,1,0,38031,2020-05-24,1.0,0.0,2020-06-03,1.0,0.0,2020-06-12,1.0,0.0,0,3318,956,1522,240,330
3993,2020-03-25,1,0,39087,2020-05-24,28.0,0.0,2020-06-03,30.0,0.0,2020-06-12,32.0,0.0,0,61057,14970,9505,14518,4002
3996,2020-03-25,1,0,39047,2020-05-24,34.0,0.0,2020-06-03,40.0,0.0,2020-06-12,44.0,0.0,6,28659,6536,7794,4372,4448
3999,2020-03-25,1,0,37091,2020-05-24,66.0,1.0,2020-06-03,132.0,3.0,2020-06-12,143.0,7.0,10,24262,6311,5695,2797,3603
4002,2020-03-25,1,0,37107,2020-05-24,187.0,7.0,2020-06-03,219.0,7.0,2020-06-12,277.0,8.0,14,57934,14708,17864,5558,9740
4005,2020-03-25,1,0,37061,2020-05-24,628.0,12.0,2020-06-03,890.0,19.0,2020-06-12,1130.0,20.0,9,59350,13785,14484,9847,6433
4008,2020-03-25,1,0,37045,2020-05-24,67.0,2.0,2020-06-03,102.0,2.0,2020-06-12,143.0,2.0,57,97038,23687,26717,12963,8615
4011,2020-03-25,2,0,37111,2020-05-24,39.0,1.0,2020-06-03,73.0,1.0,2020-06-12,129.0,1.0,9,45069,11491,12383,4645,3311
4014,2020-03-25,1,0,37131,2020-05-24,138.0,12.0,2020-06-03,156.0,14.0,2020-06-12,163.0,14.0,0,20426,6480,2996,3918,2693
4017,2020-03-25,1,0,39107,2020-05-24,184.0,3.0,2020-06-03,220.0,7.0,2020-06-12,244.0,8.0,5,40723,9546,13731,6287,4060
4020,2020-03-25,1,0,41041,2020-05-24,9.0,0.0,2020-06-03,18.0,0.0,2020-06-12,184.0,0.0,0,47307,17261,17882,1156,1334
4023,2020-03-25,1,0,42073,2020-05-24,74.0,8.0,2020-06-03,83.0,8.0,2020-06-12,86.0,8.0,18,88231,25000,24487,13946,7658
4026,2020-03-25,2,0,42059,2020-05-24,27.0,0.0,2020-06-03,27.0,0.0,2020-06-12,30.0,0.0,0,37338,9105,8905,5340,7381
4029,2020-03-25,1,0,40013,2020-05-24,22.0,1.0,2020-06-03,32.0,1.0,2020-06-12,49.0,1.0,8,45068,10589,13798,4307,3220
4032,2020-03-25,2,0,40001,2020-05-24,82.0,3.0,2020-06-03,91.0,4.0,2020-06-12,95.0,4.0,0,22136,4650,5080,3125,1200
4035,2020-03-25,1,0,39169,2020-05-24,248.0,50.0,2020-06-03,288.0,51.0,2020-06-12,304.0,52.0,14,115915,26488,37731,15728,13012
4038,2020-03-25,1,0,40019,2020-05-24,22.0,1.0,2020-06-03,45.0,1.0,2020-06-12,57.0,1.0,13,48407,10584,18475,2010,5412
4041,2020-03-25,1,0,39147,2020-05-24,18.0,2.0,2020-06-03,24.0,2.0,2020-06-12,29.0,2.0,9,55549,13111,14353,10419,5025
4044,2020-03-25,1,0,39129,2020-05-24,2042.0,35.0,2020-06-03,2095.0,37.0,2020-06-12,2115.0,39.0,8,57075,11657,9061,15054,7225
4047,2020-03-25,1,0,40137,2020-05-24,37.0,1.0,2020-06-03,40.0,1.0,2020-06-12,44.0,1.0,9,44293,10951,15195,3372,3131
4050,2020-03-25,1,0,40125,2020-05-24,57.0,4.0,2020-06-03,63.0,4.0,2020-06-12,67.0,4.0,14,71614,15322,19763,9250,6311
4053,2020-03-25,1,0,40113,2020-05-24,94.0,8.0,2020-06-03,96.0,8.0,2020-06-12,104.0,8.0,0,47350,11772,6746,12255,3254
4056,2020-03-25,5,0,40037,2020-05-24,90.0,7.0,2020-06-03,97.0,7.0,2020-06-12,102.0,7.0,0,70899,16589,12254,17207,8078
4059,2020-03-25,1,0,40041,2020-05-24,99.0,16.0,2020-06-03,100.0,16.0,2020-06-12,107.0,16.0,6,41878,13064,9059,6384,2652
4062,2020-03-25,1,0,37027,2020-05-24,106.0,2.0,2020-06-03,160.0,3.0,2020-06-12,238.0,3.0,12,81805,20816,20677,12395,5371
4065,2020-03-25,1,0,31053,2020-05-24,355.0,1.0,2020-06-03,503.0,1.0,2020-06-12,616.0,2.0,0,36576,9091,13011,5032,4318
4068,2020-03-25,1,0,30041,2020-05-24,1.0,0.0,2020-06-03,1.0,0.0,2020-06-12,1.0,0.0,6,16468,3176,6946,307,835
4071,2020-03-25,1,0,32019,2020-05-24,52.0,0.0,2020-06-03,66.0,1.0,2020-06-12,89.0,2.0,0,52303,14565,9147,10501,3327
4074,2020-03-25,1,0,29053,2020-05-24,9.0,0.0,2020-06-03,9.0,0.0,2020-06-12,9.0,0.0,0,17620,4083,4444,3350,1643
4077,2020-03-25,1,0,42081,2020-05-24,158.0,14.0,2020-06-03,166.0,17.0,2020-06-12,168.0,17.0,32,115398,28691,45884,7613,10340
4080,2020-03-25,1,0,29205,2020-05-24,1.0,0.0,2020-06-03,1.0,0.0,2020-06-12,1.0,0.0,0,6084,1705,1939,933,442
4083,2020-03-25,1,0,29175,2020-05-24,9.0,0.0,2020-06-03,10.0,0.0,2020-06-12,10.0,0.0,8,24987,5586,6856,2488,2716
4086,2020-03-25,1,0,29173,2020-05-24,2.0,0.0,2020-06-03,5.0,0.0,2020-06-12,5.0,0.0,0,10208,2800,1794,2977,1399
4089,2020-03-25,2,0,29165,2020-05-24,68.0,1.0,2020-06-03,75.0,2.0,2020-06-12,97.0,3.0,0,96899,18623,20064,29189,25560
4092,2020-03-25,1,0,29139,2020-05-24,8.0,0.0,2020-06-03,9.0,0.0,2020-06-12,12.0,0.0,0,11618,3177,2606,2418,675
4095,2020-03-25,1,0,29119,2020-05-24,17.0,0.0,2020-06-03,22.0,0.0,2020-06-12,63.0,0.0,0,22753,4923,4698,4708,2243
4098,2020-03-25,1,0,29145,2020-05-24,18.0,1.0,2020-06-03,24.0,1.0,2020-06-12,58.0,1.0,0,58237,13667,13944,11772,10399
4101,2020-03-25,1,0,36033,2020-05-24,20.0,0.0,2020-06-03,23.0,0.0,2020-06-12,24.0,0.0,13,51054,11559,15860,3674,4026
4104,2020-03-25,2,0,37023,2020-05-24,277.0,14.0,2020-06-03,474.0,15.0,2020-06-12,669.0,16.0,16,88898,23258,24309,11392,6821
4107,2020-03-25,2,0,37015,2020-05-24,113.0,3.0,2020-06-03,126.0,4.0,2020-06-12,134.0,4.0,0,19913,5537,3938,3167,2119
4110,2020-03-25,1,1,35015,2020-05-24,18.0,1.0,2020-06-03,23.0,1.0,2020-06-12,46.0,1.0,12,56793,11808,24489,977,4566
4113,2020-03-25,1,0,36013,2020-05-24,75.0,3.0,2020-06-03,89.0,3.0,2020-06-12,106.0,4.0,26,130846,33458,49683,6555,6276
4116,2020-03-25,2,0,35039,2020-05-24,37.0,0.0,2020-06-03,52.0,1.0,2020-06-12,60.0,1.0,8,39455,9932,8855,6225,2876
4122,2020-03-25,2,0,51069,2020-05-24,262.0,3.0,2020-06-03,378.0,4.0,2020-06-12,423.0,4.0,0,83784,17641,16002,24357,14868
4125,2020-03-25,3,0,51171,2020-05-24,372.0,16.0,2020-06-03,465.0,22.0,2020-06-12,505.0,26.0,0,42854,11604,11213,8582,3539
4128,2020-03-25,1,0,51161,2020-05-24,90.0,5.0,2020-06-03,113.0,6.0,2020-06-12,132.0,5.0,0,93419,25341,15096,29484,21017
4131,2020-03-25,1,0,51135,2020-05-24,19.0,0.0,2020-06-03,40.0,0.0,2020-06-12,63.0,0.0,0,15537,3814,3543,2063,3179
4134,2020-03-25,1,0,51125,2020-05-24,13.0,0.0,2020-06-03,17.0,0.0,2020-06-12,18.0,0.0,0,14863,5121,2941,3532,1549
4137,2020-03-25,1,0,51115,2020-05-24,5.0,0.0,2020-06-03,5.0,0.0,2020-06-12,5.0,0.0,0,8830,3293,1503,2391,619
4143,2020-03-25,1,0,51113,2020-05-24,32.0,1.0,2020-06-03,41.0,1.0,2020-06-12,42.0,1.0,0,13108,3779,2136,3680,1354
4146,2020-03-25,1,0,51137,2020-05-24,80.0,0.0,2020-06-03,111.0,1.0,2020-06-12,124.0,2.0,0,35265,9382,5245,9428,3307
4149,2020-03-25,1,0,48493,2020-05-24,38.0,5.0,2020-06-03,41.0,5.0,2020-06-12,50.0,5.0,4,47205,10123,7823,12402,2549
4152,2020-03-25,3,0,48481,2020-05-24,45.0,0.0,2020-06-03,68.0,0.0,2020-06-12,89.0,1.0,4,41430,9080,13510,4832,2852
4155,2020-03-25,1,0,48471,2020-05-24,474.0,27.0,2020-06-03,1730.0,27.0,2020-06-12,1868.0,27.0,6,70818,11996,16907,5457,6825
4158,2020-03-25,1,0,48451,2020-05-24,64.0,1.0,2020-06-03,70.0,1.0,2020-06-12,89.0,1.0,29,116906,23527,50373,3938,3661
4161,2020-03-25,1,0,48445,2020-05-24,13.0,0.0,2020-06-03,13.0,0.0,2020-06-12,13.0,0.0,0,12755,2635,3570,1053,908
4164,2020-03-25,1,0,48409,2020-05-24,28.0,0.0,2020-06-03,36.0,0.0,2020-06-12,41.0,0.0,0,66867,12717,14279,13762,6660
4167,2020-03-25,1,0,48395,2020-05-24,7.0,0.0,2020-06-03,11.0,0.0,2020-06-12,17.0,0.0,0,16727,4255,3386,3180,1889
4170,2020-03-25,4,0,50015,2020-05-24,29.0,1.0,2020-06-03,29.0,1.0,2020-06-12,29.0,1.0,0,25191,5651,9418,3479,2838
4173,2020-03-25,1,0,55057,2020-05-24,22.0,1.0,2020-06-03,22.0,1.0,2020-06-12,24.0,1.0,0,26427,7133,7249,4165,2832
4176,2020-03-25,3,0,55049,2020-05-24,11.0,0.0,2020-06-03,17.0,0.0,2020-06-12,16.0,0.0,0,23576,5649,7047,5164,4225
4179,2020-03-25,1,0,55043,2020-05-24,82.0,11.0,2020-06-03,98.0,12.0,2020-06-12,103.0,12.0,0,51742,11571,17468,8096,4188
4182,2020-03-25,1,0,55081,2020-05-24,16.0,1.0,2020-06-03,18.0,1.0,2020-06-12,29.0,1.0,0,45303,10280,16407,4519,5989
4185,2020-03-25,1,0,56001,2020-05-24,14.0,0.0,2020-06-03,25.0,0.0,2020-06-12,25.0,0.0,4,37944,5887,18996,1284,741
4188,2020-03-25,1,0,54081,2020-05-24,15.0,0.0,2020-06-03,17.0,0.0,2020-06-12,23.0,0.0,43,77097,20258,23817,4744,7542
4191,2020-03-25,1,0,53019,2020-05-24,1.0,0.0,2020-06-03,1.0,0.0,2020-06-12,1.0,0.0,0,7568,2554,1809,532,331
4194,2020-03-25,1,0,53047,2020-05-24,44.0,2.0,2020-06-03,53.0,2.0,2020-06-12,74.0,2.0,0,41377,11602,15111,1363,1633
4197,2020-03-25,2,0,54069,2020-05-24,39.0,1.0,2020-06-03,47.0,1.0,2020-06-12,53.0,1.0,37,42906,12039,14861,4886,15394
4200,2020-03-25,1,0,54049,2020-05-24,50.0,2.0,2020-06-03,51.0,2.0,2020-06-12,53.0,2.0,14,56575,14663,15428,9597,5065
4203,2020-03-25,1,0,54045,2020-05-24,16.0,1.0,2020-06-03,19.0,1.0,2020-06-12,21.0,1.0,12,34428,8559,8804,2296,3556
4206,2020-03-25,1,0,48361,2020-05-24,96.0,2.0,2020-06-03,98.0,2.0,2020-06-12,105.0,2.0,0,83909,17601,20393,14596,7413
4209,2020-03-25,1,0,46083,2020-05-24,229.0,0.0,2020-06-03,240.0,0.0,2020-06-12,262.0,0.0,0,53147,8390,8321,19087,8114
4212,2020-03-25,1,0,45089,2020-05-24,212.0,11.0,2020-06-03,246.0,14.0,2020-06-12,274.0,15.0,4,32256,8243,6022,5181,3205
4215,2020-03-25,1,0,45087,2020-05-24,31.0,0.0,2020-06-03,40.0,0.0,2020-06-12,43.0,0.0,6,27772,7465,6650,4120,2266
4218,2020-03-25,1,0,46093,2020-05-24,10.0,0.0,2020-06-03,22.0,0.0,2020-06-12,30.0,1.0,3,27066,5515,5630,8104,2798
4221,2020-03-25,1,0,47003,2020-05-24,265.0,4.0,2020-06-03,295.0,4.0,2020-06-12,376.0,4.0,8,46854,9596,12649,6887,4308
4224,2020-03-25,9,0,44009,2020-05-24,486.0,32.0,2020-06-03,499.0,51.0,2020-06-12,513.0,61.0,17,126190,33367,35269,28306,20534
4227,2020-03-25,37,0,44007,2020-05-24,10607.0,342.0,2020-06-03,11052.0,518.0,2020-06-12,11959.0,637.0,237,633704,128527,207505,86215,88831
4230,2020-03-25,8,0,44005,2020-05-24,228.0,4.0,2020-06-03,244.0,4.0,2020-06-12,269.0,4.0,10,83204,22925,33244,10034,10971
4233,2020-03-25,7,0,44003,2020-05-24,1013.0,46.0,2020-06-03,1052.0,68.0,2020-06-12,1105.0,82.0,15,164012,40477,37875,45681,35366
4236,2020-03-25,5,0,44001,2020-05-24,213.0,1.0,2020-06-03,224.0,11.0,2020-06-12,231.0,13.0,0,49028,12397,8800,15099,6228
4239,2020-03-25,1,0,42123,2020-05-24,3.0,0.0,2020-06-03,4.0,0.0,2020-06-12,5.0,0.0,6,40345,11948,14613,3562,2491
4242,2020-03-25,1,0,45067,2020-05-24,64.0,5.0,2020-06-03,73.0,5.0,2020-06-12,88.0,5.0,10,31765,8483,5970,5646,1745
4245,2020-03-25,1,0,47073,2020-05-24,31.0,2.0,2020-06-03,34.0,2.0,2020-06-12,34.0,2.0,6,56402,14964,9734,11341,3044
4248,2020-03-25,2,0,48199,2020-05-24,136.0,5.0,2020-06-03,138.0,5.0,2020-06-12,145.0,5.0,0,55993,12351,9344,14414,3056
4251,2020-03-25,1,0,48189,2020-05-24,55.0,4.0,2020-06-03,60.0,4.0,2020-06-12,76.0,5.0,5,34527,6124,11412,2436,2477
4254,2020-03-25,4,0,48187,2020-05-24,122.0,0.0,2020-06-03,135.0,0.0,2020-06-12,160.0,0.0,9,150889,27355,25540,41323,15517
4257,2020-03-25,2,0,48185,2020-05-24,99.0,1.0,2020-06-03,226.0,1.0,2020-06-12,270.0,1.0,0,27358,6472,4918,4841,2527
4260,2020-03-25,1,0,48165,2020-05-24,6.0,0.0,2020-06-03,7.0,0.0,2020-06-12,9.0,0.0,0,19889,2513,6066,1631,1150
4263,2020-03-25,1,0,48149,2020-05-24,32.0,2.0,2020-06-03,36.0,2.0,2020-06-12,44.0,2.0,0,24963,7816,8224,3240,2302
4266,2020-03-25,1,0,48143,2020-05-24,15.0,1.0,2020-06-03,17.0,1.0,2020-06-12,32.0,1.0,5,41016,7785,15765,3184,2321
4269,2020-03-25,2,0,48133,2020-05-24,5.0,0.0,2020-06-03,7.0,0.0,2020-06-12,7.0,0.0,0,18278,5417,5596,1112,1018
4272,2020-03-25,2,0,48331,2020-05-24,28.0,1.0,2020-06-03,29.0,1.0,2020-06-12,40.0,1.0,0,24479,6636,5490,3547,1646
4275,2020-03-25,1,0,48323,2020-05-24,97.0,1.0,2020-06-03,120.0,1.0,2020-06-12,149.0,2.0,10,57471,8834,16228,3628,667
4278,2020-03-25,1,0,48299,2020-05-24,3.0,0.0,2020-06-03,3.0,0.0,2020-06-12,4.0,0.0,0,20195,9184,4855,2467,1482
4281,2020-03-25,1,0,48291,2020-05-24,80.0,3.0,2020-06-03,97.0,3.0,2020-06-12,121.0,3.0,0,79884,14641,12203,14822,5736
4284,2020-03-25,1,0,48277,2020-05-24,133.0,9.0,2020-06-03,151.0,11.0,2020-06-12,163.0,11.0,20,49401,12011,17859,2696,3394
4287,2020-03-25,3,0,48259,2020-05-24,24.0,0.0,2020-06-03,31.0,0.0,2020-06-12,35.0,0.0,0,40306,10163,8051,8230,5934
4290,2020-03-25,2,0,48257,2020-05-24,182.0,2.0,2020-06-03,230.0,2.0,2020-06-12,325.0,3.0,8,114852,19451,19191,29193,9694
4293,2020-03-25,1,0,48231,2020-05-24,75.0,4.0,2020-06-03,91.0,4.0,2020-06-12,162.0,5.0,23,90322,19359,21561,13057,9535
4296,2020-03-25,1,0,48223,2020-05-24,15.0,0.0,2020-06-03,27.0,0.0,2020-06-12,41.0,0.0,10,35929,8258,10900,4082,2247
4299,2020-03-25,1,0,48293,2020-05-24,23.0,1.0,2020-06-03,27.0,1.0,2020-06-12,36.0,1.0,6,23480,5738,7081,2186,2378
4302,2020-03-25,1,0,48099,2020-05-24,226.0,2.0,2020-06-03,289.0,2.0,2020-06-12,299.0,2.0,4,75818,9667,13995,16194,6372
4305,2020-03-25,1,0,47101,2020-05-24,3.0,0.0,2020-06-03,3.0,0.0,2020-06-12,5.0,0.0,0,11944,3517,2979,1789,282
4308,2020-03-25,1,0,48053,2020-05-24,29.0,0.0,2020-06-03,45.0,0.0,2020-06-12,56.0,1.0,12,45017,12977,12566,5834,3016
4311,2020-03-25,1,0,48031,2020-05-24,8.0,0.0,2020-06-03,11.0,1.0,2020-06-12,11.0,1.0,0,11089,3806,2576,1901,1234
4314,2020-03-25,1,0,48015,2020-05-24,22.0,0.0,2020-06-03,27.0,0.0,2020-06-12,33.0,0.0,0,29292,7305,7048,6290,3314
4317,2020-03-25,2,0,48013,2020-05-24,36.0,2.0,2020-06-03,37.0,2.0,2020-06-12,43.0,2.0,6,48139,9558,10216,9447,5966
4320,2020-03-25,1,0,47185,2020-05-24,27.0,0.0,2020-06-03,34.0,0.0,2020-06-12,46.0,0.0,4,26394,7108,5528,3972,1950
4323,2020-03-25,1,0,13091,2020-05-24,48.0,2.0,2020-06-03,52.0,2.0,2020-06-12,54.0,2.0,6,21063,4726,4595,3176,1234
4326,2020-03-25,1,0,13087,2020-05-24,146.0,4.0,2020-06-03,206.0,5.0,2020-06-12,222.0,7.0,10,27023,5831,7046,2773,2108
4329,2020-03-25,1,0,12039,2020-05-24,254.0,1.0,2020-06-03,284.0,3.0,2020-06-12,301.0,4.0,0,46113,10880,7171,9443,4558
4332,2020-03-25,1,0,13157,2020-05-24,147.0,4.0,2020-06-03,199.0,6.0,2020-06-12,256.0,7.0,0,63851,12724,10037,16342,11958
4335,2020-03-25,1,0,16075,2020-05-24,23.0,2.0,2020-06-03,25.0,2.0,2020-06-12,27.0,2.0,0,22839,5298,4627,4712,1842
4338,2020-03-25,1,0,16069,2020-05-24,81.0,19.0,2020-06-03,83.0,19.0,2020-06-12,84.0,19.0,9,40014,10185,14918,3285,6578
4341,2020-03-25,2,0,16051,2020-05-24,7.0,0.0,2020-06-03,9.0,0.0,2020-06-12,10.0,0.0,0,27410,4382,4615,6330,2099
4344,2020-03-25,1,0,16049,2020-05-24,3.0,0.0,2020-06-03,3.0,0.0,2020-06-12,3.0,0.0,0,16275,5638,5388,943,565
4347,2020-03-25,1,0,16043,2020-05-24,3.0,0.0,2020-06-03,4.0,0.0,2020-06-12,4.0,0.0,0,12889,2942,2483,2738,984
4350,2020-03-25,1,0,17123,2020-05-24,5.0,0.0,2020-06-03,5.0,0.0,2020-06-12,5.0,0.0,0,11925,3583,2528,3022,1441
4353,2020-03-25,1,0,17041,2020-05-24,28.0,0.0,2020-06-03,28.0,0.0,2020-06-12,33.0,0.0,0,19830,4574,5469,3772,2670
4356,2020-03-25,1,0,13317,2020-05-24,32.0,1.0,2020-06-03,34.0,1.0,2020-06-12,35.0,1.0,0,9905,2863,2565,1190,737
4359,2020-03-25,1,0,13311,2020-05-24,94.0,3.0,2020-06-03,105.0,3.0,2020-06-12,124.0,3.0,0,28509,7553,6092,4769,2781
4362,2020-03-25,1,0,13183,2020-05-24,12.0,1.0,2020-06-03,16.0,1.0,2020-06-12,19.0,1.0,0,17857,2398,1099,5382,466
4365,2020-03-25,1,0,13169,2020-05-24,34.0,0.0,2020-06-03,44.0,0.0,2020-06-12,50.0,0.0,0,28540,6333,3195,8815,1533
4368,2020-03-25,1,0,13299,2020-05-24,209.0,13.0,2020-06-03,234.0,14.0,2020-06-12,263.0,14.0,22,35688,7974,10528,2326,5900
4371,2020-03-25,1,0,13275,2020-05-24,311.0,31.0,2020-06-03,346.0,32.0,2020-06-12,359.0,33.0,35,44909,10319,13374,3455,5231
4374,2020-03-25,1,0,13269,2020-05-24,21.0,2.0,2020-06-03,23.0,2.0,2020-06-12,25.0,2.0,0,8267,2020,1427,1372,626
4377,2020-03-25,1,0,5043,2020-05-24,19.0,1.0,2020-06-03,20.0,1.0,2020-06-12,25.0,1.0,5,18620,3890,4949,2275,1424
4380,2020-03-25,3,0,1055,2020-05-24,236.0,10.0,2020-06-03,266.0,12.0,2020-06-12,303.0,12.0,56,103132,25122,29445,10750,6578
4383,2020-03-25,2,0,1047,2020-05-24,197.0,3.0,2020-06-03,287.0,3.0,2020-06-12,425.0,6.0,18,40755,9436,10943,2634,2069
4386,2020-03-25,1,0,1033,2020-05-24,136.0,2.0,2020-06-03,190.0,2.0,2020-06-12,248.0,5.0,22,54435,14062,13330,7583,9170
4389,2020-03-25,1,0,1029,2020-05-24,13.0,1.0,2020-06-03,15.0,1.0,2020-06-12,20.0,1.0,0,14939,3691,1910,3934,853
4392,2020-03-25,1,0,1021,2020-05-24,87.0,1.0,2020-06-03,109.0,1.0,2020-06-12,128.0,2.0,6,43805,9429,8603,8950,2216
4395,2020-03-25,1,0,1019,2020-05-24,33.0,2.0,2020-06-03,39.0,3.0,2020-06-12,48.0,5.0,0,25855,7513,4790,5088,1247
4398,2020-03-25,1,0,1013,2020-05-24,344.0,11.0,2020-06-03,421.0,18.0,2020-06-12,502.0,25.0,7,20126,5151,5584,2160,1316
4401,2020-03-25,1,0,1009,2020-05-24,49.0,1.0,2020-06-03,65.0,1.0,2020-06-12,97.0,1.0,6,57667,13600,7485,14460,2036
4404,2020-03-25,1,0,1027,2020-05-24,27.0,2.0,2020-06-03,28.0,2.0,2020-06-12,30.0,2.0,4,13407,3480,3136,1897,947
4407,2020-03-25,1,0,1131,2020-05-24,118.0,7.0,2020-06-03,155.0,7.0,2020-06-12,202.0,8.0,0,10919,2751,1881,941,945
4410,2020-03-25,1,0,1079,2020-05-24,42.0,0.0,2020-06-03,52.0,0.0,2020-06-12,61.0,0.0,6,33288,7710,4648,7913,2313
4413,2020-03-25,1,0,1109,2020-05-24,136.0,0.0,2020-06-03,209.0,0.0,2020-06-12,300.0,2.0,9,33287,6441,12071,2048,4118
4416,2020-03-25,1,0,1107,2020-05-24,93.0,4.0,2020-06-03,121.0,5.0,2020-06-12,138.0,6.0,4,20170,4974,3341,3248,700
4419,2020-03-25,1,0,1095,2020-05-24,649.0,9.0,2020-06-03,709.0,9.0,2020-06-12,816.0,9.0,20,94738,21466,27510,9743,9995
4422,2020-03-25,1,0,1113,2020-05-24,128.0,0.0,2020-06-03,179.0,0.0,2020-06-12,268.0,0.0,8,58480,10680,6839,17155,7108
4425,2020-03-25,1,0,8089,2020-05-24,14.0,1.0,2020-06-03,20.0,1.0,2020-06-12,22.0,1.0,4,18325,4816,5967,1216,1047
4428,2020-03-25,1,0,6027,2020-05-24,20.0,1.0,2020-06-03,20.0,1.0,2020-06-12,23.0,1.0,4,18195,5588,7378,741,1112
4431,2020-03-25,2,0,6101,2020-05-24,40.0,2.0,2020-06-03,48.0,2.0,2020-06-12,78.0,2.0,0,95583,19219,21304,15286,8809
4434,2020-03-25,1,0,17137,2020-05-24,34.0,1.0,2020-06-03,39.0,1.0,2020-06-12,105.0,2.0,9,34442,8786,11788,4037,4519
4437,2020-03-25,1,0,26103,2020-05-24,54.0,10.0,2020-06-03,56.0,11.0,2020-06-12,59.0,11.0,30,67145,16470,27724,1197,1709
4440,2020-03-25,1,0,26091,2020-05-24,146.0,3.0,2020-06-03,209.0,4.0,2020-06-12,195.0,6.0,0,98585,23897,25802,16257,5423
4443,2020-03-25,1,0,25007,2020-05-24,26.0,1.0,2020-06-03,41.0,1.0,2020-06-12,42.0,1.0,0,17275,5109,7799,430,539
4446,2020-03-25,1,0,26069,2020-05-24,77.0,9.0,2020-06-03,112.0,9.0,2020-06-12,112.0,10.0,4,25317,9417,7224,1335,2142
4449,2020-03-25,1,0,22127,2020-05-24,112.0,2.0,2020-06-03,178.0,2.0,2020-06-12,197.0,3.0,5,14631,3354,3389,1456,1025
4452,2020-03-25,2,0,22111,2020-05-24,287.0,16.0,2020-06-03,331.0,19.0,2020-06-12,385.0,20.0,0,22537,6027,3979,3952,1209
4455,2020-03-25,1,0,24029,2020-05-24,152.0,14.0,2020-06-03,178.0,19.0,2020-06-12,190.0,22.0,6,19666,6220,6036,2739,3118
4458,2020-03-25,1,0,28117,2020-05-24,38.0,3.0,2020-06-03,53.0,3.0,2020-06-12,65.0,3.0,11,25389,6023,4739,4677,2401
4461,2020-03-25,1,0,28013,2020-05-24,60.0,4.0,2020-06-03,67.0,4.0,2020-06-12,77.0,4.0,0,14617,3727,3238,2128,741
4464,2020-03-25,1,0,27049,2020-05-24,52.0,2.0,2020-06-03,70.0,4.0,2020-06-12,92.0,7.0,4,46138,11621,14724,8407,8020
4467,2020-03-25,2,0,26159,2020-05-24,121.0,6.0,2020-06-03,149.0,6.0,2020-06-12,200.0,7.0,0,75190,18230,16753,14885,7437
4470,2020-03-25,2,0,27169,2020-05-24,77.0,15.0,2020-06-03,80.0,15.0,2020-06-12,84.0,15.0,8,50992,10914,22187,5778,5478
4473,2020-03-25,1,0,26151,2020-05-24,40.0,5.0,2020-06-03,42.0,5.0,2020-06-12,43.0,6.0,0,41535,11385,10749,5964,2613
4476,2020-03-25,2,0,19011,2020-05-24,37.0,1.0,2020-06-03,44.0,1.0,2020-06-12,46.0,1.0,0,25646,5969,5085,7769,1358
