fips,county_name,total_population,pop_under18,pop_over65,median_age
51127,"New Kent County, Virginia",21103,4378,3433,43.7
51131,"Northampton County, Virginia",11957,2372,3060,48.5
51133,"Northumberland County, Virginia",12223,1844,4405,57.3
51135,"Nottoway County, Virginia",15500,3021,2870,41.7
51137,"Orange County, Virginia",35612,7761,6992,42.1
51139,"Page County, Virginia",23749,4841,4877,45.1
51141,"Patrick County, Virginia",17859,3159,4538,49.6
51143,"Pittsylvania County, Virginia",61676,12027,13017,46.7
51145,"Powhatan County, Virginia",28574,5201,4980,45.1
51147,"Prince Edward County, Virginia",22956,3738,3598,30.8
51149,"Prince George County, Virginia",37894,8183,4918,37
51153,"Prince William County, Virginia",456749,125952,41803,34.9
51155,"Pulaski County, Virginia",34234,6178,7510,46.3
51157,"Rappahannock County, Virginia",7332,1310,1877,50.1
51159,"Richmond County, Virginia",8878,1497,1846,45.8
51161,"Roanoke County, Virginia",93583,19017,19088,43.6
51163,"Rockbridge County, Virginia",22509,4020,5600,48.7
51165,"Rockingham County, Virginia",79444,17712,14688,41.6
51167,"Russell County, Virginia",27408,5259,5493,45.4
51169,"Scott County, Virginia",22009,4062,4999,46.9
51171,"Shenandoah County, Virginia",43045,9160,9018,44.4
51173,"Smyth County, Virginia",31059,6093,6503,44.9
51175,"Southampton County, Virginia",17939,3431,3371,46.1
51177,"Spotsylvania County, Virginia",131412,33102,17384,38.1
51179,"Stafford County, Virginia",144012,38029,14086,35.3
51181,"Surry County, Virginia",6600,1171,1364,49.6
51183,"Sussex County, Virginia",11486,1757,1936,39.8
51185,"Tazewell County, Virginia",42080,8095,8722,44.9
51187,"Warren County, Virginia",39449,8753,6021,40.7
51191,"Washington County, Virginia",54406,10152,11752,45.9
51193,"Westmoreland County, Virginia",17638,3324,4259,47.9
51195,"Wise County, Virginia",39025,7755,6583,40.7
51197,"Wythe County, Virginia",28940,5800,5907,44.9
51199,"York County, Virginia",67587,16264,10313,39.5
51510,"Alexandria city, Virginia",156505,28663,16943,36.5
51520,"Bristol city, Virginia",16843,3459,3381,42.2
51530,"Buena Vista city, Virginia",6399,1206,1176,37.5
51540,"Charlottesville city, Virginia",47042,7385,5039,31.3
51550,"Chesapeake city, Virginia",237820,57767,29829,36.7
51570,"Colonial Heights city, Virginia",17593,4034,3609,40.3
51580,"Covington city, Virginia",5582,1072,1202,42.8
51590,"Danville city, Virginia",41512,9106,8326,41.1
51595,"Emporia city, Virginia",5381,1411,879,38.4
51600,"Fairfax city, Virginia",23865,5426,3436,38.1
51610,"Falls Church city, Virginia",14067,3603,1705,38.8
51620,"Franklin city, Virginia",8211,1984,1542,38.9
51630,"Fredericksburg city, Virginia",28469,5952,3023,30.3
51640,"Galax city, Virginia",6638,1413,1505,45.1
51650,"Hampton city, Virginia",135583,28864,19719,36.1
51660,"Harrisonburg city, Virginia",53391,8801,4700,25.1
51670,"Hopewell city, Virginia",22408,5749,3485,36.5
51678,"Lexington city, Virginia",7110,627,1114,21.7
51680,"Lynchburg city, Virginia",80131,15517,11252,28.2
51683,"Manassas city, Virginia",41457,11164,3796,33.7
51685,"Manassas Park city, Virginia",16423,4194,1335,35.3
51690,"Martinsville city, Virginia",13101,3126,2510,40.8
51700,"Newport News city, Virginia",180145,41844,22294,33.3
51710,"Norfolk city, Virginia",245592,48799,25928,30.5
51720,"Norton city, Virginia",3990,923,689,37.3
51730,"Petersburg city, Virginia",31827,6801,5211,38.7
51735,"Poquoson city, Virginia",12039,2661,2268,43.2
51740,"Portsmouth city, Virginia",95311,22410,13553,35.2
51750,"Radford city, Virginia",17630,1862,1504,22.9
51760,"Richmond city, Virginia",223787,40004,27831,33.8
51770,"Roanoke city, Virginia",99621,21860,15805,38.7
51775,"Salem city, Virginia",25519,4917,4731,41.3
51790,"Staunton city, Virginia",24452,4674,5072,42.5
51800,"Suffolk city, Virginia",89160,21971,12250,38.2
51810,"Virginia Beach city, Virginia",450135,101052,59534,35.9
51820,"Waynesboro city, Virginia",21926,5103,4009,39.4
51830,"Williamsburg city, Virginia",14788,1617,2195,24.6
51840,"Winchester city, Virginia",27789,6368,4341,37.3
53001,"Adams County, Washington",19452,6841,2103,28.3
53003,"Asotin County, Washington",22337,4641,4950,45
53005,"Benton County, Washington",194168,52052,27443,35.7
53007,"Chelan County, Washington",75757,18122,13790,40.2
53009,"Clallam County, Washington",74487,12968,20891,50.5
53011,"Clark County, Washington",465384,114644,67720,38.2
53013,"Columbia County, Washington",4001,786,1093,49.4
53015,"Cowlitz County, Washington",105112,24114,19408,41.5
53017,"Douglas County, Washington",41371,10852,6848,37.1
53019,"Ferry County, Washington",7576,1353,1833,49.6
53021,"Franklin County, Washington",90660,29917,7860,30
53023,"Garfield County, Washington",2224,529,484,45.5
53025,"Grant County, Washington",94860,28302,12526,32.7
53027,"Grays Harbor County, Washington",71967,14957,14607,43.7
53029,"Island County, Washington",81636,15070,19138,44.2
53031,"Jefferson County, Washington",30856,3926,10559,57.9
53033,"King County, Washington",2163257,445378,274609,37.1
53035,"Kitsap County, Washington",262475,54365,44246,39
53037,"Kittitas County, Washington",44825,7810,6862,33.1
53039,"Klickitat County, Washington",21396,4223,4847,46.6
53041,"Lewis County, Washington",76947,16652,15686,43.1
53043,"Lincoln County, Washington",10435,2238,2628,48.4
53045,"Mason County, Washington",62627,12185,13868,45.6
53047,"Okanogan County, Washington",41638,9564,8626,42.9
53049,"Pacific County, Washington",21281,3608,6234,53.1
53051,"Pend Oreille County, Washington",13219,2600,3331,50.6
53053,"Pierce County, Washington",859840,203938,113665,36.1
53055,"San Juan County, Washington",16473,2232,5248,56.1
53057,"Skagit County, Washington",123907,27526,24374,41.5
53059,"Skamania County, Washington",11620,2245,2228,46.3
53061,"Snohomish County, Washington",786620,180294,99868,37.8
53063,"Spokane County, Washington",497875,111194,76680,37.5
53065,"Stevens County, Washington",44214,9663,9689,46.6
53067,"Thurston County, Washington",274684,59802,44614,39
53069,"Wahkiakum County, Washington",4189,701,1392,54.3
53071,"Walla Walla County, Washington",60236,12884,10324,37.1
53073,"Whatcom County, Washington",216812,42957,35496,37
53075,"Whitman County, Washington",48593,7316,4844,24.6
53077,"Yakima County, Washington",249325,74426,32887,32.8
54001,"Barbour County, West Virginia",16730,3370,3178,41.7
54003,"Berkeley County, West Virginia",113495,26964,15950,38.8
54005,"Boone County, West Virginia",22817,4992,4183,42.7
54007,"Braxton County, West Virginia",14282,2860,3054,45.2
54009,"Brooke County, West Virginia",22772,4119,5070,46.2
54011,"Cabell County, West Virginia",95318,18915,16980,38.5
54013,"Calhoun County, West Virginia",7396,1478,1681,47.6
54015,"Clay County, West Virginia",8785,1987,1718,43.9
54017,"Doddridge County, West Virginia",8536,1405,1714,45.1
54019,"Fayette County, West Virginia",44126,9132,8673,43.8
54021,"Gilmer County, West Virginia",8205,1224,1331,39.7
54023,"Grant County, West Virginia",11641,2212,2750,46.2
54025,"Greenbrier County, West Virginia",35347,6995,7852,45.4
54027,"Hampshire County, West Virginia",23363,4496,4972,46.5
54029,"Hancock County, West Virginia",29680,5721,6494,46.4
54031,"Hardy County, West Virginia",13842,2844,2945,45.4
54033,"Harrison County, West Virginia",68209,14665,12691,42.3
54035,"Jackson County, West Virginia",29018,6295,5668,43.4
54037,"Jefferson County, West Virginia",56179,12716,8477,40.7
54039,"Kanawha County, West Virginia",185710,37561,36007,43.3
54041,"Lewis County, West Virginia",16276,3502,3196,42.9
54043,"Lincoln County, West Virginia",21078,4736,3803,43
54045,"Logan County, West Virginia",33801,6989,6246,43.3
54047,"McDowell County, West Virginia",19217,3942,3822,44.6
54049,"Marion County, West Virginia",56497,11321,10654,41.2
54051,"Marshall County, West Virginia",31645,6321,6579,45.2
54053,"Mason County, West Virginia",26939,5610,5369,44.1
54055,"Mercer County, West Virginia",60486,12439,12584,42.7
54057,"Mineral County, West Virginia",27278,5573,5620,43.9
54059,"Mingo County, West Virginia",24741,5514,4306,42.7
54061,"Monongalia County, West Virginia",105252,17152,12278,31.2
54063,"Monroe County, West Virginia",13467,2670,3264,46.7
54065,"Morgan County, West Virginia",17624,3296,3862,47.6
54067,"Nicholas County, West Virginia",25324,5128,5362,45
54069,"Ohio County, West Virginia",42547,8131,8826,43.5
54071,"Pendleton County, West Virginia",7056,1269,1818,50.5
54073,"Pleasants County, West Virginia",7507,1431,1377,43.4
54075,"Pocahontas County, West Virginia",8531,1480,2047,48.7
54077,"Preston County, West Virginia",33837,6548,6346,42.4
54079,"Putnam County, West Virginia",56652,12855,9788,41.8
54081,"Raleigh County, West Virginia",76232,15917,14907,42.4
54083,"Randolph County, West Virginia",29065,5566,6031,43.5
54085,"Ritchie County, West Virginia",9932,1981,2161,46
54087,"Roane County, West Virginia",14205,3082,2924,45.1
54089,"Summers County, West Virginia",13018,2241,3018,48.2
54091,"Taylor County, West Virginia",16951,3469,3252,43.2
54093,"Tucker County, West Virginia",7027,1159,1731,48.7
54095,"Tyler County, West Virginia",8909,1766,1891,46.7
54097,"Upshur County, West Virginia",24605,4979,4737,42
54099,"Wayne County, West Virginia",40708,8636,8060,43.7
54101,"Webster County, West Virginia",8518,1721,1878,46.8
54103,"Wetzel County, West Virginia",15614,3178,3483,45.9
54105,"Wirt County, West Virginia",5797,1271,1103,44.7
54107,"Wood County, West Virginia",85556,18019,16752,43.3
54109,"Wyoming County, West Virginia",21711,4530,4256,44.2
55001,"Adams County, Wisconsin",20073,2963,5619,53.3
55003,"Ashland County, Wisconsin",15712,3510,2864,41.8
55005,"Barron County, Wisconsin",45252,9819,9476,44.1
55007,"Bayfield County, Wisconsin",14992,2629,3891,52
55009,"Brown County, Wisconsin",259786,62619,36047,37.2
55011,"Buffalo County, Wisconsin",13167,2727,2788,46
55013,"Burnett County, Wisconsin",15258,2731,4173,52.5
55015,"Calumet County, Wisconsin",49807,12266,6933,40.1
55017,"Chippewa County, Wisconsin",63635,14472,10768,40.9
55019,"Clark County, Wisconsin",34491,10134,5587,37.6
55021,"Columbia County, Wisconsin",56954,12467,9671,42.4
55023,"Crawford County, Wisconsin",16288,3384,3532,46
55025,"Dane County, Wisconsin",529843,110062,67689,34.9
55027,"Dodge County, Wisconsin",87776,18322,14626,42.5
55029,"Door County, Wisconsin",27439,4500,7690,52.4
55031,"Douglas County, Wisconsin",43402,8725,7600,41.9
55033,"Dunn County, Wisconsin",44498,8884,6688,34.3
55035,"Eau Claire County, Wisconsin",102991,21031,15201,34.4
55037,"Florence County, Wisconsin",4337,696,1083,52.4
55039,"Fond du Lac County, Wisconsin",102315,22235,17808,41.5
55041,"Forest County, Wisconsin",9018,1812,2029,46.7
55043,"Grant County, Wisconsin",51828,10687,8591,35.7
55045,"Green County, Wisconsin",36864,8317,6468,42.9
55047,"Green Lake County, Wisconsin",18757,4260,4016,45.4
55049,"Iowa County, Wisconsin",23620,5473,4088,42.5
55051,"Iron County, Wisconsin",5715,805,1675,54.5
55053,"Jackson County, Wisconsin",20506,4503,3712,41.6
55055,"Jefferson County, Wisconsin",84652,18371,13470,40.7
55057,"Juneau County, Wisconsin",26419,5333,5239,45.2
55059,"Kenosha County, Wisconsin",168330,39717,22280,38.2
55061,"Kewaunee County, Wisconsin",20360,4455,3929,44.2
55063,"La Crosse County, Wisconsin",117850,23640,18109,35.8
55065,"Lafayette County, Wisconsin",16735,4138,2941,41.4
55067,"Langlade County, Wisconsin",19164,3718,4353,48.2
55069,"Lincoln County, Wisconsin",27848,5283,5703,47.2
55071,"Manitowoc County, Wisconsin",79407,16607,15309,44.7
55073,"Marathon County, Wisconsin",135264,31270,22508,40.6
55075,"Marinette County, Wisconsin",40537,7834,9156,48.3
55077,"Marquette County, Wisconsin",15207,3019,3595,49.8
55078,"Menominee County, Wisconsin",4579,1499,575,31.7
55079,"Milwaukee County, Wisconsin",954209,231111,123013,34.7
55081,"Monroe County, Wisconsin",45502,11576,7337,39.5
55083,"Oconto County, Wisconsin",37556,7634,7326,46.5
55085,"Oneida County, Wisconsin",35345,6094,8837,50.9
55087,"Outagamie County, Wisconsin",184754,44136,25661,37.9
55089,"Ozaukee County, Wisconsin",88284,19128,16411,43.9
55091,"Pepin County, Wisconsin",7262,1542,1543,46.3
55093,"Pierce County, Wisconsin",41603,8703,5692,36.8
55095,"Polk County, Wisconsin",43349,9305,8427,45.2
55097,"Portage County, Wisconsin",70599,13819,10985,36.7
55099,"Price County, Wisconsin",13490,2339,3299,51.6
55101,"Racine County, Wisconsin",195398,45901,30527,40.1
55103,"Richland County, Wisconsin",17539,3855,3759,45.1
55105,"Rock County, Wisconsin",161769,38146,25528,39.5
55107,"Rusk County, Wisconsin",14183,2902,3283,49.1
55109,"St. Croix County, Wisconsin",87917,22424,11411,38.6
55111,"Sauk County, Wisconsin",63596,14578,11182,41.2
55113,"Sawyer County, Wisconsin",16370,3208,4054,50.2
55115,"Shawano County, Wisconsin",41009,8887,8340,45
55117,"Sheboygan County, Wisconsin",115205,25925,19559,41.3
55119,"Taylor County, Wisconsin",20356,4877,3713,43.4
55121,"Trempealeau County, Wisconsin",29438,7280,5121,40.5
55123,"Vernon County, Wisconsin",30516,7971,5681,41.9
55125,"Vilas County, Wisconsin",21593,3555,6513,54.1
55127,"Walworth County, Wisconsin",103013,22059,16928,39.7
55129,"Washburn County, Wisconsin",15689,3021,3913,50.7
55131,"Washington County, Wisconsin",134535,30283,22636,42.9
55133,"Waukesha County, Wisconsin",398879,87575,69991,43.2
55135,"Waupaca County, Wisconsin",51444,10668,10311,45.4
55137,"Waushara County, Wisconsin",24116,4487,5624,49
55139,"Winnebago County, Wisconsin",169926,35149,26174,38.2
55141,"Wood County, Wisconsin",73274,15888,14436,43.8
56001,"Albany County, Wyoming",38102,6388,4135,27.3
56003,"Big Horn County, Wyoming",11901,3063,2457,41.3
56005,"Campbell County, Wyoming",47708,13177,3971,33.5
56007,"Carbon County, Wyoming",15477,3620,2389,38
56009,"Converse County, Wyoming",13997,3460,2171,40.1
56011,"Crook County, Wyoming",7410,1815,1373,42.6
56013,"Fremont County, Wyoming",40076,10209,6892,38.4
56015,"Goshen County, Wyoming",13438,2804,2864,43.4
56017,"Hot Springs County, Wyoming",4680,900,1165,49.5
56019,"Johnson County, Wyoming",8515,1896,1854,45.5
56021,"Laramie County, Wyoming",97692,22772,14718,36.9
56023,"Lincoln County, Wyoming",19011,5210,3026,39.3
56025,"Natrona County, Wyoming",80610,19405,11087,36.6
56027,"Niobrara County, Wyoming",2448,479,468,41
56029,"Park County, Wyoming",29121,6008,6236,44.4
56031,"Platte County, Wyoming",8673,1784,2033,47.1
56033,"Sheridan County, Wyoming",30012,6540,5894,42.1
56035,"Sublette County, Wyoming",9951,2428,1664,39.4
56037,"Sweetwater County, Wyoming",44117,11809,4721,34.6
56039,"Teton County, Wyoming",23059,4434,3135,39.3
56041,"Uinta County, Wyoming",20609,6071,2498,35.5
56043,"Washakie County, Wyoming",8129,1942,1686,43.5
56045,"Weston County, Wyoming",7100,1505,1340,42.9
72001,"Adjuntas Municipio, Puerto Rico",18181,3908,3230,40.9
72003,"Aguada Municipio, Puerto Rico",38643,7393,6657,42.3
72005,"Aguadilla Municipio, Puerto Rico",54166,10955,10903,41.5
72007,"Aguas Buenas Municipio, Puerto Rico",26275,5434,4738,41.4
72009,"Aibonito Municipio, Puerto Rico",23457,4693,4439,41.6
72011,"A�asco Municipio, Puerto Rico",27368,5307,5234,41.8
72013,"Arecibo Municipio, Puerto Rico",87242,17035,17765,42
72015,"Arroyo Municipio, Puerto Rico",18111,4090,3249,39.6
72017,"Barceloneta Municipio, Puerto Rico",24299,5183,4426,39.9
72019,"Barranquitas Municipio, Puerto Rico",28755,6680,4147,36.4
72021,"Bayam�n Municipio, Puerto Rico",182955,34703,37188,41.3
72023,"Cabo Rojo Municipio, Puerto Rico",49005,9482,10666,43.2
72025,"Caguas Municipio, Puerto Rico",131363,26564,24767,40.5
72027,"Camuy Municipio, Puerto Rico",32222,6378,5960,40.8
72029,"Can�vanas Municipio, Puerto Rico",46108,10121,7295,39.1
72031,"Carolina Municipio, Puerto Rico",157453,30512,32826,42
72033,"Cata�o Municipio, Puerto Rico",24888,5314,4471,39.8
72035,"Cayey Municipio, Puerto Rico",44530,8772,8519,42.4
72037,"Ceiba Municipio, Puerto Rico",11853,2357,2604,41.9
72039,"Ciales Municipio, Puerto Rico",16912,3555,3111,41.9
72041,"Cidra Municipio, Puerto Rico",40343,8474,6465,39.8
72043,"Coamo Municipio, Puerto Rico",39265,8342,6486,40.7
72045,"Comer�o Municipio, Puerto Rico",19539,4140,3271,38.6
72047,"Corozal Municipio, Puerto Rico",34165,7477,5702,39
72049,"Culebra Municipio, Puerto Rico",1314,265,287,42.8
72051,"Dorado Municipio, Puerto Rico",37208,8442,6044,40
72053,"Fajardo Municipio, Puerto Rico",32001,6678,6662,41.2
72054,"Florida Municipio, Puerto Rico",11910,2578,2020,39.8
72055,"Gu�nica Municipio, Puerto Rico",16783,3499,3730,42.1
72057,"Guayama Municipio, Puerto Rico",41706,8870,6973,38.5
72059,"Guayanilla Municipio, Puerto Rico",19008,4115,3639,41
72061,"Guaynabo Municipio, Puerto Rico",88663,15534,18190,43.6
72063,"Gurabo Municipio, Puerto Rico",46894,10092,6914,38.6
72065,"Hatillo Municipio, Puerto Rico",40390,7974,7561,41.5
72067,"Hormigueros Municipio, Puerto Rico",16180,2898,4218,45.8
72069,"Humacao Municipio, Puerto Rico",53466,10651,10692,42.1
72071,"Isabela Municipio, Puerto Rico",42420,8356,7921,41.6
72073,"Jayuya Municipio, Puerto Rico",14906,3398,2300,37.8
72075,"Juana D�az Municipio, Puerto Rico",46960,10642,7668,38.1
72077,"Juncos Municipio, Puerto Rico",39128,8720,5849,38.4
72079,"Lajas Municipio, Puerto Rico",23315,4409,5293,44
72081,"Lares Municipio, Puerto Rico",26451,5261,5082,42.2
72083,"Las Mar�as Municipio, Puerto Rico",8599,1822,1624,41.1
72085,"Las Piedras Municipio, Puerto Rico",37768,8006,6210,39
72087,"Lo�za Municipio, Puerto Rico",26463,5785,4213,38.9
72089,"Luquillo Municipio, Puerto Rico",18547,3813,3721,41.2
72091,"Manat� Municipio, Puerto Rico",39692,8316,7872,41.5
72093,"Maricao Municipio, Puerto Rico",6202,1221,1132,43.2
72095,"Maunabo Municipio, Puerto Rico",11023,2189,2271,44.4
72097,"Mayag�ez Municipio, Puerto Rico",77255,13909,17339,40.7
72099,"Moca Municipio, Puerto Rico",36872,7956,5939,39.5
72101,"Morovis Municipio, Puerto Rico",31320,6960,4570,37.9
72103,"Naguabo Municipio, Puerto Rico",26266,6039,4402,37.7
72105,"Naranjito Municipio, Puerto Rico",28557,5993,4985,39.4
72107,"Orocovis Municipio, Puerto Rico",21407,4724,3335,38.9
72109,"Patillas Municipio, Puerto Rico",17334,3386,3471,43.9
72111,"Pe�uelas Municipio, Puerto Rico",20984,4976,3198,37.3
72113,"Ponce Municipio, Puerto Rico",143926,30030,28762,40.4
72115,"Quebradillas Municipio, Puerto Rico",24036,4945,4495,40.4
72117,"Rinc�n Municipio, Puerto Rico",14269,2607,3307,45.4
72119,"R�o Grande Municipio, Puerto Rico",50550,10147,9397,40.7
72121,"Sabana Grande Municipio, Puerto Rico",23054,4719,4923,42.1
72123,"Salinas Municipio, Puerto Rico",28633,6491,5147,39.9
72125,"San Germ�n Municipio, Puerto Rico",32114,6302,7383,43.2
72127,"San Juan Municipio, Puerto Rico",344606,64818,72541,42.5
72129,"San Lorenzo Municipio, Puerto Rico",37873,7560,6550,41
72131,"San Sebasti�n Municipio, Puerto Rico",37964,7642,8182,43.3
72133,"Santa Isabel Municipio, Puerto Rico",22066,5139,3368,37.8
72135,"Toa Alta Municipio, Puerto Rico",73405,16171,9510,37.7
72137,"Toa Baja Municipio, Puerto Rico",79726,16478,14319,39.8
72139,"Trujillo Alto Municipio, Puerto Rico",67780,14034,11832,39.8
72141,"Utuado Municipio, Puerto Rico",29402,6024,5870,42.8
72143,"Vega Alta Municipio, Puerto Rico",37724,8355,6424,38.6
72145,"Vega Baja Municipio, Puerto Rico",53371,11018,9963,40.7
72147,"Vieques Municipio, Puerto Rico",8771,1786,1826,43.6
72149,"Villalba Municipio, Puerto Rico",22993,5184,3647,38.8
72151,"Yabucoa Municipio, Puerto Rico",34149,6922,6340,42.5
72153,"Yauco Municipio, Puerto Rico",36439,7227,7393,43
