fips,county_name,total_population,pop_under18,pop_over65,median_age
21031,"Butler County, Kentucky",12745,2843,2260,41
21033,"Caldwell County, Kentucky",12727,2856,2591,43.5
21035,"Calloway County, Kentucky",38776,7052,6447,35.3
21037,"Campbell County, Kentucky",92267,19622,13707,38.1
21039,"Carlisle County, Kentucky",4841,1054,992,42.9
21041,"Carroll County, Kentucky",10711,2769,1611,38.1
21043,"Carter County, Kentucky",27290,6148,4856,41
21045,"Casey County, Kentucky",15796,3572,3127,42.9
21047,"Christian County, Kentucky",72263,19691,8490,28.4
21049,"Clark County, Kentucky",35872,8085,6176,42.2
21051,"Clay County, Kentucky",20621,4397,2941,39.7
21053,"Clinton County, Kentucky",10211,2375,1915,41.7
21055,"Crittenden County, Kentucky",9083,1982,1818,43.6
21057,"Cumberland County, Kentucky",6713,1451,1414,46.1
21059,"Daviess County, Kentucky",99937,24403,16340,38.7
21061,"Edmonson County, Kentucky",12122,2291,2386,43.8
21063,"Elliott County, Kentucky",7517,1400,1382,41.9
21065,"Estill County, Kentucky",14313,3050,2602,43.7
21067,"Fayette County, Kentucky",318734,67004,40073,34.4
21069,"Fleming County, Kentucky",14479,3556,2458,40.9
21071,"Floyd County, Kentucky",36926,7944,6296,41.9
21073,"Franklin County, Kentucky",50296,10553,8442,40.5
21075,"Fulton County, Kentucky",6210,1358,1232,43.1
21077,"Gallatin County, Kentucky",8703,2153,1167,38.9
21079,"Garrard County, Kentucky",17328,3849,3023,42.7
21081,"Grant County, Kentucky",24915,6795,3320,36
21083,"Graves County, Kentucky",37294,9044,6673,40.3
21085,"Grayson County, Kentucky",26178,6247,4396,40.5
21087,"Green County, Kentucky",11023,2333,2185,44.6
21089,"Greenup County, Kentucky",35765,7686,7172,43.4
21091,"Hancock County, Kentucky",8719,2241,1448,39.4
21093,"Hardin County, Kentucky",108095,26746,14260,36.3
21095,"Harlan County, Kentucky",27134,6199,4698,41.2
21097,"Harrison County, Kentucky",18668,4277,3290,42.1
21099,"Hart County, Kentucky",18627,4613,3036,40.2
21101,"Henderson County, Kentucky",46137,10624,7733,40.8
21103,"Henry County, Kentucky",15814,3736,2594,41.3
21105,"Hickman County, Kentucky",4568,896,1091,46.6
21107,"Hopkins County, Kentucky",45664,10555,7954,41.9
21109,"Jackson County, Kentucky",13373,3055,2172,41
21111,"Jefferson County, Kentucky",767154,172211,117584,38.1
21113,"Jessamine County, Kentucky",52422,12888,7542,37.9
21115,"Johnson County, Kentucky",22843,5085,3938,41.8
21117,"Kenton County, Kentucky",164688,39638,22334,37
21119,"Knott County, Kentucky",15513,3178,2622,42.6
21121,"Knox County, Kentucky",31467,7476,5364,40
21123,"Larue County, Kentucky",14156,3169,2456,40.8
21125,"Laurel County, Kentucky",60180,13986,9464,39.6
21127,"Lawrence County, Kentucky",15783,3734,2666,41.1
21129,"Lee County, Kentucky",6751,1406,1167,44.1
21131,"Leslie County, Kentucky",10472,2283,1755,41.8
21133,"Letcher County, Kentucky",22676,4914,4067,42.2
21135,"Lewis County, Kentucky",13490,2985,2390,42.9
21137,"Lincoln County, Kentucky",24458,5803,4266,40.5
21139,"Livingston County, Kentucky",9263,1990,1886,45.7
21141,"Logan County, Kentucky",26849,6406,4782,40.8
21143,"Lyon County, Kentucky",8186,1204,2023,48.9
21145,"McCracken County, Kentucky",65284,14454,12395,42.1
21147,"McCreary County, Kentucky",17635,3851,2648,40
21149,"McLean County, Kentucky",9331,2287,1760,41.3
21151,"Madison County, Kentucky",89700,18833,11707,34
21153,"Magoffin County, Kentucky",12666,2877,2027,42.1
21155,"Marion County, Kentucky",19232,4698,3106,39.7
21157,"Marshall County, Kentucky",31166,6383,6683,44.8
21159,"Martin County, Kentucky",11919,2409,1778,39.3
21161,"Mason County, Kentucky",17153,3887,2982,40.7
21163,"Meade County, Kentucky",28326,6635,3822,38.5
21165,"Menifee County, Kentucky",6405,1362,1269,46.2
21167,"Mercer County, Kentucky",21516,4777,3845,42.2
21169,"Metcalfe County, Kentucky",10004,2327,1792,43.4
21171,"Monroe County, Kentucky",10634,2354,1956,41.6
21173,"Montgomery County, Kentucky",27759,6709,4289,39.1
21175,"Morgan County, Kentucky",13285,2480,2015,41.3
21177,"Muhlenberg County, Kentucky",31081,6369,5658,42.4
21179,"Nelson County, Kentucky",45388,10978,6609,39.5
21181,"Nicholas County, Kentucky",7100,1668,1180,41.5
21183,"Ohio County, Kentucky",24071,5901,4249,40.6
21185,"Oldham County, Kentucky",65374,16768,8023,39
21187,"Owen County, Kentucky",10741,2622,1873,41.2
21189,"Owsley County, Kentucky",4463,906,807,42.5
21191,"Pendleton County, Kentucky",14520,3354,2217,41.1
21193,"Perry County, Kentucky",26917,6025,4220,41.2
21195,"Pike County, Kentucky",60483,12561,10474,42.1
21197,"Powell County, Kentucky",12321,2930,1863,39.2
21199,"Pulaski County, Kentucky",64145,14291,11710,41.9
21201,"Robertson County, Kentucky",2143,397,469,44.1
21203,"Rockcastle County, Kentucky",16827,3704,2912,42.5
21205,"Rowan County, Kentucky",24499,4706,3266,30.4
21207,"Russell County, Kentucky",17760,4025,3400,43.1
21209,"Scott County, Kentucky",53517,13670,6149,36.2
21211,"Shelby County, Kentucky",46786,11120,6949,39.1
21213,"Simpson County, Kentucky",18063,4444,2917,39.5
21215,"Spencer County, Kentucky",18246,4146,2356,41.6
21217,"Taylor County, Kentucky",25500,5807,4426,37.9
21219,"Todd County, Kentucky",12350,3314,1921,37.6
21221,"Trigg County, Kentucky",14344,3151,3172,45.8
21223,"Trimble County, Kentucky",8637,1946,1483,43
21225,"Union County, Kentucky",14802,2925,2287,37.6
21227,"Warren County, Kentucky",126427,28750,15710,32.8
21229,"Washington County, Kentucky",12019,2825,2104,40.7
21231,"Wayne County, Kentucky",20609,4315,4036,42.6
21233,"Webster County, Kentucky",13155,3056,2212,41.1
21235,"Whitley County, Kentucky",36089,8876,5694,36.8
21237,"Wolfe County, Kentucky",7223,1680,1350,41.6
21239,"Woodford County, Kentucky",26097,5881,4485,42.4
22001,"Acadia Parish, Louisiana",62568,16546,9003,36.2
22003,"Allen Parish, Louisiana",25661,5786,3617,38.3
22005,"Ascension Parish, Louisiana",121176,32942,13440,35.4
22007,"Assumption Parish, Louisiana",22714,5053,3781,40.5
22009,"Avoyelles Parish, Louisiana",40882,9704,6651,37.9
22011,"Beauregard Parish, Louisiana",36769,9096,5582,37.6
22013,"Bienville Parish, Louisiana",13668,3117,2694,41.6
22015,"Bossier Parish, Louisiana",126131,31649,16866,35.1
22017,"Caddo Parish, Louisiana",248361,59803,39667,37.4
22019,"Calcasieu Parish, Louisiana",200182,49916,28553,36
22021,"Caldwell Parish, Louisiana",9996,2318,1801,40.1
22023,"Cameron Parish, Louisiana",6868,1502,1079,44.5
22025,"Catahoula Parish, Louisiana",9893,2181,1617,38.1
22027,"Claiborne Parish, Louisiana",16153,2934,2992,42.2
22029,"Concordia Parish, Louisiana",20021,4820,3289,37.8
22031,"De Soto Parish, Louisiana",27216,6616,4606,39.7
22033,"East Baton Rouge Parish, Louisiana",444094,101410,58998,33.7
22035,"East Carroll Parish, Louisiana",7225,1371,987,33
22037,"East Feliciana Parish, Louisiana",19499,3619,3216,43
22039,"Evangeline Parish, Louisiana",33636,8600,4930,35.4
22041,"Franklin Parish, Louisiana",20322,5187,3525,38.5
22043,"Grant Parish, Louisiana",22348,4694,3232,38.3
22045,"Iberia Parish, Louisiana",72691,19140,10199,36.5
22047,"Iberville Parish, Louisiana",32956,7058,4844,38.3
22049,"Jackson Parish, Louisiana",15926,3514,3079,40.3
22051,"Jefferson Parish, Louisiana",435300,95809,70261,39.2
22053,"Jefferson Davis Parish, Louisiana",31467,8062,4947,37.7
22055,"Lafayette Parish, Louisiana",240091,57076,29415,34.9
22057,"Lafourche Parish, Louisiana",98214,23034,14344,37.5
22059,"LaSalle Parish, Louisiana",14949,3473,2546,38
22061,"Lincoln Parish, Louisiana",47356,9531,6174,27.8
22063,"Livingston Parish, Louisiana",138111,36076,17307,36.3
22065,"Madison Parish, Louisiana",11472,2757,1553,35.1
22067,"Morehouse Parish, Louisiana",25992,6294,4591,39.6
22069,"Natchitoches Parish, Louisiana",38963,9293,6104,33.7
22071,"Orleans Parish, Louisiana",389648,78740,52536,36.3
22073,"Ouachita Parish, Louisiana",156075,39530,21822,35.4
22075,"Plaquemines Parish, Louisiana",23373,6134,2879,36.2
22077,"Pointe Coupee Parish, Louisiana",22158,4937,4334,42.9
22079,"Rapides Parish, Louisiana",131546,32907,20481,37.3
22081,"Red River Parish, Louisiana",8618,2082,1569,38.7
22083,"Richland Parish, Louisiana",20474,4908,3403,38.5
22085,"Sabine Parish, Louisiana",24088,5780,4744,40.9
22087,"St. Bernard Parish, Louisiana",45694,12322,4869,33.7
22089,"St. Charles Parish, Louisiana",52724,13123,6591,37.6
22091,"St. Helena Parish, Louisiana",10411,2273,1910,38.9
22093,"St. James Parish, Louisiana",21357,4895,3427,39.9
22095,"St. John the Baptist Parish, Louisiana",43446,10810,5744,36.6
22097,"St. Landry Parish, Louisiana",83449,22666,12844,36.3
22099,"St. Martin Parish, Louisiana",53752,13190,7559,37.1
22101,"St. Mary Parish, Louisiana",51734,12582,8121,39.1
22103,"St. Tammany Parish, Louisiana",252093,61259,40019,40.1
22105,"Tangipahoa Parish, Louisiana",130504,32172,17724,35.1
22107,"Tensas Parish, Louisiana",4666,1122,1061,43.5
22109,"Terrebonne Parish, Louisiana",112587,28873,15227,35.8
22111,"Union Parish, Louisiana",22475,5016,4364,41.7
22113,"Vermilion Parish, Louisiana",59867,15487,8791,37.4
22115,"Vernon Parish, Louisiana",51007,12912,5733,30.1
22117,"Washington Parish, Louisiana",46457,11209,7971,39.5
22119,"Webster Parish, Louisiana",39631,9032,7488,40.8
22121,"West Baton Rouge Parish, Louisiana",25860,6304,3337,36.2
22123,"West Carroll Parish, Louisiana",11180,2617,2078,39.8
22125,"West Feliciana Parish, Louisiana",15377,2539,2049,40.6
22127,"Winn Parish, Louisiana",14494,3072,2542,40.8
23001,"Androscoggin County, Maine",107444,23529,18104,40.7
23003,"Aroostook County, Maine",68269,12638,15500,47.6
23005,"Cumberland County, Maine",290944,55690,50364,42.1
23007,"Franklin County, Maine",30019,5475,6312,46
23009,"Hancock County, Maine",54541,9482,12706,48.5
23011,"Kennebec County, Maine",121545,23825,22931,44.3
23013,"Knox County, Maine",39823,7219,9348,48.4
23015,"Lincoln County, Maine",34067,5701,9005,50.7
23017,"Oxford County, Maine",57325,10900,11733,46.6
23019,"Penobscot County, Maine",151748,28036,26437,42.1
23021,"Piscataquis County, Maine",16887,2915,4255,51
23023,"Sagadahoc County, Maine",35277,6736,7465,46.9
23025,"Somerset County, Maine",50710,9892,10231,46.3
23027,"Waldo County, Maine",39418,7498,8299,46.2
23029,"Washington County, Maine",31694,6026,7368,48
23031,"York County, Maine",203102,39099,39118,44.9
24001,"Allegany County, Maryland",71977,12610,14112,41.7
24003,"Anne Arundel County, Maryland",567696,127102,79994,38.4
24005,"Baltimore County, Maryland",827625,178754,136329,39.3
24009,"Calvert County, Maryland",91082,21510,12769,40.8
24011,"Caroline County, Maryland",32875,7814,5211,40.2
24013,"Carroll County, Maryland",167522,36956,26728,42.4
24015,"Cecil County, Maryland",102517,23584,15234,40.4
24017,"Charles County, Maryland",157671,38347,18623,38.3
24019,"Dorchester County, Maryland",32261,6852,6617,44.5
24021,"Frederick County, Maryland",248472,58354,34178,39.2
24023,"Garrett County, Maryland",29376,5646,6227,45.6
24025,"Harford County, Maryland",251025,56648,38632,40.8
24027,"Howard County, Maryland",315327,77343,40889,38.7
24029,"Kent County, Maryland",19593,3142,5044,47.5
24031,"Montgomery County, Maryland",1040133,243609,151809,39
24033,"Prince George's County, Maryland",906202,203610,111152,36.8
24035,"Queen Anne's County, Maryland",49355,10781,8894,44.3
24037,"St. Mary's County, Maryland",111531,27451,13672,36.5
24039,"Somerset County, Maryland",25737,4364,4069,36.6
24041,"Talbot County, Maryland",37211,6852,10365,50.2
24043,"Washington County, Maryland",149811,33135,24625,40.5
24045,"Wicomico County, Maryland",102172,22504,15479,35.8
24047,"Worcester County, Maryland",51564,8990,13839,50.1
24510,"Baltimore city, Maryland",614700,128219,80846,35.1
25001,"Barnstable County, Massachusetts",213690,33113,62229,52.9
25003,"Berkshire County, Massachusetts",127328,22133,28064,46.7
25005,"Bristol County, Massachusetts",558905,116597,91150,41
25007,"Dukes County, Massachusetts",17313,3282,3846,46.1
25009,"Essex County, Massachusetts",781024,169097,127337,40.8
25011,"Franklin County, Massachusetts",70935,12560,14365,46.1
25013,"Hampden County, Massachusetts",469116,102903,75229,38.9
25015,"Hampshire County, Massachusetts",161159,24335,25710,36.3
25017,"Middlesex County, Massachusetts",1595192,321214,234069,38.5
25019,"Nantucket County, Massachusetts",11101,2331,1582,40.1
25021,"Norfolk County, Massachusetts",698249,148906,113400,40.9
25023,"Plymouth County, Massachusetts",512135,112523,87718,42.6
25025,"Suffolk County, Massachusetts",791766,134169,91123,32.7
25027,"Worcester County, Massachusetts",822280,176734,122402,40.1
26001,"Alcona County, Michigan",10364,1345,3681,58.2
26003,"Alger County, Michigan",9194,1398,2233,49.4
26005,"Allegan County, Michigan",115250,28356,17957,39.6
26007,"Alpena County, Michigan",28612,5468,6395,47.8
26009,"Antrim County, Michigan",23177,4305,6041,50.7
26011,"Arenac County, Michigan",15165,2757,3578,49.6
26013,"Baraga County, Michigan",8507,1551,1770,45
26015,"Barry County, Michigan",60057,13495,10654,42.6
26017,"Bay County, Michigan",104786,21648,20057,43.3
26019,"Benzie County, Michigan",17552,3268,4378,49.6
26021,"Berrien County, Michigan",154807,34247,29119,41.9
26023,"Branch County, Michigan",43584,10186,7709,41.3
26025,"Calhoun County, Michigan",134473,31147,22793,39.8
26027,"Cass County, Michigan",51460,10818,10202,45
26029,"Charlevoix County, Michigan",26219,5152,6020,48.1
26031,"Cheboygan County, Michigan",25458,4341,6636,50.7
26033,"Chippewa County, Michigan",37834,7044,6445,39.7
26035,"Clare County, Michigan",30616,6065,7041,47.2
26037,"Clinton County, Michigan",77896,17745,12490,40.6
26039,"Crawford County, Michigan",13836,2497,3403,50.5
26041,"Delta County, Michigan",36190,7291,8209,47
26043,"Dickinson County, Michigan",25570,5115,5480,46.4
26045,"Eaton County, Michigan",109155,23206,19038,41
26047,"Emmet County, Michigan",33039,6568,6901,45.3
26049,"Genesee County, Michigan",409361,94100,67774,40.3
26051,"Gladwin County, Michigan",25289,4885,6544,49.8
26053,"Gogebic County, Michigan",15414,2383,3788,48.8
26055,"Grand Traverse County, Michigan",91746,18855,16856,42.9
26057,"Gratiot County, Michigan",41067,8285,6853,39.2
26059,"Hillsdale County, Michigan",45830,10150,8509,42.2
26061,"Houghton County, Michigan",36360,7349,6033,32.7
26063,"Huron County, Michigan",31543,6112,7668,49
26065,"Ingham County, Michigan",289564,58234,36861,31.8
26067,"Ionia County, Michigan",64176,15030,8950,38.7
26069,"Iosco County, Michigan",25247,4203,7242,52.6
26071,"Iron County, Michigan",11212,1817,3303,54.1
26073,"Isabella County, Michigan",70775,12316,8289,27.7
26075,"Jackson County, Michigan",158913,34714,26583,41.2
26077,"Kalamazoo County, Michigan",261573,57164,37117,34.2
26079,"Kalkaska County, Michigan",17463,3685,3394,44.5
26081,"Kent County, Michigan",643140,158583,82873,35.1
26083,"Keweenaw County, Michigan",2130,339,712,56.7
26085,"Lake County, Michigan",11763,1934,3206,52.7
26087,"Lapeer County, Michigan",88202,18796,15019,43.9
26089,"Leelanau County, Michigan",21639,3592,6261,53.7
26091,"Lenawee County, Michigan",98474,21128,17507,41.7
26093,"Livingston County, Michigan",188482,41755,29976,43.2
26095,"Luce County, Michigan",6364,1058,1322,44.7
26097,"Mackinac County, Michigan",10817,1755,2877,52
26099,"Macomb County, Michigan",868704,186502,141001,40.8
26101,"Manistee County, Michigan",24444,4310,5969,49.2
26103,"Marquette County, Michigan",66939,12124,11904,39
26105,"Mason County, Michigan",28884,5930,6464,46.1
26107,"Mecosta County, Michigan",43264,8085,7659,36.5
26109,"Menominee County, Michigan",23234,4373,5319,48.2
26111,"Midland County, Michigan",83389,18005,14640,41.7
26113,"Missaukee County, Michigan",15006,3473,2986,43.7
26115,"Monroe County, Michigan",149699,32824,25283,42.4
26117,"Montcalm County, Michigan",63209,14308,10519,40.7
26119,"Montmorency County, Michigan",9261,1391,2842,55.7
26121,"Muskegon County, Michigan",173043,40566,27643,39.3
26123,"Newaygo County, Michigan",48142,10972,8861,42.5
26125,"Oakland County, Michigan",1250843,269153,198882,40.9
26127,"Oceana County, Michigan",26417,6137,5291,42.7
26129,"Ogemaw County, Michigan",20928,3879,5208,50.3
26131,"Ontonagon County, Michigan",5968,751,2046,58.1
26133,"Osceola County, Michigan",23232,5290,4699,43.8
26135,"Oscoda County, Michigan",8277,1569,2222,52.1
26137,"Otsego County, Michigan",24397,5171,4925,44.7
26139,"Ottawa County, Michigan",284034,69390,40123,35
26141,"Presque Isle County, Michigan",12797,2065,3831,54.7
26143,"Roscommon County, Michigan",23877,3653,7438,55.8
26145,"Saginaw County, Michigan",192778,41707,35070,40.8
26147,"St. Clair County, Michigan",159566,34121,28275,43.5
26149,"St. Joseph County, Michigan",60897,15122,10317,39.7
26151,"Sanilac County, Michigan",41376,9030,8463,45.1
26153,"Schoolcraft County, Michigan",8069,1436,2074,51.6
26155,"Shiawassee County, Michigan",68493,14844,11891,42.4
26157,"Tuscola County, Michigan",53250,11157,10281,44.4
26159,"Van Buren County, Michigan",75272,17871,12833,41.6
26161,"Washtenaw County, Michigan",365961,69558,47278,33.4
26163,"Wayne County, Michigan",1761382,420346,258954,37.9
26165,"Wexford County, Michigan",33111,7750,6006,41.8
27001,"Aitkin County, Minnesota",15834,2655,5060,55.1
27003,"Anoka County, Minnesota",347431,83783,45250,38.4
27005,"Becker County, Minnesota",33773,8277,6689,41.8
27007,"Beltrami County, Minnesota",46117,11641,6988,33.7
27009,"Benton County, Minnesota",39779,9994,5365,35.6
27011,"Big Stone County, Minnesota",5016,1039,1281,48.9
27013,"Blue Earth County, Minnesota",66322,13077,8703,30.7
27015,"Brown County, Minnesota",25211,5543,5151,42.1
27017,"Carlton County, Minnesota",35540,8067,5938,40.7
27019,"Carver County, Minnesota",100416,27382,10962,37.5
27021,"Cass County, Minnesota",29022,6152,7202,48.9
27023,"Chippewa County, Minnesota",12010,2789,2463,41.6
27025,"Chisago County, Minnesota",54727,12657,7883,41
27027,"Clay County, Minnesota",62801,15154,8077,32.5
27029,"Clearwater County, Minnesota",8812,2190,1768,42.7
27031,"Cook County, Minnesota",5311,816,1413,52.3
27033,"Cottonwood County, Minnesota",11372,2756,2556,42.6
27035,"Crow Wing County, Minnesota",63855,14008,13698,44.3
27037,"Dakota County, Minnesota",418201,103257,54846,37.8
27039,"Dodge County, Minnesota",20582,5490,2888,38.3
27041,"Douglas County, Minnesota",37203,7975,8186,44.1
27043,"Faribault County, Minnesota",13896,3065,3138,46.1
27045,"Fillmore County, Minnesota",20888,5102,4242,42.4
27047,"Freeborn County, Minnesota",30526,6681,6643,44.2
27049,"Goodhue County, Minnesota",46217,10431,8574,42.5
27051,"Grant County, Minnesota",5938,1324,1373,45.2
27053,"Hennepin County, Minnesota",1235478,273331,164160,36.4
27055,"Houston County, Minnesota",18663,4049,3771,45.2
27057,"Hubbard County, Minnesota",20862,4409,5112,48.6
27059,"Isanti County, Minnesota",38974,9388,5865,39.8
27061,"Itasca County, Minnesota",45203,9543,9926,46.1
27063,"Jackson County, Minnesota",10047,2206,2094,44.3
27065,"Kanabec County, Minnesota",16004,3469,3160,44.8
27067,"Kandiyohi County, Minnesota",42658,10338,7623,39.1
27069,"Kittson County, Minnesota",4337,943,1016,47.3
27071,"Koochiching County, Minnesota",12644,2386,2946,49.2
27073,"Lac qui Parle County, Minnesota",6773,1314,1772,50.4
27075,"Lake County, Minnesota",10569,1859,2648,50.4
27077,"Lake of the Woods County, Minnesota",3809,703,862,51.3
27079,"Le Sueur County, Minnesota",27983,6728,4712,41.2
27081,"Lincoln County, Minnesota",5707,1310,1403,45.8
27083,"Lyon County, Minnesota",25839,6508,3867,35.5
27085,"McLeod County, Minnesota",35825,8354,6401,40.6
27087,"Mahnomen County, Minnesota",5506,1728,954,35.9
27089,"Marshall County, Minnesota",9392,2141,1933,43.8
27091,"Martin County, Minnesota",19964,4308,4481,45.3
27093,"Meeker County, Minnesota",23079,5612,4364,42.5
27095,"Mille Lacs County, Minnesota",25728,6240,4567,40.4
27097,"Morrison County, Minnesota",32949,7740,6081,42.1
27099,"Mower County, Minnesota",39602,9939,7256,39.1
27101,"Murray County, Minnesota",8353,1773,2088,48.1
27103,"Nicollet County, Minnesota",33783,7432,5090,36.3
27105,"Nobles County, Minnesota",21839,5872,3408,35.7
27107,"Norman County, Minnesota",6559,1535,1393,44.2
27109,"Olmsted County, Minnesota",153065,37786,22399,37.2
27111,"Otter Tail County, Minnesota",57992,12595,13247,46.7
27113,"Pennington County, Minnesota",14184,3317,2479,39.8
27115,"Pine County, Minnesota",29129,5880,5659,44.5
27117,"Pipestone County, Minnesota",9185,2290,1876,42.2
27119,"Polk County, Minnesota",31591,7556,5635,38.7
27121,"Pope County, Minnesota",10980,2298,2565,45.9
27123,"Ramsey County, Minnesota",541493,126490,74248,34.9
27125,"Red Lake County, Minnesota",4008,985,777,42.5
27127,"Redwood County, Minnesota",15331,3738,3214,43.1
27129,"Renville County, Minnesota",14721,3376,2980,44.3
27131,"Rice County, Minnesota",65765,14497,9708,36.5
27133,"Rock County, Minnesota",9413,2354,1849,40.9
27135,"Roseau County, Minnesota",15462,3774,2509,41.4
27137,"St. Louis County, Minnesota",200080,38329,36531,41.1
27139,"Scott County, Minnesota",143372,40405,14306,36.1
27141,"Sherburne County, Minnesota",93231,25085,9830,35.8
27143,"Sibley County, Minnesota",14912,3560,2652,41.6
27145,"Stearns County, Minnesota",156819,36141,22187,34.3
27147,"Steele County, Minnesota",36676,9272,6049,38.9
27149,"Stevens County, Minnesota",9784,2051,1669,33.3
27151,"Swift County, Minnesota",9411,2119,2025,44
27153,"Todd County, Minnesota",24440,5809,5051,44
27155,"Traverse County, Minnesota",3337,693,833,48.4
27157,"Wabasha County, Minnesota",21500,4638,4450,45.2
27159,"Wadena County, Minnesota",13646,3407,2865,41.5
27161,"Waseca County, Minnesota",18809,4426,3187,40.2
27163,"Washington County, Minnesota",253317,63020,34983,39.3
27165,"Watonwan County, Minnesota",10973,2666,2115,40.9
27167,"Wilkin County, Minnesota",6343,1390,1204,44.4
27169,"Winona County, Minnesota",50847,9268,8139,34.8
27171,"Wright County, Minnesota",132745,37650,15650,36.6
27173,"Yellow Medicine County, Minnesota",9868,2279,1951,42.3
28001,"Adams County, Mississippi",31547,6604,5586,41
28003,"Alcorn County, Mississippi",37180,8763,6605,39.7
28005,"Amite County, Mississippi",12468,2592,2762,46.5
28007,"Attala County, Mississippi",18581,4739,3480,39.7
28009,"Benton County, Mississippi",8253,1800,1450,40.4
28011,"Bolivar County, Mississippi",32592,8145,4739,35.2
28013,"Calhoun County, Mississippi",14571,3486,2623,40.8
28015,"Carroll County, Mississippi",10129,1969,2249,47
28017,"Chickasaw County, Mississippi",17279,4307,2798,36.8
28019,"Choctaw County, Mississippi",8321,1844,1740,44
28021,"Claiborne County, Mississippi",9120,1992,1398,33.7
28023,"Clarke County, Mississippi",15928,3601,3113,42.1
28025,"Clay County, Mississippi",19808,4618,3452,39.5
28027,"Coahoma County, Mississippi",23802,6538,3358,34.2
28029,"Copiah County, Mississippi",28721,6712,4701,38.2
28031,"Covington County, Mississippi",19091,4778,3094,37.7
28033,"DeSoto County, Mississippi",176132,46078,21739,36.7
28035,"Forrest County, Mississippi",75517,17509,9784,32.4
28037,"Franklin County, Mississippi",7757,1863,1449,42.1
28039,"George County, Mississippi",23710,6298,3389,36.3
28041,"Greene County, Mississippi",13714,2716,1776,39.1
28043,"Grenada County, Mississippi",21278,5071,3644,39.8
28045,"Hancock County, Mississippi",46653,9939,8941,44
28047,"Harrison County, Mississippi",202626,49001,28457,36
28049,"Hinds County, Mississippi",241774,59637,31686,34.4
28051,"Holmes County, Mississippi",18075,4729,2557,35.1
28053,"Humphreys County, Mississippi",8539,2274,1323,38
28055,"Issaquena County, Mississippi",1328,200,214,40.1
28057,"Itawamba County, Mississippi",23480,5134,4005,40
28059,"Jackson County, Mississippi",142014,33823,21359,38.8
28061,"Jasper County, Mississippi",16529,3778,3172,40.6
28063,"Jefferson County, Mississippi",7346,1688,1095,39.3
28065,"Jefferson Davis County, Mississippi",11495,2338,2428,44.3
28067,"Jones County, Mississippi",68454,17475,11006,37.2
28069,"Kemper County, Mississippi",10107,1949,1891,41.8
28071,"Lafayette County, Mississippi",53459,9710,6225,29.9
28073,"Lamar County, Mississippi",61223,15454,7777,35.4
28075,"Lauderdale County, Mississippi",77323,18376,12566,37.8
28077,"Lawrence County, Mississippi",12630,3090,2167,40.3
28079,"Leake County, Mississippi",22870,6093,3422,36.6
28081,"Lee County, Mississippi",84915,21752,12089,37.2
28083,"Leflore County, Mississippi",29804,8283,3996,33.8
28085,"Lincoln County, Mississippi",34432,8376,5596,38.6
28087,"Lowndes County, Mississippi",59437,14176,8917,37.1
28089,"Madison County, Mississippi",103498,26273,12925,37
28091,"Marion County, Mississippi",25202,5867,4370,40.4
28093,"Marshall County, Mississippi",35787,7720,5857,40.2
28095,"Monroe County, Mississippi",35840,8194,6661,41.2
28097,"Montgomery County, Mississippi",10198,2327,2066,42.1
28099,"Neshoba County, Mississippi",29376,8211,4533,36.8
28101,"Newton County, Mississippi",21524,5463,3425,36.6
28103,"Noxubee County, Mississippi",10828,2732,1688,36.4
28105,"Oktibbeha County, Mississippi",49481,8660,5289,25.8
28107,"Panola County, Mississippi",34243,8658,5109,37.8
28109,"Pearl River County, Mississippi",55149,12455,9975,40.9
28111,"Perry County, Mississippi",12028,2809,2072,40.9
28113,"Pike County, Mississippi",39737,10439,6489,37.3
28115,"Pontotoc County, Mississippi",31315,8443,4512,36.4
28117,"Prentiss County, Mississippi",25360,5733,4427,39
28119,"Quitman County, Mississippi",7372,1789,1180,38.4
28121,"Rankin County, Mississippi",151240,35975,21695,37.4
28123,"Scott County, Mississippi",28415,7549,4149,36.5
28125,"Sharkey County, Mississippi",4511,1100,784,42.1
28127,"Simpson County, Mississippi",27073,6602,4505,39.2
28129,"Smith County, Mississippi",16063,3884,2939,40.1
28131,"Stone County, Mississippi",18375,4059,2822,37.5
28133,"Sunflower County, Mississippi",26532,6085,3303,35.3
28135,"Tallahatchie County, Mississippi",14361,2876,2054,34.6
28137,"Tate County, Mississippi",28493,6658,4465,37.6
28139,"Tippah County, Mississippi",21990,5425,3530,39.4
28141,"Tishomingo County, Mississippi",19478,4283,3893,42.3
28143,"Tunica County, Mississippi",10170,3020,1139,33.9
28145,"Union County, Mississippi",28356,7164,4623,38.2
28147,"Walthall County, Mississippi",14601,3460,2732,39.9
28149,"Warren County, Mississippi",47075,11509,7429,38.8
28151,"Washington County, Mississippi",47086,12349,6953,36.9
28153,"Wayne County, Mississippi",20422,5073,3344,38
28155,"Webster County, Mississippi",9828,2349,1720,39.8
28157,"Wilkinson County, Mississippi",8990,1931,1480,37.5
28159,"Winston County, Mississippi",18358,4255,3519,41.6
28161,"Yalobusha County, Mississippi",12421,2840,2375,42.6
28163,"Yazoo County, Mississippi",27974,6791,3629,35.7
29001,"Adair County, Missouri",25325,4531,3596,27.7
29003,"Andrew County, Missouri",17403,4012,3149,42.4
29005,"Atchison County, Missouri",5270,1014,1318,48.3
29007,"Audrain County, Missouri",25735,5985,4398,39.7
29009,"Barry County, Missouri",35493,8051,7061,43.5
