,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty
186,2020-03-11,1,0,2020-05-20,173,4,48183,66,123402,24309,45442,9274,30297,453.37909142,123945,0.28098634111,0.693654055361,15.1
187,2020-03-11,2,0,2020-05-20,598,26,6099,88,535684,92698,155348,47052,29055,368.08392539,550660,0.4735399414630001,0.467269967529,15.6
188,2020-03-11,9,0,2020-05-20,57,2,8097,4,17747,4417,8594,1361,8014,18.303260404,17767,0.696928853374,0.24280350438,6.8
189,2020-03-11,1,0,2020-05-20,2933,138,10003,119,555036,112051,214222,48971,64703,1310.6490387,558753,0.6230399131059999,0.327026634234,11.6
190,2020-03-11,1,0,2020-05-20,16033,578,12086,593,2702602,563748,1094476,90005,160166,1430.0879913,2716940,0.636584344059,0.340938212063,16.0
191,2020-03-11,1,0,2020-05-20,499,21,5069,34,71373,15529,23023,4595,6925,76.80457988,66824,0.612116964529,0.359420628431,22.2
192,2020-03-11,1,0,2020-05-20,1062,36,18141,74,268613,57385,97400,23338,26119,593.64377524,271826,0.477350802178,0.475267697255,13.5
193,2020-03-11,1,0,2020-05-20,1939,156,22017,107,251069,54633,88858,19047,34494,273.24871047,240204,0.505480579173,0.463196421309,22.4
194,2020-03-11,3,0,2020-05-20,1053,104,18081,6,149359,29234,30232,40052,19099,493.58716198,158167,0.261486659922,0.686345860575,7.7
195,2020-03-11,1,0,2020-05-20,5041,277,24005,123,828637,186412,203341,201087,147893,1382.729562,827370,0.565454887364,0.391051797371,9.9
196,2020-03-11,1,0,2020-05-20,233,5,12109,47,226578,57092,52288,42441,20308,440.7050343,264672,0.315539034547,0.649840166579,6.6
197,2020-03-11,1,0,2020-05-20,334,18,18067,13,82457,20461,27973,7102,11957,281.64884456,82544,0.305136855852,0.644147575774,12.3
198,2020-03-11,3,0,2020-05-20,419,35,13015,21,102623,18389,25153,18824,11993,234.76983541,107738,0.208949901943,0.760996357894,12.2
199,2020-03-11,1,0,2020-05-20,6905,231,17097,108,704476,131932,238062,105860,121367,1569.1260633,696535,0.572891332339,0.369951017461,8.0
200,2020-03-11,1,0,2020-05-20,226,5,13185,48,113941,17921,43083,4215,11896,236.15375655,117406,0.396979327955,0.5788172656399999,25.9
201,2020-03-11,1,0,2020-05-20,345,23,13177,0,29216,4964,2766,10239,2099,84.27504237699999,29992,0.22444349922,0.7543598468739999,12.4
202,2020-03-12,1,0,2020-05-21,499,40,39155,42,203341,55450,56050,30651,22006,320.30123638,197974,0.447843695853,0.5118578125500001,17.6
203,2020-03-12,2,0,2020-05-21,801,7,37067,259,368362,76042,127617,32577,56582,937.43532337,382295,0.536134346614,0.433559988175,16.4
204,2020-03-12,2,0,2020-05-21,2894,70,37119,173,1034290,156489,427208,64533,196508,2120.6952358,1110356,0.632820450638,0.334109225393,11.7
205,2020-03-12,1,0,2020-05-21,290,20,37101,24,186308,33619,38086,41190,12826,264.5772215,209339,0.332962757087,0.639622485305,11.7
206,2020-03-12,1,0,2020-05-21,406,21,37025,25,196716,35521,43300,43571,27845,599.16695849,216453,0.385134392651,0.584866266675,9.0
207,2020-03-12,1,0,2020-05-21,81,2,37133,14,192685,22983,80641,8455,10846,259.73695195,197938,0.309876454013,0.656419333863,15.1
208,2020-03-12,1,0,2020-05-21,284,9,41005,54,399962,94656,88787,92970,60620,223.54826862,418187,0.495162955154,0.434082224272,7.3
209,2020-03-12,1,0,2020-05-21,10107,359,36071,76,378174,70347,113930,57378,32193,473.88006089,384940,0.447855463116,0.512450889146,11.5
210,2020-03-12,1,0,2020-05-21,27,0,31025,0,25513,5904,4419,8507,2071,47.094049154,26248,0.274486477913,0.665239114918,7.4
211,2020-03-12,1,0,2020-05-21,81,3,32510,24,54219,14410,17086,6179,12793,386.53062391,55916,0.38415414135,0.524664214902,11.3
212,2020-03-12,1,0,2020-05-21,16906,1576,34013,267,800401,146732,179720,169949,184721,6336.819561,798975,0.770596515103,0.206995810652,14.9
213,2020-03-12,2,0,2020-05-21,1700,134,36001,120,308580,67673,121668,30876,100266,584.33256541,305506,0.5951338703,0.35200248320699995,11.3
214,2020-03-12,1,0,2020-05-21,71,0,36025,0,45950,14201,13542,5786,5658,30.597824625,44135,0.327652154348,0.619417257284,15.9
215,2020-03-12,1,0,2020-05-21,3745,135,36027,51,295685,66971,93869,46244,24809,369.78375908,294218,0.473165334154,0.483889217048,9.2
216,2020-03-12,1,0,2020-05-21,93,1,36043,0,62943,16310,14842,13484,3897,43.441185008999994,61319,0.300441037055,0.645645274309,13.5
217,2020-03-12,1,0,2020-05-21,6155,583,34027,91,498847,110520,146538,106385,142549,1067.0035589,491845,0.459867067447,0.503825628496,4.7
218,2020-03-12,1,0,2020-05-21,2814,186,42095,64,300941,74273,76455,65203,40841,825.58117284,305285,0.461817545088,0.499975485904,10.2
219,2020-03-12,1,0,2020-05-21,473,18,42103,0,55687,15643,9167,14484,4265,102.40925076,55809,0.354753318499,0.6151691859130001,10.3
220,2020-03-12,1,0,2020-05-21,244,19,51085,24,103218,23448,20488,31420,23758,230.32549044,107766,0.310689583233,0.635373036124,5.2
221,2020-03-12,3,0,2020-05-21,189,15,51095,26,73028,22611,14372,17165,13759,537.51192904,76523,0.446708940731,0.498022790556,7.0
222,2020-03-12,1,0,2020-05-21,99,2,51147,8,22903,5017,6281,2233,4275,65.155746788,22802,0.503676067157,0.449796993306,20.0
223,2020-03-12,1,0,2020-05-21,4183,79,51153,24,450763,60739,80821,145173,56592,1400.8710867999996,470335,0.573632761263,0.373237880901,6.4
224,2020-03-12,1,0,2020-05-21,1,0,53013,0,3999,1371,1178,363,384,4.5879216491,3985,0.240902809765,0.6867802855830001,13.3
225,2020-03-12,1,0,2020-05-21,15,0,53027,0,71454,19476,21346,4350,2687,39.475394474,75061,0.425568521843,0.496297127469,17.3
226,2020-03-12,2,0,2020-05-21,2684,83,53077,52,248279,44560,93481,5607,4829,58.417117784,250873,0.393936879374,0.547575581556,16.5
228,2020-03-12,1,0,2020-05-21,328,5,47093,254,452286,93686,177598,33860,61760,925.21884364,470313,0.35065768188100005,0.589760467685,13.2
229,2020-03-12,1,0,2020-05-21,111,8,29077,163,286759,60988,121979,11112,46400,433.99134554,293086,0.33226496563700003,0.606438417353,15.5
230,2020-03-12,1,0,2020-05-21,6029,502,27053,311,1224763,229263,517269,122188,345901,2285.5562907,1265843,0.638202377483,0.285095830781,10.3
231,2020-03-12,2,0,2020-05-21,1853,11,27145,41,155300,30193,65828,15609,26104,119.95486531,161075,0.323795657403,0.602873963411,12.4
232,2020-03-12,1,0,2020-05-21,1303,121,9005,21,184454,50170,53208,42734,16681,195.90467325,180333,0.408851119732,0.547816983804,6.9
233,2020-03-12,1,0,2020-05-21,351,25,12019,28,203291,41495,36161,49589,13035,362.63057436,219252,0.261068228613,0.704173443773,8.8
234,2020-03-12,1,0,2020-05-21,1355,37,12031,412,912043,171837,382476,29379,107565,1255.8590574999996,957755,0.474949502489,0.48995647651,14.5
235,2020-03-12,2,0,2020-05-21,4966,308,12099,401,1426772,414928,536190,71229,88700,761.99313226,1496770,0.5651114137259999,0.411971364885,12.2
236,2020-03-12,2,0,2020-05-21,550,67,12115,118,404839,174026,128704,23991,41468,780.13055204,433742,0.427449247076,0.543077077927,10.3
237,2020-03-12,2,0,2020-05-21,2759,108,8001,168,487850,69778,89263,136460,86255,443.64116675,517421,0.493767309065,0.42145324768,9.2
238,2020-03-12,1,0,2020-05-21,207,4,2020,73,298225,43608,151009,6364,15554,168.73682383,288000,0.37715947248,0.528870018006,9.5
239,2020-03-12,5,0,2020-05-21,740,28,5119,209,392848,79133,166834,12814,79769,516.73581324,391911,0.566652718604,0.387895617772,16.7
240,2020-03-12,1,0,2020-05-21,1603,74,6107,51,458809,69266,140091,24669,15952,96.634667469,466195,0.413435408318,0.533863446511,22.2
241,2020-03-12,1,0,2020-05-21,445,12,12117,38,449260,92794,114564,92803,63897,1525.3362784,471826,0.470685498068,0.486970589677,9.9
242,2020-03-12,1,0,2020-05-21,17,0,21173,4,27550,5851,6817,3924,4569,142.67582816,28157,0.276121360497,0.686893416106,15.3
243,2020-03-12,1,0,2020-05-21,202,2,23001,54,107317,24289,36783,14713,12278,231.38475747,108277,0.415160823997,0.509378388146,12.3
244,2020-03-12,3,0,2020-05-21,3145,62,26081,150,636376,115828,267052,31918,81383,773.91239313,656955,0.452434126751,0.483099879192,11.3
245,2020-03-12,1,0,2020-05-21,62,1,26117,12,62956,14301,12301,11733,5509,90.579015271,63888,0.296505497816,0.636654616659,14.3
246,2020-03-12,1,0,2020-05-21,422,33,26147,23,159761,38914,43042,24987,7654,220.60178088,159128,0.314806267149,0.629112495833,13.8
247,2020-03-12,2,0,2020-05-21,1265,95,26161,92,361509,65781,134219,38093,75582,520.70814112,367601,0.683890577508,0.268882110672,15.0
248,2020-03-12,1,0,2020-05-21,929,32,27037,12,414655,76445,105464,114245,74856,762.64373784,429021,0.482163396149,0.435688077005,6.3
249,2020-03-12,1,0,2020-05-21,674,24,26065,219,286185,51447,101565,27941,61681,525.85045211,292406,0.6088344146600001,0.33229446051,18.1
250,2020-03-12,1,1,2020-05-21,1266,71,20209,145,163227,27635,32266,37252,52672,1090.9501807,165429,0.618240040449,0.326963996039,18.4
251,2020-03-12,1,0,2020-05-21,7,0,19027,6,20428,5287,9304,1233,2198,35.412167908,20165,0.31672256828,0.635074269286,8.0
252,2020-03-13,1,0,2020-05-22,949,18,37191,16,124496,26321,40677,11808,10128,222.29064897,123131,0.431920359666,0.5491329479770001,20.2
253,2020-03-13,1,0,2020-05-22,1179,55,40109,300,774203,140665,321472,29762,137115,1124.9568909000004,797434,0.411759116111,0.516901856299,16.9
254,2020-03-13,1,0,2020-05-22,645,28,36093,36,155239,34957,38769,33794,27997,759.10726707,155299,0.500900550066,0.442454039494,11.3
255,2020-03-13,3,0,2020-05-22,572,43,42041,45,245801,58099,78643,41058,50332,464.49105414,253370,0.384833315952,0.570523516529,7.3
256,2020-03-13,1,0,2020-05-22,2363,242,42029,93,514652,109411,162631,93289,86027,699.4921241000002,524989,0.525763491188,0.433480724731,6.7
257,2020-03-13,1,0,2020-05-22,11,0,30093,11,34514,8536,14629,1455,1423,48.629261015,34915,0.530021089195,0.387793077782,16.7
258,2020-03-13,1,0,2020-05-22,16,0,30049,8,66290,16327,31183,1707,4529,20.076447454,69432,0.425290085171,0.494554411372,10.5
259,2020-03-13,1,0,2020-05-22,149,1,30031,8,100733,17127,48284,2984,2640,43.928342984,114434,0.4577239356710001,0.447775498859,9.0
260,2020-03-13,1,0,2020-05-22,9,3,29083,8,21834,5958,6876,2335,1663,31.313821239,21824,0.239066463724,0.7176052765090001,16.8
261,2020-03-13,1,0,2020-05-22,203,27,28109,6,55049,13434,9280,10543,2769,68.45154097,55535,0.154501667284,0.821997565236,18.1
262,2020-03-13,1,0,2020-05-22,88,2,30111,41,156332,34804,74353,3367,5408,61.249907888,161300,0.326509470429,0.597989949749,10.9
263,2020-03-13,1,0,2020-05-22,8285,678,34029,106,589699,167321,146138,93760,25626,966.33708117,607186,0.315283213658,0.655270578446,9.7
264,2020-03-13,1,0,2020-05-22,231,3,53025,0,93420,17194,35142,2585,4288,36.474335196,97733,0.274876150035,0.653998584572,12.7
266,2020-03-13,1,0,2020-05-22,238,6,56013,12,40354,9748,16713,1112,612,4.2751253555,39261,0.253883817929,0.675028713051,15.7
267,2020-03-13,3,0,2020-05-22,78,3,55117,13,115094,27003,49195,8885,9779,225.48135799,115340,0.388334191113,0.555292503002,7.5
268,2020-03-13,1,0,2020-05-22,1269,22,55101,33,195101,42061,57611,32543,20143,590.2498347999998,196311,0.453745810116,0.497662204573,12.6
269,2020-03-13,2,0,2020-05-22,5893,270,55079,381,956586,173173,350829,86770,120987,3916.3431575,945726,0.664381451594,0.289884359841,19.1
270,2020-03-13,1,0,2020-05-22,211,25,28083,9,30113,5674,8249,1030,4450,47.440181906999996,28183,0.6979928914910001,0.288208237508,35.1
271,2020-03-13,1,0,2020-05-22,134,5,42125,50,207661,55472,60003,37453,30685,241.38631598,206865,0.355211717984,0.607983908402,9.0
272,2020-03-13,1,0,2020-05-22,27,0,47089,6,52887,13602,9451,12856,6104,198.11124463,54495,0.18374223439,0.7770875013160001,13.8
273,2020-03-13,1,0,2020-05-22,531,13,47065,215,354589,81748,146669,13499,55615,678.14667411,367804,0.391670446813,0.557531469721,13.0
274,2020-03-13,1,0,2020-05-22,5,1,46087,0,5515,1423,1581,1331,329,9.7282275943,5586,0.240819482026,0.693467336683,9.6
275,2020-03-13,1,0,2020-05-22,950,20,47149,78,298456,42641,91430,47668,32550,536.57837086,332285,0.343857376218,0.604855517377,10.4
276,2020-03-13,4,0,2020-05-22,2761,83,48453,294,1176584,160972,528088,61186,169399,1283.9265476,1273954,0.662632888731,0.274047536167,12.0
277,2020-03-13,3,0,2020-05-22,198,4,48423,194,222277,47438,80787,13185,19439,252.58577796,232751,0.266086266399,0.705030002044,15.0
278,2020-03-13,1,0,2020-05-22,740,31,48167,26,321184,62311,81201,60025,27615,902.97670615,342139,0.366977434392,0.593302901753,12.1
279,2020-03-13,1,0,2020-05-22,2160,58,48141,203,834825,133011,319585,19367,17441,828.26593589,839238,0.691392106739,0.259277385512,20.5
280,2020-03-13,1,0,2020-05-22,282,3,48027,90,336506,47766,129922,15085,27858,345.18530708,362924,0.400089362653,0.55085692401,13.0
281,2020-03-13,1,0,2020-05-22,213,2,27171,3,131130,22152,27961,38650,14634,209.30733641,138377,0.294068311305,0.625762790294,4.9
282,2020-03-13,1,0,2020-05-22,2367,125,8123,26,285729,48279,79153,48058,28398,81.429805285,324492,0.342843261828,0.567172434412,10.5
283,2020-03-13,2,0,2020-05-22,197,2,8117,8,29722,5667,16462,1215,3194,50.976513811000004,31011,0.591619450844,0.315297926655,6.7
284,2020-03-13,1,0,2020-05-22,59,6,8107,4,24359,4914,13129,519,1504,10.854269955,25638,0.54363926808,0.373874528028,7.0
285,2020-03-13,1,0,2020-05-22,233,14,8101,32,163368,39318,57319,7054,5136,70.58553725,168424,0.464882219856,0.4615717327660001,17.2
286,2020-03-13,1,0,2020-05-22,16,1,8019,0,9257,2454,2214,2775,1195,24.55243145,9700,0.467281272596,0.438539407086,7.2
287,2020-03-13,1,0,2020-05-22,644,18,12097,66,325168,57062,62029,67039,32547,283.03811034,375751,0.609275544538,0.358991577428,13.4
288,2020-03-13,1,0,2020-05-22,1743,37,12095,388,1290216,206342,518042,76777,225944,1545.0772998,1393452,0.603845731037,0.357440454379,15.6
289,2020-03-13,1,0,2020-05-22,464,9,1125,84,204424,36426,77767,8491,16341,158.49907988,209355,0.388529886914,0.583798404073,16.8
290,2020-03-13,1,0,2020-05-22,1096,29,1101,88,227120,44214,90576,7849,44090,288.39277018,226486,0.620363321068,0.358753119316,20.1
291,2020-03-13,1,0,2020-05-22,72,0,1083,10,91695,18399,16990,20315,8367,176.64798277,98915,0.237055837563,0.731573604061,11.4
292,2020-03-13,2,0,2020-05-22,1498,88,1073,471,659460,138161,254478,34358,101376,592.55351575,658573,0.522493114704,0.450220777564,16.1
293,2020-03-13,1,0,2020-05-22,242,7,1051,5,80989,15929,10469,22551,7578,131.3112898,81209,0.228586912343,0.748380978187,11.2
294,2020-03-13,1,0,2020-05-22,259,4,28029,0,28748,6493,5283,4817,2121,36.106448403,28065,0.520997816227,0.46833529313,26.5
295,2020-03-13,1,0,2020-05-22,69,2,6069,8,58671,10074,11928,13373,5542,45.229486087,62808,0.5719326200770001,0.368256316868,8.6
296,2020-03-13,1,0,2020-05-22,958,67,24017,10,156021,26064,28979,47490,13926,356.61443653,163257,0.635527041943,0.333374724062,6.6
297,2020-03-13,1,0,2020-05-22,3215,149,24003,53,564600,111090,169171,120875,114919,1396.3829343,579234,0.477790721128,0.471348774795,7.0
298,2020-03-13,1,0,2020-05-22,968,38,23005,72,289173,68027,132090,17825,45511,352.89761995,295003,0.601083801949,0.33691875573,8.2
299,2020-03-13,1,0,2020-05-22,623,48,22109,26,113067,21180,39541,8257,18346,89.818254816,110461,0.242954457431,0.726767366095,17.3
300,2020-03-13,2,0,2020-05-22,1609,155,22103,149,249201,55158,69996,38537,18332,308.11584066,260419,0.222817130132,0.7308845637479999,11.8
301,2020-03-13,1,0,2020-05-22,622,43,22089,8,52728,9258,11030,13355,14808,191.17851703,53100,0.326765941199,0.6345933562430001,12.8
302,2020-03-13,1,0,2020-05-22,14,1,26029,0,26160,8123,8102,3503,2643,62.793990963,26143,0.352646392531,0.595455481568,10.6
303,2020-03-13,1,0,2020-05-22,6445,776,26099,122,864019,192977,223742,168559,105460,1823.920056,873972,0.420843750672,0.536302483684,11.0
304,2020-03-13,1,0,2020-05-22,11,0,26089,0,21564,8279,5334,4144,2248,62.675826361999995,21761,0.45903638951,0.490546859118,7.0
305,2020-03-13,1,0,2020-05-22,269,16,26017,32,105350,27300,26753,18544,9223,233.18956032,103126,0.408845310965,0.53515831633,15.6
306,2020-03-13,1,0,2020-05-22,794,23,16001,105,435117,80856,181681,15554,34302,457.77677936,481587,0.386917330906,0.4793161099660001,9.7
307,2020-03-13,1,0,2020-05-22,627,20,13151,40,217506,34127,35867,54134,24198,736.11147402,234561,0.509011903669,0.465548721401,7.5
308,2020-03-13,2,0,2020-05-22,136,15,13129,8,56424,10941,16241,7114,7179,162.61519552,57963,0.16848806366,0.804827586207,16.8
309,2020-03-13,1,0,2020-05-22,26,0,20015,16,66260,13403,15010,15848,5386,46.801852652,66911,0.239880226239,0.6942811726000001,9.6
310,2020-03-13,1,0,2020-05-22,18,0,19085,0,14196,3779,3816,3472,780,20.160928433,14049,0.287747357007,0.6630523177009999,9.7
311,2020-03-14,4,0,2020-05-23,750,25,39017,74,375702,73222,97419,75561,53809,821.24422469,383134,0.336654356319,0.620114949353,12.4
312,2020-03-14,1,0,2020-05-23,5097,224,39049,449,1253507,205767,541451,62278,174828,2473.1942743,1316756,0.605650509905,0.346717479913,15.5
313,2020-03-14,2,0,2020-05-23,381,12,39013,15,68889,18587,17287,11678,6336,125.921388,67006,0.283328421259,0.6788158627240001,13.0
314,2020-03-14,2,0,2020-05-23,269,21,37085,14,128753,21027,18545,31342,8267,228.52258588,135976,0.3659659659660001,0.60678456234,14.4
315,2020-03-14,1,0,2020-05-23,177,4,37049,72,103374,24450,37742,8215,10939,144.5555646,102139,0.378122904545,0.5960502693,14.9
316,2020-03-14,1,0,2020-05-23,81,4,37019,19,122586,46285,27646,16497,7222,168.18324189,142820,0.343721656382,0.6310311501,10.5
317,2020-03-14,1,0,2020-05-23,149,2,36109,16,104415,18998,43590,4145,15795,215.27841332,102180,0.6770074443,0.255569979071,16.8
318,2020-03-14,1,0,2020-05-23,637,59,39093,75,305405,71677,82851,52706,22574,630.77076244,309833,0.475346495529,0.478185783073,14.2
319,2020-03-14,1,0,2020-05-23,121,18,36107,0,49322,12444,9377,14107,5651,92.94647109999998,48203,0.333333333333,0.6094570928199999,10.2
320,2020-03-14,1,0,2020-05-23,1753,158,42003,580,1229605,303430,541009,58690,147103,1665.5479101,1216045,0.564415794817,0.40034018841,11.7
321,2020-03-14,2,0,2020-05-23,1204,159,39153,170,541318,126698,183463,70494,89045,1310.6276681,541013,0.519818994387,0.438234435078,12.0
322,2020-03-14,1,0,2020-05-23,21,1,40065,6,25574,4799,10184,1090,1740,30.561168181,24530,0.188700999231,0.764668203946,15.3
323,2020-03-14,1,0,2020-05-23,306,2,39157,38,92531,23202,29744,12148,7007,162.11111658,91987,0.296722211136,0.6511923767710001,12.3
324,2020-03-14,2,0,2020-05-23,39,1,30063,32,114231,22759,55010,2553,5946,46.124019178999994,119600,0.536746346318,0.378882855197,12.7
325,2020-03-14,1,0,2020-05-23,6351,447,34021,92,373362,75299,117332,56410,109028,1637.0943852,367430,0.66312653893,0.301446240059,10.9
326,2020-03-14,1,0,2020-05-23,485,41,36007,47,196124,47891,76697,10142,16590,269.88239734,190488,0.45342982603,0.49032282988,17.3
327,2020-03-14,2,0,2020-05-23,534,26,35043,0,138815,30925,24499,32749,11057,39.553538726,146748,0.452250111392,0.424905523376,12.6
328,2020-03-14,1,0,2020-05-23,386,4,51177,12,130159,23288,23460,38433,13190,339.26237221,136215,0.389865180484,0.557624470467,7.5
329,2020-03-14,1,0,2020-05-23,1193,29,51041,106,335594,65652,74512,88796,45476,832.9516176,352802,0.462056729497,0.484562548492,7.6
330,2020-03-14,2,0,2020-05-23,49,2,50027,0,55485,16500,16807,10714,8483,56.789630978999995,55062,0.630353549871,0.309140557632,9.6
331,2020-03-14,1,0,2020-05-23,39,1,50023,14,58691,15091,25018,5943,8841,85.015103457,58409,0.6489146367,0.278948837859,10.8
332,2020-03-14,1,0,2020-05-23,166,1,55139,26,169540,35586,61374,23221,33699,395.46405314,171907,0.431402226051,0.505832906441,10.4
333,2020-03-14,1,0,2020-05-23,24,3,53039,0,21172,6449,5320,2263,1692,11.981493479000001,22425,0.383507455117,0.546708591135,12.7
334,2020-03-14,1,0,2020-05-23,17,1,47013,10,39824,10474,8289,5269,1695,82.97139308199999,39842,0.17978246961,0.788547664747,21.6
335,2020-03-14,3,0,2020-05-23,332,12,45013,24,179316,56939,67854,6556,10312,333.45829391,192122,0.406444963584,0.549484677752,10.9
336,2020-03-14,1,0,2020-05-23,548,29,45063,55,281870,59280,74215,55068,39137,427.40105136,298750,0.288461696312,0.6555582004280001,12.5
337,2020-03-14,2,0,2020-05-23,403,0,49043,4,39731,6731,14795,5793,9663,22.530456613000002,42145,0.509164059008,0.35563502706999994,6.2
338,2020-03-14,1,0,2020-05-23,270,3,48209,42,194843,29297,44664,41767,21255,339.50235229,230191,0.463019406073,0.471589955819,13.2
339,2020-03-14,2,0,2020-05-23,835,12,48039,16,345995,57101,80207,72218,26084,274.53392410000004,374264,0.358075081466,0.6039519186010001,10.1
340,2020-03-14,1,0,2020-05-23,10847,897,9009,186,862127,194911,305355,106781,83092,1413.9582297,854757,0.541623105592,0.421306752432,11.6
