,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty
1015,2020-03-21,1,0,2020-05-30,55,1,21151,12,88376,16155,27748,10968,8646,212.61316277,92987,0.316013719921,0.627873948229,16.5
1016,2020-03-21,1,1,2020-05-30,18,1,21005,0,22017,4689,3756,6786,1205,112.51640885,22747,0.230769230769,0.722095671982,10.0
1017,2020-03-22,1,0,2020-05-30,786,22,37155,25,134187,26448,33697,13140,8986,137.89527245,130625,0.465782937091,0.514371166422,24.5
1018,2020-03-22,1,0,2020-05-30,84,0,37165,8,35445,8246,7468,3542,4775,109.114949,34823,0.529651458925,0.452011933348,26.9
1019,2020-03-22,1,0,2020-05-30,201,4,37127,21,94125,22363,26786,12940,15268,174.4825438,94298,0.490885444428,0.493401274972,14.2
1020,2020-03-22,9,0,2020-05-30,439,20,37179,14,222095,36152,48569,49491,17988,379.08988838,239859,0.328690296923,0.639648248967,7.0
1021,2020-03-22,1,0,2020-05-30,30,3,39019,0,27825,7474,5284,7049,2439,68.204307406,26914,0.243929101273,0.707972202702,12.9
1022,2020-03-22,1,0,2020-05-30,43,1,39027,6,41869,9347,11412,6594,6917,102.69035818,41968,0.217845303867,0.743977900552,11.8
1023,2020-03-22,1,0,2020-05-30,432,4,37105,8,59805,12481,17456,7425,9501,242.21173834,61779,0.420651645323,0.552155940995,15.7
1024,2020-03-22,4,0,2020-05-30,20,1,37039,0,27463,9952,7317,1963,2196,62.808841651,28612,0.20266955267,0.772799422799,18.8
1025,2020-03-22,1,0,2020-05-30,338,45,37089,27,112156,35451,29827,15285,9967,314.8389384,117417,0.34613624361900003,0.625506072874,9.7
1026,2020-03-22,1,0,2020-05-30,294,10,37077,6,58503,13167,10372,13337,10482,113.6165962,60443,0.476485884101,0.501485884101,13.0
1027,2020-03-22,1,0,2020-05-30,90,2,37059,0,41766,11078,7289,10662,3418,162.48352625,42846,0.244871194379,0.726088992974,10.8
1028,2020-03-22,2,0,2020-05-30,682,17,37051,48,332766,52166,128640,13315,42049,514.14058616,335509,0.56689603061,0.4066896030610001,17.0
1029,2020-03-22,1,0,2020-05-30,48,6,40101,24,69471,15273,21563,5002,8403,83.882314103,67997,0.32939279957,0.621212747489,15.6
1030,2020-03-22,1,0,2020-05-30,7,0,40103,0,11421,2862,3207,1841,1738,15.207974670999999,11131,0.18501026694000006,0.761190965092,12.9
1031,2020-03-22,1,0,2020-05-30,202,2,36089,20,110817,24432,39158,4539,2759,40.208969052,107740,0.416993798714,0.52483358935,15.1
1032,2020-03-22,1,0,2020-05-30,50,1,39063,34,75508,16816,30030,6694,15814,142.63018728,75783,0.267463652885,0.675176056338,9.9
1033,2020-03-22,1,0,2020-05-30,9,1,39053,14,30203,7248,9063,2701,2851,64.085817031,29898,0.203686050207,0.760009532888,22.1
1034,2020-03-22,1,0,2020-05-30,101,5,39057,20,164825,36821,44588,32446,36993,408.43064059,168937,0.351901849736,0.5965617269219999,11.6
1035,2020-03-22,1,0,2020-05-30,287,46,39173,10,129504,25640,34924,28589,31173,211.95638054,130817,0.424486650505,0.509480308893,11.9
1036,2020-03-22,1,0,2020-05-30,323,57,39133,16,162080,34412,38280,40353,22553,333.32935278,162466,0.425359614969,0.526957603288,11.3
1037,2020-03-22,1,0,2020-05-30,835,7,31047,0,23925,4804,10477,1646,1427,23.290165081999998,23595,0.249351873674,0.6993872260189999,12.1
1038,2020-03-22,1,0,2020-05-30,89,1,28137,0,28333,5924,5039,5979,1765,69.96925998,28321,0.334006497498,0.648432698218,17.6
1039,2020-03-22,2,0,2020-05-30,81,3,28133,0,26915,4684,5591,2612,2253,35.986645721,25110,0.697427174144,0.294280246651,32.6
1040,2020-03-22,1,0,2020-05-30,32,3,28115,0,31075,6065,6970,6297,3631,64.637114568,32174,0.17974769282900002,0.7994242655149999,16.5
1041,2020-03-22,2,0,2020-05-30,235,12,28105,6,49392,7290,15510,3696,4669,108.21201709,49587,0.486099931893,0.474955111139,27.3
1042,2020-03-22,1,0,2020-05-30,83,1,28097,0,10309,2723,1712,1849,1221,24.018344857,9775,0.426477654974,0.560788082653,22.9
1043,2020-03-22,1,0,2020-05-30,69,1,28155,0,9868,2204,1557,1883,670,23.006334151,9689,0.199243630573,0.7860270700640001,18.1
1044,2020-03-22,1,0,2020-05-30,41,0,36023,12,48334,10162,16662,6832,5513,95.396124759,47581,0.432913590968,0.49972861485,16.9
1045,2020-03-22,1,0,2020-05-30,311,4,36053,6,71760,16941,16374,16065,7688,108.33200053,70941,0.385075934579,0.543990946262,10.8
1046,2020-03-22,1,0,2020-05-30,19,1,33019,0,43073,11885,11315,9740,3330,80.265104847,43146,0.461970046604,0.488484683951,11.2
1047,2020-03-22,1,0,2020-05-30,1715,117,35045,10,128221,23922,48217,2763,3477,22.467540524,123958,0.28203887765,0.613048641041,23.1
1048,2020-03-22,1,0,2020-05-30,621,37,34033,19,63776,15640,13589,15131,10580,187.98501269,62385,0.402669404517,0.556331279945,11.2
1049,2020-03-22,2,0,2020-05-30,674,6,51047,6,49795,10197,10279,11300,6061,138.73110888,52605,0.350613483044,0.604020464527,8.7
1050,2020-03-22,1,0,2020-05-30,91,6,51065,0,26109,6641,2835,9024,1627,94.978596256,27270,0.4262525941300001,0.520160094871,6.9
1051,2020-03-22,2,0,2020-05-30,9,0,51105,0,24428,6175,4311,3208,857,53.799294298,23423,0.173954880787,0.806372286967,24.8
1052,2020-03-22,1,0,2020-05-30,78,1,51109,0,34813,9238,5494,10321,4093,75.768093728,37591,0.35460101673600003,0.600159936026,11.3
1053,2020-03-22,2,0,2020-05-30,511,6,51165,0,78653,18979,20171,17250,14180,96.43333689200001,81948,0.256213050142,0.691619224874,8.7
1054,2020-03-22,1,0,2020-05-30,51,2,51019,6,77319,21440,12517,22616,6910,103.93210864,78997,0.230716351396,0.724837623856,10.4
1055,2020-03-22,1,0,2020-05-30,27,0,51009,0,31819,8552,5656,8766,3821,66.68262973600001,31605,0.328805064627,0.635914006858,13.0
1056,2020-03-22,1,0,2020-05-30,20,0,53075,6,47794,6710,18639,2195,4996,23.204230903000003,50104,0.455227572559,0.450362796834,25.4
1057,2020-03-22,1,0,2020-05-30,346,31,42037,22,66615,16359,19834,9984,8031,134.50285088,64964,0.313414679102,0.640948132857,12.3
1058,2020-03-22,1,0,2020-05-30,271,1,46013,10,38637,8651,19825,783,1856,22.67268587,38839,0.338360330168,0.596599019425,11.0
1059,2020-03-22,1,0,2020-05-30,101,11,45029,8,37581,9996,9334,5177,2559,35.662753112,37677,0.441994080436,0.527131333063,20.0
1060,2020-03-22,1,0,2020-05-30,107,5,42085,45,113623,31083,37895,11042,13146,162.70848002,109424,0.3555067145220001,0.6055974513050001,15.3
1061,2020-03-22,1,0,2020-05-30,95,4,42051,15,133160,36302,32121,20327,7665,163.56471524,129274,0.333657769625,0.6436566465770001,14.6
1062,2020-03-22,1,0,2020-05-30,1258,73,42043,142,273329,61034,100019,30137,80387,530.20538373,278299,0.493907498463,0.465734480639,13.2
1063,2020-03-22,1,0,2020-05-30,623,34,42107,16,144287,38502,41664,20354,10014,181.548044,141359,0.266517928287,0.70019123506,13.0
1064,2020-03-22,1,0,2020-05-30,12,0,47023,0,17097,3805,3550,3576,1297,60.534846847,17297,0.185979381443,0.789072164948,15.9
1065,2020-03-22,1,0,2020-05-30,8,0,47083,0,8188,2113,1287,1606,534,40.944879201,8201,0.273301737757,0.6887835703,16.7
1066,2020-03-22,1,0,2020-05-30,143,0,47105,5,51024,16724,8881,10535,6603,235.82484295,54068,0.210950909715,0.754720219705,9.1
1067,2020-03-22,1,0,2020-05-30,63,1,47053,3,49222,11692,10653,9333,4262,81.51538059,49133,0.269708478752,0.707195647711,16.5
1068,2020-03-22,1,0,2020-05-30,53,1,47051,10,41397,10550,10287,6332,4135,76.119714867,42208,0.267188168429,0.7043940597689999,16.0
1069,2020-03-22,1,0,2020-05-30,40,1,47115,0,28355,7204,5870,5843,2569,58.016552538,28907,0.261170605613,0.709010339734,15.3
1070,2020-03-22,1,0,2020-05-30,141,14,47107,4,52569,13164,13924,6441,5690,125.06836258,53794,0.187600299561,0.784904247352,15.9
1071,2020-03-22,1,0,2020-05-30,21,0,47135,0,7882,2130,1762,908,540,19.471410669,8076,0.209106830123,0.759019264448,17.6
1072,2020-03-22,1,1,2020-05-30,326,14,13013,6,75099,12454,9852,21578,7811,516.90185253,83240,0.228250312196,0.732100735396,9.5
1073,2020-03-22,2,0,2020-05-30,229,22,13035,0,23556,4813,3615,4838,3128,135.75048129,24936,0.270760789279,0.708768597657,19.7
1074,2020-03-22,1,0,2020-05-30,268,15,13069,10,43048,7860,13033,2074,3245,73.06502576300001,43273,0.294329303397,0.6890472078300001,23.9
1075,2020-03-22,1,0,2020-05-30,24,2,13055,0,24880,5705,5237,3612,1781,79.11550459,24789,0.195488721805,0.783046325491,19.5
1076,2020-03-22,1,0,2020-05-30,59,2,13065,0,6788,1466,1828,442,474,8.1202878844,6618,0.280392959476,0.705689725747,25.8
1077,2020-03-22,1,0,2020-05-30,173,7,12027,8,35675,9739,9247,2882,3025,59.684954353,38001,0.349502834309,0.6267075550600001,26.1
1078,2020-03-22,2,0,2020-05-30,144,2,12023,27,68484,17039,18465,6295,6677,89.882616434,71686,0.26481042654,0.709471703373,17.3
1079,2020-03-22,1,0,2020-05-30,51,2,12007,0,26775,6394,3762,5455,2557,95.933656468,28201,0.241692841792,0.736733344354,19.5
1080,2020-03-22,1,0,2020-05-30,185,4,12035,18,105015,38651,21840,14425,3553,237.20947675,115081,0.382927211607,0.588786511766,10.3
1081,2020-03-22,1,0,2020-05-30,2,0,16085,0,10104,3660,3807,451,714,3.1082233059,11392,0.357636941484,0.543279117592,8.4
1082,2020-03-22,1,0,2020-05-30,32,0,17085,0,22046,7704,6179,4617,2327,35.337261018,21235,0.398317974412,0.546926724524,7.8
1083,2020-03-22,1,0,2020-05-30,17,0,13289,0,8323,2395,408,2118,1251,22.602039493000003,8120,0.486059708858,0.501850481125,21.3
1084,2020-03-22,2,0,2020-05-30,627,7,17019,51,207946,35016,93465,6611,16006,210.50729637,209689,0.557132606843,0.372606394906,19.2
1085,2020-03-22,1,0,2020-05-30,23,0,13267,0,25402,4769,3741,3239,2119,52.588936501999996,25286,0.24393080389600005,0.7402238697490001,25.6
1086,2020-03-22,1,0,2020-05-30,34,2,17105,5,36812,9046,10996,4597,4363,34.157766537,35648,0.265302066773,0.675476947536,12.6
1087,2020-03-22,1,0,2020-05-30,27,5,26055,20,91222,23009,38667,4533,12924,200.47545154,93088,0.407384376215,0.532685581034,9.5
1088,2020-03-22,1,0,2020-05-30,18,1,26051,0,25324,8522,4368,4217,1117,50.716810984,25449,0.304201411161,0.65137908916,15.6
1089,2020-03-22,1,0,2020-05-30,21,2,26047,58,32978,9255,13396,2115,5319,71.472800946,33415,0.371364653244,0.565462874188,8.3
1090,2020-03-22,1,0,2020-05-30,471,20,24037,12,110979,18983,41536,13387,9738,316.45080426,113510,0.349487480352,0.595297659899,8.0
1091,2020-03-22,1,0,2020-05-30,366,22,24015,5,102416,21069,22831,25141,10945,297.01220814,102855,0.299014394101,0.651847124725,8.3
1092,2020-03-22,1,0,2020-05-30,133,12,28017,0,17305,3982,3899,2584,2250,34.084547719,17103,0.462484157161,0.5230671736379999,20.3
1093,2020-03-22,1,0,2020-05-30,21,0,26143,0,23934,9877,5391,1937,1851,46.199560286,24019,0.328858545566,0.624501380792,17.1
1094,2020-03-22,1,0,2020-05-30,44,1,27079,0,27810,6343,5634,8605,3102,64.38362774699999,28887,0.31095715342700003,0.6176094706399999,7.8
1095,2020-03-22,1,0,2020-05-30,26,2,18159,0,15290,3910,3673,3472,2095,58.140600531000004,15148,0.211318242344,0.744207723036,8.4
1096,2020-03-22,1,1,2020-05-30,120,3,18143,4,23722,5247,4910,4876,2174,125.38268259,23873,0.291611479029,0.6704194260490001,15.5
1097,2020-03-22,1,0,2020-05-30,108,6,18137,0,28372,6402,6310,6548,4877,63.446502806999995,28324,0.19319781079,0.766692728694,11.1
1098,2020-03-22,1,0,2020-05-30,141,7,18133,6,37543,8058,9616,5733,4101,78.195799548,37576,0.228610354223,0.724591280654,12.2
1099,2020-03-22,1,0,2020-05-30,287,26,18109,10,69533,15510,12192,19878,5185,174.54683103,70489,0.193617703656,0.759172546504,10.6
1100,2020-03-22,1,0,2020-05-30,90,8,19157,5,18428,4687,7713,1783,3152,31.634899565,18504,0.440730424017,0.509233467451,10.6
1101,2020-03-22,1,0,2020-05-30,9,0,19109,0,15166,4508,6324,1376,1533,15.228258331,14813,0.297354497354,0.66278659612,10.1
1102,2020-03-22,2,0,2020-05-30,29,1,19033,18,43134,12003,19623,2592,5069,74.696474422,42450,0.434763398577,0.511774842045,10.4
1103,2020-03-22,1,0,2020-05-30,359,10,19163,46,171493,36851,60687,21186,25099,377.53372127,172943,0.4748226866800001,0.460460896817,12.4
1104,2020-03-22,1,0,2020-05-30,695,27,17161,58,146205,35994,49310,18032,29909,331.91723838,141879,0.51226755173,0.428276508234,14.2
1105,2020-03-22,1,0,2020-05-30,201,2,17177,8,45839,13432,16074,5415,4012,78.862673903,44498,0.385710627401,0.555441741357,12.7
1106,2020-03-22,1,0,2020-05-30,219,0,19167,0,34692,6858,16693,1905,4260,45.389191751000006,34855,0.12724442715,0.82055700706,6.3
1107,2020-03-22,1,0,2020-05-30,167,12,18105,38,144436,23773,60472,7446,15915,376.23008348,148431,0.593217985874,0.356229283446,21.4
1108,2020-03-22,3,0,2020-05-30,403,27,19171,0,17236,4455,4547,3595,1217,23.375501733000004,16854,0.3698471514590001,0.575266327003,11.4
1109,2020-03-22,1,0,2020-05-30,412,23,22001,4,62607,12138,12222,11832,3421,94.700707541,62045,0.205871613233,0.7726210472499999,25.2
1110,2020-03-22,1,0,2020-05-30,83,5,21185,8,64633,11255,9072,19728,7057,356.7531293,66799,0.312686521713,0.623332724283,5.6
1111,2020-03-22,1,0,2020-05-30,62,0,21113,0,51667,10163,10054,12412,8142,314.32036792,54115,0.263781555899,0.6643482740860001,12.6
1112,2020-03-22,1,0,2020-05-30,4,0,20123,4,6230,1776,2827,236,1043,8.5196180086,5979,0.166076487252,0.784702549575,11.4
1113,2020-03-22,1,0,2020-05-30,96,1,20085,0,13322,3473,3003,3439,1313,20.071031385999998,13171,0.25999650777,0.678889470927,10.5
1114,2020-03-22,1,0,2020-05-30,2745,34,19193,33,102397,20666,38576,12295,11323,118.12055755,103107,0.375049495726,0.573614701977,13.8
1115,2020-03-22,1,0,2020-05-30,102,2,21093,20,107699,19472,40529,9251,14868,177.98942936,110958,0.323429128105,0.625565374713,13.4
1116,2020-03-22,1,0,2020-05-30,3,0,21025,4,13276,2950,2628,1465,869,25.649019893000002,12630,0.268331005587,0.696752793296,32.5
1117,2020-03-22,1,0,2020-05-30,70,3,21003,0,20628,4783,4262,4076,1390,61.900867646,21315,0.166852195424,0.799752628324,17.3
1118,2020-03-23,1,0,2020-05-30,13,0,38099,0,10920,2923,4581,798,973,8.302858159400001,10641,0.256658595642,0.658375522782,10.9
1119,2020-03-23,1,0,2020-05-30,310,21,37181,20,44420,10563,10980,5823,5172,176.44596321,44535,0.615727153122,0.369598218804,26.3
1120,2020-03-23,3,0,2020-05-30,329,21,37001,20,157844,35388,46511,23428,14743,400.30913458,169509,0.422557172557,0.552018364518,13.5
1121,2020-03-23,1,0,2020-05-30,13,2,40123,12,38289,8264,15654,1493,3406,53.142457435,38284,0.245240988254,0.7033886863779999,15.3
1122,2020-03-23,1,0,2020-05-30,71,6,36077,14,60750,16165,21669,6045,7272,59.389832161,59493,0.403274843641,0.533530229326,12.5
1123,2020-03-23,1,0,2020-05-30,16,0,41027,4,22938,4867,9303,1765,2900,44.785494437,23382,0.612443417124,0.310411249157,10.9
1124,2020-03-23,1,0,2020-05-30,118,19,39167,11,60871,16090,17979,7567,7405,94.799776992,59911,0.270453918322,0.686430739514,15.9
1125,2020-03-23,1,0,2020-05-30,25,1,39083,12,60945,14197,18806,8638,4478,118.59439775,62322,0.286624891962,0.668503313166,13.8
1126,2020-03-23,1,0,2020-05-30,38,0,39091,6,45323,11070,13225,6862,6030,99.609680758,45672,0.215975627172,0.741943161803,11.4
1127,2020-03-23,1,0,2020-05-30,73,11,39143,18,59559,14131,18717,8911,8247,143.34021742,58518,0.354043141392,0.583645556728,10.0
1128,2020-03-23,1,0,2020-05-30,152,7,39097,13,43732,8744,8212,9901,8373,96.02814193799999,44731,0.278261907604,0.675599856751,10.7
1129,2020-03-23,1,0,2020-05-30,108,0,36075,8,119833,25826,31435,19333,6200,123.07519405,117124,0.353882416935,0.586328815557,16.1
1130,2020-03-23,1,0,2020-05-30,13,2,29213,18,54308,14724,20421,2510,6643,88.44182194700001,55928,0.186631907346,0.7795204923289999,15.4
1131,2020-03-23,1,0,2020-05-30,35,2,29187,10,66248,14643,18799,6364,6078,148.74295845,67215,0.25289309703,0.706765396132,19.0
1132,2020-03-23,1,0,2020-05-30,57,0,29157,0,19135,4591,7188,2423,2417,40.341082461,19136,0.174072377462,0.7909986257439999,10.9
1133,2020-03-23,1,0,2020-05-30,46,1,29135,0,15904,3467,3318,3323,1142,38.869666034,16132,0.18169800235,0.7849588719149999,11.7
1134,2020-03-23,1,0,2020-05-30,73,2,29107,2,32655,8174,7886,6734,2449,52.046688118999995,32708,0.25589630098,0.694087891242,11.0
1135,2020-03-23,1,0,2020-05-30,316,4,31119,24,35062,7213,15832,2542,5631,61.295214342,35099,0.190813986816,0.753654342218,11.7
1136,2020-03-23,1,0,2020-05-30,27,1,28135,0,14552,2813,2116,1663,1078,21.401899377,13809,0.568483816014,0.4194207836460001,33.4
1137,2020-03-23,1,0,2020-05-30,18,0,29049,5,20495,4743,2750,6773,1990,48.661263911000006,20387,0.25223104834800003,0.6921643620669999,9.0
1138,2020-03-23,3,0,2020-05-30,171,3,29047,172,236068,44493,55022,61353,39315,628.53851175,249948,0.41361443467,0.524803866822,7.0
1139,2020-03-23,2,0,2020-05-30,29,1,31177,0,20414,4635,5182,5559,4018,53.157082836,20729,0.246220710506,0.6967120181409999,6.9
1140,2020-03-23,1,0,2020-05-30,37,1,29029,18,44855,15571,13265,3802,4928,70.582263849,46305,0.212153998738,0.7538093950049999,12.6
1141,2020-03-23,2,0,2020-05-30,51,0,29001,10,25437,4911,9557,1244,2155,44.671131616000004,25343,0.344776561113,0.593765413831,23.9
1142,2020-03-23,1,0,2020-05-30,29,1,29027,0,44793,9537,9877,9681,5095,53.612240095,44743,0.260783186072,0.682386155696,11.7
1143,2020-03-23,1,0,2020-05-30,30,0,32005,0,47632,16331,12011,8069,6898,68.907305178,48905,0.303290158229,0.624520110509,7.2
1144,2020-03-23,2,0,2020-05-30,90,1,36011,14,78319,19140,22604,13439,5749,110.72575473,76576,0.405059089098,0.537578010888,13.0
1145,2020-03-23,4,0,2020-05-30,45,2,35005,24,65454,13924,22585,3266,735,10.649933772999999,64615,0.274319162657,0.638374919391,18.9
1147,2020-03-23,1,0,2020-05-30,18,0,51163,0,22440,7345,4715,4791,2023,37.839714209,22573,0.32812353767,0.624333177351,12.0
1148,2020-03-23,1,0,2020-05-30,26,0,48343,0,12530,3505,2052,2396,2239,49.160835028,12388,0.287066881547,0.6935938759070001,20.2
1149,2020-03-23,1,0,2020-05-30,60,0,49021,6,48504,7853,17065,2270,971,16.63634295,54839,0.137032695063,0.6529243193959999,14.4
1150,2020-03-23,1,0,2020-05-30,62,0,53001,0,19261,2912,5869,1721,1864,10.380837609,19983,0.273952462632,0.6714040676299999,15.6
1151,2020-03-23,2,0,2020-05-30,215,2,55027,10,87833,20377,23948,18750,12030,100.30751685,87839,0.326217945724,0.622238310991,8.9
1152,2020-03-23,1,0,2020-05-30,170,3,53017,0,40585,9148,7574,10231,4013,23.871752121999997,43429,0.313944362082,0.628586378303,10.4
1153,2020-03-23,2,0,2020-05-30,73,3,45043,10,61065,20484,15910,6556,6344,77.012500863,62680,0.419873726958,0.549953996002,19.6
1154,2020-03-23,1,0,2020-05-30,74,0,45023,6,32424,7881,5429,6638,3081,55.529790138,32244,0.463455851289,0.512040557668,18.2
1155,2020-03-23,1,0,2020-05-30,36,0,46029,8,27963,6325,14044,1209,2271,40.735323883,28009,0.272002742309,0.665352643757,11.3
1156,2020-03-23,2,0,2020-05-30,50,0,45073,12,75926,22702,20334,7860,6561,126.96524257,79546,0.237966000596,0.718640023859,14.4
1157,2020-03-23,1,0,2020-05-30,57,2,42021,30,135871,39200,42765,14004,10994,189.13291868,130192,0.295809995512,0.673292668739,14.7
1158,2020-03-23,1,0,2020-05-30,19,0,46065,6,17572,4017,8604,972,1567,23.63501052,17526,0.299645173131,0.63306007586,9.4
1159,2020-03-23,1,0,2020-05-30,218,3,46103,38,108126,24271,49936,3597,9431,40.973936642,113775,0.294799019711,0.6242852055879999,13.3
1160,2020-03-23,1,0,2020-05-30,14,0,46085,0,3882,850,1255,435,374,2.3024741446,3781,0.259676284307,0.6875439831100001,21.1
1161,2020-03-23,1,0,2020-05-30,133,0,13047,0,65870,14752,9115,20566,7126,416.74254951,67580,0.179894379479,0.786872878159,11.9
1162,2020-03-23,1,0,2020-05-30,121,5,13033,0,22645,4540,4592,4001,4763,27.064154321,22383,0.505882352941,0.480320855615,22.0
1163,2020-03-23,1,0,2020-05-30,74,1,13303,0,20506,4483,5460,1789,1970,30.027404572,20374,0.497150320589,0.491332225125,25.9
1164,2020-03-23,1,0,2020-05-30,54,1,13195,0,28600,6721,2805,8533,1678,105.83442339,29880,0.202846379238,0.7697781498530001,16.1
1165,2020-03-23,1,0,2020-05-30,82,0,13179,0,62120,7447,22862,5314,12661,118.95161658,61435,0.59265016789,0.380860589479,16.1
1166,2020-03-23,1,0,2020-05-30,91,5,13145,0,33198,7948,3352,11461,2486,75.96834217899999,35236,0.249023914104,0.727855051245,8.7
1167,2020-03-23,1,0,2020-05-30,37,0,13211,0,18013,4678,3799,3644,5256,55.485929006999996,19276,0.281717011129,0.6951775304719999,12.7
1168,2020-03-23,1,0,2020-05-30,99,3,13229,0,19141,4228,3389,3784,1266,57.174392586,19465,0.12374948609,0.863505550226,18.1
1169,2020-03-23,1,0,2020-05-30,209,4,1069,66,104108,23474,36551,6981,13832,182.60057248,105882,0.250939804901,0.727266238401,16.5
1170,2020-03-23,1,0,2020-05-30,545,7,1059,7,31507,7054,7728,4431,3031,49.473233808,31362,0.183772480134,0.7918025930570001,19.2
1171,2020-03-23,1,0,2020-05-30,115,9,28091,6,25466,5805,6236,2716,2758,45.305490493,24573,0.31215590317200004,0.672638294154,27.2
1174,2020-03-23,1,0,2020-05-30,423,64,1123,6,40756,11006,10393,5209,3404,56.337434921,40367,0.284857328145,0.700767401643,19.7
1175,2020-03-23,2,0,2020-05-30,602,3,8075,4,21885,5056,8896,1367,1012,12.188088015,22409,0.189960832818,0.749536178108,14.5
1176,2020-03-23,1,0,2020-05-30,80,1,8067,11,54469,12490,25212,2028,2825,33.273132033,56221,0.498014452184,0.405930603476,9.2
1177,2020-03-23,1,0,2020-05-30,95,11,17133,0,33739,7670,5703,11045,3153,89.890218553,34637,0.289504036909,0.661319073084,4.3
1178,2020-03-23,3,1,2020-05-30,32,2,8119,0,23769,6744,6709,4681,1954,45.57644914300001,25388,0.249735971274,0.674505386186,7.4
1179,2020-03-23,3,0,2020-05-30,834,54,26077,34,259830,51450,100583,19897,26420,471.66376213,265066,0.5330168458160001,0.405117253862,14.4
1180,2020-03-23,1,0,2020-05-30,2,0,26033,6,38023,8659,13667,1000,927,23.964595127,37349,0.348451470779,0.590903200726,17.1
1181,2020-03-23,1,0,2020-05-30,20,0,23013,8,39700,12268,16540,2254,4137,108.92385888,39772,0.540376178272,0.397376308588,11.0
1182,2020-03-23,1,0,2020-05-30,159,12,24035,0,49071,12065,10003,14753,5848,135.54566935,50381,0.296999959404,0.658100921528,6.5
1183,2020-03-23,3,0,2020-05-30,10,0,24023,2,29516,8442,10433,3271,2816,44.700376478,29014,0.174506005424,0.789538938396,12.2
1184,2020-03-23,1,0,2020-05-30,235,5,28073,17,60517,10854,11729,15446,8934,127.53420101,63343,0.208610777948,0.7648372554699999,14.0
1185,2020-03-23,1,0,2020-05-30,237,2,27141,0,92024,13888,13910,32561,10934,224.61508106,97238,0.277420835246,0.647690767241,6.5
1186,2020-03-23,1,0,2020-05-30,4,0,27011,0,5039,1693,1584,786,587,9.998463298899999,4991,0.33748625870300003,0.588860388421,11.3
1187,2020-03-23,1,0,2020-05-30,105,0,26123,9,47899,12202,10229,8032,3895,58.386910952,48980,0.274806458748,0.671267418713,15.6
1188,2020-03-23,1,0,2020-05-30,636,36,26121,37,172707,37993,49956,18342,11127,344.43604061,173566,0.475140700781,0.466348522966,15.7
1189,2020-03-23,1,0,2020-05-30,13,2,27021,0,28810,9475,6640,5246,4019,14.731333366,29779,0.311551778407,0.628391564369,12.9
1190,2020-03-23,1,0,2020-05-30,294,23,22099,0,53609,10425,8977,14263,5706,72.476146902,53431,0.321022175618,0.6552487475240001,19.3
1191,2020-03-23,1,0,2020-05-30,3,0,27073,0,6840,2313,2405,1015,372,8.6572817159,6623,0.33924380704,0.598174706649,9.5
1192,2020-03-23,2,0,2020-05-30,16,0,19081,0,10971,3061,3513,2069,1899,18.616312523,10630,0.272055030095,0.683061049011,8.5
1193,2020-03-23,1,0,2020-05-30,577,9,19179,11,35321,8335,13185,2568,3863,80.97727352,34969,0.372832755401,0.580821552414,14.7
1194,2020-03-23,1,0,2020-05-30,199,3,18037,26,42379,9945,18737,2878,8241,100.02217785,42736,0.270572877441,0.671034794397,7.6
1195,2020-03-23,2,0,2020-05-30,184,10,22003,3,25667,4916,5274,2825,2829,33.639535385,25627,0.227798810168,0.7427798810169999,19.6
1196,2020-03-23,1,0,2020-05-30,28,1,22043,0,22305,4423,1899,5060,1042,34.818184216,22389,0.13391540990999998,0.83977775258,20.0
1197,2020-03-23,1,0,2020-05-30,128,3,22083,2,20619,4470,5205,2720,2156,36.208352151999996,20122,0.328991246353,0.655064610254,26.2
1198,2020-03-23,1,0,2020-05-30,8,1,20011,0,14757,3661,5305,1205,1068,22.871229908000004,14534,0.220682663062,0.7289624873270001,16.0
1199,2020-03-23,2,0,2020-05-30,152,14,22061,17,47536,8335,16271,4034,4648,99.0838206,46742,0.380518645521,0.576564509216,25.8
1200,2020-03-23,2,0,2020-05-30,168,13,22069,8,39051,8279,11716,2610,2148,30.470948386999996,38158,0.4298609857370001,0.539507733044,32.8
1201,2020-03-23,2,0,2020-05-30,408,3,20111,6,33302,6409,14321,1983,1614,39.168791559,33195,0.379395487441,0.540996168582,16.1
1202,2020-03-23,1,0,2020-05-30,145,4,21141,6,26847,6256,6268,3994,2366,49.078923673,27102,0.25284508076400003,0.7138399412630001,18.0
1203,2020-03-24,2,0,2020-05-30,659,13,37151,12,142827,32782,35587,26267,11255,183.6394736,143667,0.205517566612,0.772710838639,13.8
1204,2020-03-24,1,0,2020-05-30,123,4,37123,0,27445,7131,6891,3225,3072,55.281668343,27173,0.35880862957500004,0.617521180889,16.7
1205,2020-03-24,1,0,2020-05-30,13,0,37175,4,33291,12332,9466,3806,2306,90.880676848,34385,0.373853211009,0.598681192661,12.8
1206,2020-03-24,1,0,2020-05-30,12,0,38025,0,4349,1079,1459,583,1302,2.2026478757,4424,0.161891768986,0.7971805366079999,10.4
1207,2020-03-24,2,0,2020-05-30,228,26,36073,0,41584,9631,9482,7308,3962,103.132638,40352,0.258760913766,0.6926204999400001,12.6
