,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age,percent_with_bachelors
153,2020-03-10,1,0,2020-05-19,280,37,18011,8,63013,11259,12310,17626,11381,160.41872841,67843,0.317550918561,0.6130189326600001,5.4,17260,8129,64321,38.0,48.3
154,2020-03-10,5,0,2020-05-19,6869,494,22071,111,388182,74618,124891,42962,93799,2302.6374138,390144,0.8080775756399999,0.146523043854,23.8,78740,52536,389648,36.3,36.8
155,2020-03-10,1,0,2020-05-19,12748,797,25009,98,775860,173485,239294,137692,81347,1602.0491904,789034,0.58496038709,0.35998564364299995,10.7,169097,127337,781024,40.8,39.4
156,2020-03-10,1,0,2020-05-19,10,1,18001,4,35018,7140,10067,4624,4048,105.55976829,35777,0.214893780198,0.7394738860340001,11.6,11014,5251,35195,33.4,15.3
157,2020-03-10,1,0,2020-05-19,1224,64,17111,33,308043,58774,77236,77129,29243,510.07020571,307774,0.426893574512,0.507452995112,5.9,74431,41446,307789,40.2,33.7
158,2020-03-10,1,0,2020-05-19,66,1,12089,0,78435,21894,16062,15098,3967,136.62350377,88625,0.23312632958700005,0.7353503663750001,10.4,16160,16835,80578,45.0,28.2
159,2020-03-10,1,0,2020-05-19,4682,120,17089,103,529402,93411,134506,115998,84946,1025.1137169,532403,0.513638242894,0.424222222222,8.6,139745,67018,530839,37.0,33.1
160,2020-03-10,1,0,2020-05-19,327,12,12101,166,498136,142985,99664,85479,26165,741.97917716,553947,0.37372411903,0.589430016527,12.6,104180,114764,510593,44.6,23.4
161,2020-03-10,2,0,2020-05-19,1062,71,12103,279,949842,293786,359649,57420,69317,3561.2781285,974996,0.4747049967450001,0.485729980469,11.7,159317,228495,957875,47.8,31.0
162,2020-03-10,1,0,2020-05-19,29,1,13049,0,12963,2473,2217,2394,506,17.167318689000002,13392,0.250499001996,0.736027944112,25.6,2475,1927,12983,41.7,10.5
163,2020-03-11,1,0,2020-05-20,116,0,41017,36,175321,45371,68435,4390,4425,65.512630726,197692,0.444029850746,0.482060849598,9.4,37537,34502,180640,42.3,34.2
164,2020-03-11,1,0,2020-05-20,29,1,38101,19,69628,11458,35907,2492,4686,33.603256116,67641,0.21562860653,0.692490972041,10.8,16262,8276,69034,31.4,28.3
165,2020-03-11,1,0,2020-05-20,620,79,39151,128,374273,94437,130386,41942,34866,644.18021868,370606,0.389663365873,0.5638563101340001,14.4,81165,69336,373475,41.9,22.8
166,2020-03-11,2,0,2020-05-20,4662,431,42017,90,626486,151809,177479,137230,84117,1039.4906596,628270,0.484163912988,0.47836075336,5.7,130567,110321,626370,43.8,40.5
167,2020-03-11,1,0,2020-05-20,94,9,41053,0,79666,18539,13400,18564,6781,116.18606273,86085,0.425087766676,0.495085066163,12.7,18830,13995,81427,37.1,30.1
168,2020-03-11,1,0,2020-05-20,105,3,41059,3,76736,15752,26015,5376,4232,24.242337186,77950,0.285878388727,0.6423265431149999,15.8,19690,11454,76898,36.3,16.2
169,2020-03-11,2,0,2020-05-20,110,9,41043,11,121074,29548,32608,15413,11039,56.72720331,129749,0.318982530517,0.597233389372,12.7,28162,22051,122870,39.7,19.5
170,2020-03-11,1,0,2020-05-20,438,32,28035,48,75835,13870,22139,10322,19347,160.7087323,74897,0.413099252309,0.555233836681,24.0,17509,9784,75517,32.4,27.6
171,2020-03-11,2,0,2020-05-20,14954,913,34023,185,837288,164627,212671,181765,164948,2668.2428893,825062,0.583323899416,0.385544171961,8.2,181137,117814,826698,38.4,42.7
172,2020-03-11,1,0,2020-05-20,1254,59,35001,138,674855,140933,285122,20496,49381,584.81475658,679121,0.526048595388,0.347860565254,16.5,151579,103210,677692,37.3,33.9
173,2020-03-11,1,0,2020-05-20,127,3,35049,22,147514,42681,58308,11301,13493,78.70588876800001,150358,0.712822122656,0.20259125025,12.2,28007,32763,148917,45.8,40.9
174,2020-03-11,2,0,2020-05-20,49,4,35053,0,17098,4106,4761,794,661,2.5031646355,16637,0.484754292481,0.383658969805,29.6,3923,3142,17000,39.2,21.2
175,2020-03-11,1,0,2020-05-20,2466,174,36055,191,748680,166403,331559,21639,53539,1129.2528105,741770,0.543668245024,0.402515585762,14.4,157373,121631,744248,38.9,37.7
176,2020-03-11,1,0,2020-05-20,181,10,53029,6,80323,24585,23694,11342,2422,408.32643903,85141,0.48947554508,0.430383028874,7.5,15070,19138,81636,44.2,33.0
177,2020-03-11,2,0,2020-05-20,1728,81,51013,32,229534,32701,46784,95316,143245,9110.2137123,236842,0.769866939268,0.168881552487,6.3,40777,23483,231803,34.5,74.6
178,2020-03-11,1,0,2020-05-20,127,1,53067,72,269885,60028,87085,33437,20262,402.13160725,290536,0.531598269842,0.377911873165,8.7,59802,44614,274684,39.0,35.7
179,2020-03-11,2,0,2020-05-20,148,3,55039,15,102082,24000,36669,15246,11107,143.7019072,103403,0.340372646495,0.607586017928,9.5,22235,17808,102315,41.5,22.7
180,2020-03-11,1,0,2020-05-20,514,24,55133,64,396731,95193,130178,75613,102388,735.27858448,404198,0.339516360659,0.610962263099,5.0,87575,69991,398879,43.2,43.8
181,2020-03-11,1,0,2020-05-20,16,0,56033,11,29964,8337,13011,1066,607,12.08110855,30485,0.206245154014,0.7236202156899999,8.7,6540,5894,30012,42.1,30.0
182,2020-03-11,1,0,2020-05-20,488,10,27109,218,151685,29861,72977,5849,21652,242.17997944,158293,0.457459288318,0.449916116907,7.1,37786,22399,153065,37.2,44.0
183,2020-03-11,1,0,2020-05-20,439,38,50007,46,160985,31691,80046,7097,21236,305.21506861,163774,0.704904029095,0.236827459457,10.4,29468,22828,162052,36.5,50.7
184,2020-03-11,1,0,2020-05-20,108,5,45057,20,86544,22468,16927,15821,6978,178.50602283,98012,0.354314642147,0.609499702973,13.3,19609,18004,89546,42.0,26.9
185,2020-03-11,1,0,2020-05-20,4,0,46009,0,6972,1925,1784,980,385,12.245598379,6901,0.236718224613,0.707800941493,15.7,1335,1453,6969,42.8,18.4
186,2020-03-11,1,0,2020-05-20,173,4,48183,66,123402,24309,45442,9274,30297,453.37909142,123945,0.28098634111,0.693654055361,15.1,31982,18205,123494,35.4,20.8
187,2020-03-11,9,0,2020-05-20,57,2,8097,4,17747,4417,8594,1361,8014,18.303260404,17767,0.696928853374,0.24280350438,6.8,2874,3083,17909,42.0,63.1
188,2020-03-11,1,0,2020-05-20,2933,138,10003,119,555036,112051,214222,48971,64703,1310.6490387,558753,0.6230399131059999,0.327026634234,11.6,121184,81440,555133,38.1,35.9
189,2020-03-11,1,0,2020-05-20,16033,578,12086,593,2702602,563748,1094476,90005,160166,1430.0879913,2716940,0.636584344059,0.340938212063,16.0,554517,423353,2715516,39.7,28.8
190,2020-03-11,2,0,2020-05-20,598,26,6099,88,535684,92698,155348,47052,29055,368.08392539,550660,0.4735399414630001,0.467269967529,15.6,146907,67770,539301,34.0,16.9
191,2020-03-11,1,0,2020-05-20,499,21,5069,34,71373,15529,23023,4595,6925,76.80457988,66824,0.612116964529,0.359420628431,22.2,15772,11468,70424,38.8,17.8
192,2020-03-11,1,0,2020-05-20,1062,36,18141,74,268613,57385,97400,23338,26119,593.64377524,271826,0.477350802178,0.475267697255,13.5,64196,40544,269240,36.5,29.2
193,2020-03-11,1,0,2020-05-20,1939,156,22017,107,251069,54633,88858,19047,34494,273.24871047,240204,0.505480579173,0.463196421309,22.4,59803,39667,248361,37.4,23.5
194,2020-03-11,3,0,2020-05-20,1053,104,18081,6,149359,29234,30232,40052,19099,493.58716198,158167,0.261486659922,0.686345860575,7.7,38017,21500,151564,37.4,31.8
195,2020-03-11,1,0,2020-05-20,5041,277,24005,123,828637,186412,203341,201087,147893,1382.729562,827370,0.565454887364,0.391051797371,9.9,178754,136329,827625,39.3,38.6
196,2020-03-11,1,0,2020-05-20,334,18,18067,13,82457,20461,27973,7102,11957,281.64884456,82544,0.305136855852,0.644147575774,12.3,18690,15344,82387,41.7,21.2
197,2020-03-11,1,0,2020-05-20,233,5,12109,47,226578,57092,52288,42441,20308,440.7050343,264672,0.315539034547,0.649840166579,6.6,51545,45239,235503,43.4,43.7
198,2020-03-11,3,0,2020-05-20,419,35,13015,21,102623,18389,25153,18824,11993,234.76983541,107738,0.208949901943,0.760996357894,12.2,25577,13851,103620,37.9,19.5
199,2020-03-11,1,0,2020-05-20,6905,231,17097,108,704476,131932,238062,105860,121367,1569.1260633,696535,0.572891332339,0.369951017461,8.0,174179,93069,703619,38.2,45.0
200,2020-03-11,1,0,2020-05-20,226,5,13185,48,113941,17921,43083,4215,11896,236.15375655,117406,0.396979327955,0.5788172656399999,25.9,27452,13198,114582,30.2,25.6
201,2020-03-11,1,0,2020-05-20,345,23,13177,0,29216,4964,2766,10239,2099,84.27504237699999,29992,0.22444349922,0.7543598468739999,12.4,7810,3498,29348,37.2,25.6
202,2020-03-12,1,0,2020-05-21,81,2,37133,14,192685,22983,80641,8455,10846,259.73695195,197938,0.309876454013,0.656419333863,15.1,47355,16797,193912,26.2,21.4
203,2020-03-12,1,0,2020-05-21,290,20,37101,24,186308,33619,38086,41190,12826,264.5772215,209339,0.332962757087,0.639622485305,11.7,49706,24306,191172,38.1,21.8
204,2020-03-12,2,0,2020-05-21,801,7,37067,259,368362,76042,127617,32577,56582,937.43532337,382295,0.536134346614,0.433559988175,16.4,86795,56532,371573,38.3,33.8
205,2020-03-12,1,0,2020-05-21,406,21,37025,25,196716,35521,43300,43571,27845,599.16695849,216453,0.385134392651,0.584866266675,9.0,52386,25749,201448,37.9,31.2
206,2020-03-12,1,0,2020-05-21,499,40,39155,42,203341,55450,56050,30651,22006,320.30123638,197974,0.447843695853,0.5118578125500001,17.6,41904,41230,201794,44.2,18.5
207,2020-03-12,2,0,2020-05-21,2894,70,37119,173,1034290,156489,427208,64533,196508,2120.6952358,1110356,0.632820450638,0.334109225393,11.7,254065,112217,1054314,35.0,44.8
208,2020-03-12,1,0,2020-05-21,284,9,41005,54,399962,94656,88787,92970,60620,223.54826862,418187,0.495162955154,0.434082224272,7.3,88881,69081,405788,41.4,36.8
209,2020-03-12,1,0,2020-05-21,10107,359,36071,76,378174,70347,113930,57378,32193,473.88006089,384940,0.447855463116,0.512450889146,11.5,97099,50452,378227,36.9,29.8
210,2020-03-12,1,0,2020-05-21,27,0,31025,0,25513,5904,4419,8507,2071,47.094049154,26248,0.274486477913,0.665239114918,7.4,6276,4251,25702,41.6,27.4
211,2020-03-12,1,0,2020-05-21,81,3,32510,24,54219,14410,17086,6179,12793,386.53062391,55916,0.38415414135,0.524664214902,11.3,11247,10667,54467,42.8,22.3
212,2020-03-12,1,0,2020-05-21,16906,1576,34013,267,800401,146732,179720,169949,184721,6336.819561,798975,0.770596515103,0.206995810652,14.9,188971,104288,793555,37.5,34.8
213,2020-03-12,1,0,2020-05-21,6155,583,34027,91,498847,110520,146538,106385,142549,1067.0035589,491845,0.459867067447,0.503825628496,4.7,107219,80497,494383,42.6,53.6
214,2020-03-12,2,0,2020-05-21,1700,134,36001,120,308580,67673,121668,30876,100266,584.33256541,305506,0.5951338703,0.35200248320699995,11.3,57396,49416,307426,37.9,41.3
215,2020-03-12,1,0,2020-05-21,71,0,36025,0,45950,14201,13542,5786,5658,30.597824625,44135,0.327652154348,0.619417257284,15.9,7854,10595,45502,47.5,21.9
216,2020-03-12,1,0,2020-05-21,3745,135,36027,51,295685,66971,93869,46244,24809,369.78375908,294218,0.473165334154,0.483889217048,9.2,57051,48700,293894,42.0,35.2
217,2020-03-12,1,0,2020-05-21,93,1,36043,0,62943,16310,14842,13484,3897,43.441185008999994,61319,0.300441037055,0.645645274309,13.5,13061,12251,62505,44.0,21.0
218,2020-03-12,1,0,2020-05-21,2814,186,42095,64,300941,74273,76455,65203,40841,825.58117284,305285,0.461817545088,0.499975485904,10.2,61052,54951,301778,42.1,29.2
219,2020-03-12,1,0,2020-05-21,473,18,42103,0,55687,15643,9167,14484,4265,102.40925076,55809,0.354753318499,0.6151691859130001,10.3,10320,11899,55498,47.7,28.0
220,2020-03-12,1,0,2020-05-21,244,19,51085,24,103218,23448,20488,31420,23758,230.32549044,107766,0.310689583233,0.635373036124,5.2,23397,17287,104449,42.9,39.2
221,2020-03-12,3,0,2020-05-21,189,15,51095,26,73028,22611,14372,17165,13759,537.51192904,76523,0.446708940731,0.498022790556,7.0,15119,17930,74153,46.4,49.6
222,2020-03-12,1,0,2020-05-21,99,2,51147,8,22903,5017,6281,2233,4275,65.155746788,22802,0.503676067157,0.449796993306,20.0,3738,3598,22956,30.8,28.1
223,2020-03-12,1,0,2020-05-21,4183,79,51153,24,450763,60739,80821,145173,56592,1400.8710867999994,470335,0.573632761263,0.373237880901,6.4,125952,41803,456749,34.9,40.1
224,2020-03-12,1,0,2020-05-21,1,0,53013,0,3999,1371,1178,363,384,4.5879216491,3985,0.240902809765,0.6867802855830001,13.3,786,1093,4001,49.4,24.9
225,2020-03-12,1,0,2020-05-21,15,0,53027,0,71454,19476,21346,4350,2687,39.475394474,75061,0.425568521843,0.496297127469,17.3,14957,14607,71967,43.7,15.8
226,2020-03-12,1,0,2020-05-21,111,8,29077,163,286759,60988,121979,11112,46400,433.99134554,293086,0.33226496563700003,0.606438417353,15.5,60463,45660,288429,36.0,30.2
227,2020-03-12,2,0,2020-05-21,2684,83,53077,52,248279,44560,93481,5607,4829,58.417117784,250873,0.393936879374,0.547575581556,16.5,74426,32887,249325,32.8,16.0
229,2020-03-12,1,0,2020-05-21,328,5,47093,254,452286,93686,177598,33860,61760,925.21884364,470313,0.35065768188100005,0.589760467685,13.2,96826,69073,456185,37.3,36.7
230,2020-03-12,1,0,2020-05-21,1303,121,9005,21,184454,50170,53208,42734,16681,195.90467325,180333,0.408851119732,0.547816983804,6.9,34394,36456,183031,47.2,35.1
231,2020-03-12,1,0,2020-05-21,351,25,12019,28,203291,41495,36161,49589,13035,362.63057436,219252,0.261068228613,0.704173443773,8.8,49378,30931,207291,39.5,24.1
232,2020-03-12,1,0,2020-05-21,1355,37,12031,412,912043,171837,382476,29379,107565,1255.8590574999996,957755,0.474949502489,0.48995647651,14.5,209943,123480,924229,36.1,29.2
233,2020-03-12,2,0,2020-05-21,4966,308,12099,401,1426772,414928,536190,71229,88700,761.99313226,1496770,0.5651114137259999,0.411971364885,12.2,280011,336908,1446277,44.6,35.7
234,2020-03-12,2,0,2020-05-21,2759,108,8001,168,487850,69778,89263,136460,86255,443.64116675,517421,0.493767309065,0.42145324768,9.2,135444,49181,497115,33.6,23.6
235,2020-03-12,2,0,2020-05-21,1853,11,27145,41,155300,30193,65828,15609,26104,119.95486531,161075,0.323795657403,0.602873963411,12.4,36141,22187,156819,34.3,27.8
236,2020-03-12,1,0,2020-05-21,207,4,2020,73,298225,43608,151009,6364,15554,168.73682383,288000,0.37715947248,0.528870018006,9.5,73197,29492,296112,33.2,35.3
237,2020-03-12,5,0,2020-05-21,740,28,5119,209,392848,79133,166834,12814,79769,516.73581324,391911,0.566652718604,0.387895617772,16.7,92276,56988,393463,36.9,34.1
238,2020-03-12,1,0,2020-05-21,1603,74,6107,51,458809,69266,140091,24669,15952,96.634667469,466195,0.413435408318,0.533863446511,22.2,143528,50391,460477,30.8,14.3
239,2020-03-12,2,0,2020-05-21,550,67,12115,118,404839,174026,128704,23991,41468,780.13055204,433742,0.427449247076,0.543077077927,10.3,59981,145841,412144,55.5,34.7
240,2020-03-12,1,0,2020-05-21,445,12,12117,38,449260,92794,114564,92803,63897,1525.3362784,471826,0.470685498068,0.486970589677,9.9,96878,67463,455086,39.2,38.2
241,2020-03-12,1,0,2020-05-21,17,0,21173,4,27550,5851,6817,3924,4569,142.67582816,28157,0.276121360497,0.686893416106,15.3,6709,4289,27759,39.1,16.3
242,2020-03-12,1,0,2020-05-21,202,2,23001,54,107317,24289,36783,14713,12278,231.38475747,108277,0.415160823997,0.509378388146,12.3,23529,18104,107444,40.7,22.2
243,2020-03-12,1,0,2020-05-21,674,24,26065,219,286185,51447,101565,27941,61681,525.85045211,292406,0.6088344146600001,0.33229446051,18.1,58234,36861,289564,31.8,38.5
244,2020-03-12,3,0,2020-05-21,3145,62,26081,150,636376,115828,267052,31918,81383,773.91239313,656955,0.452434126751,0.483099879192,11.3,158583,82873,643140,35.1,35.2
245,2020-03-12,1,0,2020-05-21,62,1,26117,12,62956,14301,12301,11733,5509,90.579015271,63888,0.296505497816,0.636654616659,14.3,14308,10519,63209,40.7,13.0
246,2020-03-12,1,0,2020-05-21,422,33,26147,23,159761,38914,43042,24987,7654,220.60178088,159128,0.314806267149,0.629112495833,13.8,34121,28275,159566,43.5,18.3
247,2020-03-12,2,0,2020-05-21,1265,95,26161,92,361509,65781,134219,38093,75582,520.70814112,367601,0.683890577508,0.268882110672,15.0,69558,47278,365961,33.4,55.2
248,2020-03-12,1,0,2020-05-21,929,32,27037,12,414655,76445,105464,114245,74856,762.64373784,429021,0.482163396149,0.435688077005,6.3,103257,54846,418201,37.8,41.8
249,2020-03-12,1,0,2020-05-21,6029,502,27053,311,1224763,229263,517269,122188,345901,2285.5562907,1265843,0.638202377483,0.285095830781,10.3,273331,164160,1235478,36.4,49.2
250,2020-03-12,1,1,2020-05-21,1266,71,20209,145,163227,27635,32266,37252,52672,1090.9501807,165429,0.618240040449,0.326963996039,18.4,46027,19309,164345,33.7,17.4
251,2020-03-12,1,0,2020-05-21,7,0,19027,6,20428,5287,9304,1233,2198,35.412167908,20165,0.31672256828,0.635074269286,8.0,4963,3954,20344,41.7,22.2
252,2020-03-13,1,0,2020-05-22,949,18,37191,16,124496,26321,40677,11808,10128,222.29064897,123131,0.431920359666,0.5491329479770001,20.2,29609,19322,124002,37.6,19.5
253,2020-03-13,1,0,2020-05-22,645,28,36093,36,155239,34957,38769,33794,27997,759.10726707,155299,0.500900550066,0.442454039494,11.3,33475,25515,154883,39.9,31.4
254,2020-03-13,1,0,2020-05-22,1179,55,40109,300,774203,140665,321472,29762,137115,1124.9568909000004,797434,0.411759116111,0.516901856299,16.9,200989,101851,782051,34.5,31.8
255,2020-03-13,3,0,2020-05-22,572,43,42041,45,245801,58099,78643,41058,50332,464.49105414,253370,0.384833315952,0.570523516529,7.3,50175,44001,247433,40.5,35.8
256,2020-03-13,1,0,2020-05-22,2363,242,42029,93,514652,109411,162631,93289,86027,699.4921241000003,524989,0.525763491188,0.433480724731,6.7,119547,79856,517156,40.4,51.8
257,2020-03-13,1,0,2020-05-22,88,2,30111,41,156332,34804,74353,3367,5408,61.249907888,161300,0.326509470429,0.597989949749,10.9,37221,25450,157816,38.2,31.0
258,2020-03-13,1,0,2020-05-22,16,0,30049,8,66290,16327,31183,1707,4529,20.076447454,69432,0.425290085171,0.494554411372,10.5,14572,11607,67077,41.0,38.6
259,2020-03-13,1,0,2020-05-22,149,1,30031,8,100733,17127,48284,2984,2640,43.928342984,114434,0.4577239356710001,0.447775498859,9.0,21220,12315,104729,33.5,49.0
260,2020-03-13,1,0,2020-05-22,9,3,29083,8,21834,5958,6876,2335,1663,31.313821239,21824,0.239066463724,0.7176052765090001,16.8,4855,4541,21765,44.2,15.5
261,2020-03-13,1,0,2020-05-22,203,27,28109,6,55049,13434,9280,10543,2769,68.45154097,55535,0.154501667284,0.821997565236,18.1,12455,9975,55149,40.9,16.4
262,2020-03-13,1,0,2020-05-22,11,0,30093,11,34514,8536,14629,1455,1423,48.629261015,34915,0.530021089195,0.387793077782,16.7,7028,6376,34814,39.8,26.4
263,2020-03-13,1,0,2020-05-22,8285,678,34029,106,589699,167321,146138,93760,25626,966.33708117,607186,0.315283213658,0.655270578446,9.7,140531,131798,591939,42.9,29.2
264,2020-03-13,1,0,2020-05-22,134,5,42125,50,207661,55472,60003,37453,30685,241.38631598,206865,0.355211717984,0.607983908402,9.0,40817,40748,207547,44.5,29.5
265,2020-03-13,1,0,2020-05-22,231,3,53025,0,93420,17194,35142,2585,4288,36.474335196,97733,0.274876150035,0.653998584572,12.7,28302,12526,94860,32.7,17.6
267,2020-03-13,1,0,2020-05-22,211,25,28083,9,30113,5674,8249,1030,4450,47.440181906999996,28183,0.6979928914910001,0.288208237508,35.1,8283,3996,29804,33.8,17.5
268,2020-03-13,1,0,2020-05-22,238,6,56013,12,40354,9748,16713,1112,612,4.2751253555,39261,0.253883817929,0.675028713051,15.7,10209,6892,40076,38.4,23.5
269,2020-03-13,3,0,2020-05-22,78,3,55117,13,115094,27003,49195,8885,9779,225.48135799,115340,0.388334191113,0.555292503002,7.5,25925,19559,115205,41.3,23.9
270,2020-03-13,1,0,2020-05-22,1269,22,55101,33,195101,42061,57611,32543,20143,590.2498347999998,196311,0.453745810116,0.497662204573,12.6,45901,30527,195398,40.1,24.7
271,2020-03-13,2,0,2020-05-22,5893,270,55079,381,956586,173173,350829,86770,120987,3916.3431575,945726,0.664381451594,0.289884359841,19.1,231111,123013,954209,34.7,30.5
272,2020-03-13,1,0,2020-05-22,27,0,47089,6,52887,13602,9451,12856,6104,198.11124463,54495,0.18374223439,0.7770875013160001,13.8,10870,10312,53247,43.4,16.4
273,2020-03-13,1,0,2020-05-22,531,13,47065,215,354589,81748,146669,13499,55615,678.14667411,367804,0.391670446813,0.557531469721,13.0,74920,60258,357546,39.6,31.2
274,2020-03-13,1,0,2020-05-22,5,1,46087,0,5515,1423,1581,1331,329,9.7282275943,5586,0.240819482026,0.693467336683,9.6,1505,1031,5511,40.0,23.4
275,2020-03-13,1,0,2020-05-22,950,20,47149,78,298456,42641,91430,47668,32550,536.57837086,332285,0.343857376218,0.604855517377,10.4,76457,30572,307128,33.3,32.0
276,2020-03-13,4,0,2020-05-22,2761,83,48453,294,1176584,160972,528088,61186,169399,1283.9265476,1273954,0.662632888731,0.274047536167,12.0,269284,110350,1203166,33.9,48.6
277,2020-03-13,3,0,2020-05-22,198,4,48423,194,222277,47438,80787,13185,19439,252.58577796,232751,0.266086266399,0.705030002044,15.0,55686,35671,225015,36.6,25.8
278,2020-03-13,1,0,2020-05-22,2160,58,48141,203,834825,133011,319585,19367,17441,828.26593589,839238,0.691392106739,0.259277385512,20.5,232475,97464,837654,32.0,22.8
279,2020-03-13,1,0,2020-05-22,282,3,48027,90,336506,47766,129922,15085,27858,345.18530708,362924,0.400089362653,0.55085692401,13.0,95108,35199,342236,30.8,24.5
280,2020-03-13,1,0,2020-05-22,740,31,48167,26,321184,62311,81201,60025,27615,902.97670615,342139,0.366977434392,0.593302901753,12.1,80265,44264,327089,37.5,30.0
281,2020-03-13,1,0,2020-05-22,213,2,27171,3,131130,22152,27961,38650,14634,209.30733641,138377,0.294068311305,0.625762790294,4.9,37650,15650,132745,36.6,28.4
282,2020-03-13,1,0,2020-05-22,2367,125,8123,26,285729,48279,79153,48058,28398,81.429805285,324492,0.342843261828,0.567172434412,10.5,78590,34304,295123,34.3,26.7
283,2020-03-13,2,0,2020-05-22,197,2,8117,8,29722,5667,16462,1215,3194,50.976513811000004,31011,0.591619450844,0.315297926655,6.7,5031,3601,30429,39.1,51.0
284,2020-03-13,1,0,2020-05-22,59,6,8107,4,24359,4914,13129,519,1504,10.854269955,25638,0.54363926808,0.373874528028,7.0,4626,3459,24874,39.8,50.4
285,2020-03-13,1,0,2020-05-22,233,14,8101,32,163368,39318,57319,7054,5136,70.58553725,168424,0.464882219856,0.4615717327660001,17.2,37702,29234,164685,38.9,22.0
286,2020-03-13,1,0,2020-05-22,644,18,12097,66,325168,57062,62029,67039,32547,283.03811034,375751,0.609275544538,0.358991577428,13.4,83995,43188,338619,35.8,20.5
287,2020-03-13,1,0,2020-05-22,1743,37,12095,388,1290216,206342,518042,76777,225944,1545.0772998,1393452,0.603845731037,0.357440454379,15.6,297074,150264,1321194,34.9,33.8
288,2020-03-13,1,0,2020-05-22,16,1,8019,0,9257,2454,2214,2775,1195,24.55243145,9700,0.467281272596,0.438539407086,7.2,1472,1769,9379,47.8,46.5
289,2020-03-13,1,0,2020-05-22,464,9,1125,84,204424,36426,77767,8491,16341,158.49907988,209355,0.388529886914,0.583798404073,16.8,43176,25685,206213,32.7,30.3
290,2020-03-13,1,0,2020-05-22,1096,29,1101,88,227120,44214,90576,7849,44090,288.39277018,226486,0.620363321068,0.358753119316,20.1,53669,32183,226941,36.2,32.1
291,2020-03-13,1,0,2020-05-22,72,0,1083,10,91695,18399,16990,20315,8367,176.64798277,98915,0.237055837563,0.731573604061,11.4,21412,13723,93052,39.5,25.5
292,2020-03-13,2,0,2020-05-22,1498,88,1073,471,659460,138161,254478,34358,101376,592.55351575,658573,0.522493114704,0.450220777564,16.1,151658,99146,659892,37.7,32.4
293,2020-03-13,1,0,2020-05-22,242,7,1051,5,80989,15929,10469,22551,7578,131.3112898,81209,0.228586912343,0.748380978187,11.2,18239,11770,81212,38.6,24.5
294,2020-03-13,1,0,2020-05-22,259,4,28029,0,28748,6493,5283,4817,2121,36.106448403,28065,0.520997816227,0.46833529313,26.5,6712,4701,28721,38.2,14.2
295,2020-03-13,1,0,2020-05-22,69,2,6069,8,58671,10074,11928,13373,5542,45.229486087,62808,0.5719326200770001,0.368256316868,8.6,15603,7194,59416,35.5,19.7
296,2020-03-13,1,0,2020-05-22,958,67,24017,10,156021,26064,28979,47490,13926,356.61443653,163257,0.635527041943,0.333374724062,6.6,38347,18623,157671,38.3,28.9
297,2020-03-13,1,0,2020-05-22,3215,149,24003,53,564600,111090,169171,120875,114919,1396.3829343,579234,0.477790721128,0.471348774795,7.0,127102,79994,567696,38.4,40.9
298,2020-03-13,1,0,2020-05-22,968,38,23005,72,289173,68027,132090,17825,45511,352.89761995,295003,0.601083801949,0.33691875573,8.2,55690,50364,290944,42.1,46.7
299,2020-03-13,1,0,2020-05-22,623,48,22109,26,113067,21180,39541,8257,18346,89.818254816,110461,0.242954457431,0.726767366095,17.3,28873,15227,112587,35.8,15.8
300,2020-03-13,2,0,2020-05-22,1609,155,22103,149,249201,55158,69996,38537,18332,308.11584066,260419,0.222817130132,0.7308845637479999,11.8,61259,40019,252093,40.1,33.5
301,2020-03-13,1,0,2020-05-22,622,43,22089,8,52728,9258,11030,13355,14808,191.17851703,53100,0.326765941199,0.6345933562430001,12.8,13123,6591,52724,37.6,24.2
302,2020-03-13,1,0,2020-05-22,14,1,26029,0,26160,8123,8102,3503,2643,62.793990963,26143,0.352646392531,0.595455481568,10.6,5152,6020,26219,48.1,31.0
303,2020-03-13,1,0,2020-05-22,6445,776,26099,122,864019,192977,223742,168559,105460,1823.920056,873972,0.420843750672,0.536302483684,11.0,186502,141001,868704,40.8,24.5
304,2020-03-13,1,0,2020-05-22,11,0,26089,0,21564,8279,5334,4144,2248,62.675826361999995,21761,0.45903638951,0.490546859118,7.0,3592,6261,21639,53.7,42.8
305,2020-03-13,1,0,2020-05-22,269,16,26017,32,105350,27300,26753,18544,9223,233.18956032,103126,0.408845310965,0.53515831633,15.6,21648,20057,104786,43.3,18.9
306,2020-03-13,1,0,2020-05-22,794,23,16001,105,435117,80856,181681,15554,34302,457.77677936,481587,0.386917330906,0.4793161099660001,9.7,109147,60097,446052,36.7,37.8
307,2020-03-13,1,0,2020-05-22,627,20,13151,40,217506,34127,35867,54134,24198,736.11147402,234561,0.509011903669,0.465548721401,7.5,58417,24308,221307,36.9,28.3
308,2020-03-13,2,0,2020-05-22,136,15,13129,8,56424,10941,16241,7114,7179,162.61519552,57963,0.16848806366,0.804827586207,16.8,14218,8030,56790,37.8,14.4
309,2020-03-13,1,0,2020-05-22,26,0,20015,16,66260,13403,15010,15848,5386,46.801852652,66911,0.239880226239,0.6942811726000001,9.6,17144,9560,66468,38.4,29.0
