,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age,percent_with_bachelors
467,2020-03-16,1,0,2020-05-22,313,40,18043,16,76481,16661,15216,21045,15468,530.67969719,78522,0.374452652787,0.575607790463,9.5,17635,11706,76809,39.9,29.5
468,2020-03-17,1,0,2020-05-22,345,1,37163,8,63664,14291,16513,9705,5051,67.178650753,63531,0.409002262267,0.575746938139,22.8,15660,10866,63561,40.3,12.8
469,2020-03-17,1,0,2020-05-22,1287,24,36105,10,75783,18426,21603,9533,5531,77.914576302,75432,0.414312120412,0.551737145875,16.2,16032,13552,75211,42.9,23.2
470,2020-03-17,1,0,2020-05-22,1442,41,38017,111,170620,27710,82990,9962,25120,103.07635096,181923,0.397058636923,0.504244546804,10.4,38853,19598,174202,32.2,39.4
471,2020-03-17,2,0,2020-05-22,23,0,39031,7,36602,9240,10654,4507,2400,64.898306838,36600,0.261212485796,0.693870730566,15.4,8633,6761,36574,41.4,12.5
472,2020-03-17,2,0,2020-05-22,128,0,38015,72,92372,18957,41684,6949,9593,58.569438582,95626,0.231791611554,0.6933267909720001,7.4,21643,14205,93737,36.9,35.1
473,2020-03-17,1,0,2020-05-22,212,5,37097,36,169798,34692,50464,23922,21131,316.57176203,181806,0.302761157977,0.670952717183,9.5,40440,26249,172525,40.4,27.5
474,2020-03-17,1,0,2020-05-22,79,3,36121,5,40886,9523,9848,8284,5531,67.244018547,39859,0.220208845209,0.729975429975,9.9,8064,6754,40565,41.9,16.5
475,2020-03-17,1,0,2020-05-22,146,16,39037,6,51919,13217,14279,8856,4460,85.458901208,51113,0.1758,0.78792,9.5,12420,9780,51734,41.8,14.7
476,2020-03-17,1,0,2020-05-22,252,11,39085,27,229701,58488,68862,46779,26862,1003.8327763,230149,0.399468037947,0.555253125277,7.5,47244,43492,230052,43.7,27.9
477,2020-03-17,2,1,2020-05-22,66,2,41039,67,363471,90330,148796,6031,7544,83.859255658,382067,0.555011266237,0.365699832111,18.1,69280,67440,368882,39.4,29.6
478,2020-03-17,1,0,2020-05-22,29,2,40117,0,16448,4188,3171,3594,1088,28.81316326,16376,0.211314213678,0.743145288371,14.7,3941,3060,16428,41.9,16.1
479,2020-03-17,1,0,2020-05-22,1295,163,39099,67,231857,62316,72677,28166,29182,555.73386662,228683,0.498001364922,0.468043996561,16.5,46852,46245,231064,43.5,24.1
480,2020-03-17,1,0,2020-05-22,460,32,36083,12,159800,35905,34632,43766,23281,243.25640923,158714,0.45519843615,0.483899319604,11.1,31723,25539,159431,39.9,30.1
481,2020-03-17,1,0,2020-05-22,419,2,31153,8,175188,26946,36317,53064,27509,786.03485862,187196,0.356179529705,0.574034789987,5.7,49560,19582,178351,34.4,40.1
482,2020-03-17,1,0,2020-05-22,8,0,31107,0,8496,2628,3157,1044,454,7.5168493371,8332,0.176065008619,0.7833046047769999,13.4,2034,2043,8460,46.9,21.7
483,2020-03-17,2,0,2020-05-22,2031,132,34015,14,291372,60833,63700,75338,40948,905.76706199,291636,0.479485215481,0.483777495159,7.6,65122,43423,290852,40.3,31.9
484,2020-03-17,2,0,2020-05-22,485,16,29095,274,688554,136794,235620,85242,144093,1162.931543,703011,0.5567616463139999,0.390314320401,13.0,164975,98843,692003,36.7,30.9
485,2020-03-17,1,0,2020-05-22,58,1,29051,25,76749,16261,30450,5019,18630,196.00416998,76745,0.292718928639,0.660476101017,8.9,17356,11811,76740,38.5,32.9
486,2020-03-17,1,0,2020-05-22,111,1,29019,110,174589,28350,79190,8973,14188,263.23792216,180463,0.492990205493,0.433863068946,16.8,35916,20163,176515,30.8,46.0
487,2020-03-17,1,0,2020-05-22,94,4,36019,21,81224,17868,31318,3332,2883,77.556663383,80485,0.473817746141,0.464479526394,13.2,14535,12853,80794,39.3,22.9
488,2020-03-17,1,0,2020-05-22,1118,123,34041,20,107088,24579,21965,30372,15098,295.24915188,105267,0.35074934973800004,0.606766855208,6.7,21712,18236,106293,44.0,31.8
489,2020-03-17,1,0,2020-05-22,22,0,35055,6,32809,10333,13039,937,892,14.858065134,32723,0.699973460722,0.17953821656100002,21.4,6053,7976,32888,48.2,28.0
490,2020-03-17,1,0,2020-05-22,550,71,42007,20,168161,45796,44988,34187,14237,377.09710119,163929,0.382420669062,0.583038109216,11.2,32598,34142,166896,45.1,23.7
491,2020-03-17,1,0,2020-05-22,612,18,53021,0,89124,11049,18701,17143,12415,76.693229865,95222,0.380829770696,0.551787796347,13.4,29917,7860,90660,30.0,17.3
493,2020-03-17,2,0,2020-05-22,1375,117,51087,53,324073,65204,86422,75006,81929,1415.7121477,330818,0.577991677266,0.368435350629,9.0,75193,47493,325642,38.5,42.9
494,2020-03-17,1,0,2020-05-22,89,5,51075,0,22148,6309,2867,7375,9551,84.641503328,23753,0.350610193826,0.601148600144,6.7,4146,4686,22482,48.3,39.2
496,2020-03-17,1,0,2020-05-22,291,13,28059,48,141314,28610,40035,17891,15030,198.69615004,143617,0.28784779500700003,0.686330144067,17.9,33823,21359,142014,38.8,20.8
497,2020-03-17,1,0,2020-05-22,2,0,56029,4,29276,8475,14024,1091,1284,4.2072108313,29194,0.173226732267,0.759532595326,10.2,6008,6236,29121,44.4,32.1
498,2020-03-17,2,0,2020-05-22,182,2,56021,15,97031,20072,45418,2164,4906,37.045810193,99500,0.289698335211,0.621955188384,9.1,22772,14718,97692,36.9,28.7
499,2020-03-17,4,0,2020-05-22,948,22,55059,27,167886,31603,43099,35639,16754,623.74150741,169561,0.471744147709,0.475107154632,12.0,39717,22280,168330,38.2,25.7
500,2020-03-17,1,0,2020-05-22,34,1,53045,6,61569,18441,12626,9263,3967,69.582170877,66768,0.427557892462,0.487593186156,13.7,12185,13868,62627,45.6,18.0
501,2020-03-17,1,0,2020-05-22,143,1,54037,5,55673,11916,11227,14615,6909,273.03969604,57146,0.393968425876,0.547506977132,9.7,12716,8477,56179,40.7,30.8
502,2020-03-17,1,0,2020-05-22,329,5,45091,24,251664,48997,65998,45082,25830,412.7959259,280979,0.363500110205,0.5840423187129999,9.8,63395,35425,258641,38.5,32.0
503,2020-03-17,1,0,2020-05-22,1333,62,45079,211,404869,68651,153326,37877,75200,548.98298233,415759,0.639911452184,0.311410861865,16.7,88281,48691,408263,33.2,37.7
504,2020-03-17,1,0,2020-05-22,9,1,45017,0,14808,4258,1761,4456,1252,38.181620933000005,14553,0.472527472527,0.501125380643,18.4,2903,3182,14713,46.0,19.2
505,2020-03-17,2,0,2020-05-22,656,50,48303,267,298042,49312,131247,7920,9143,346.77211360000007,310569,0.285090760759,0.6686314501330001,17.6,72603,36090,301454,30.7,29.1
506,2020-03-17,2,0,2020-05-22,266,12,48139,18,164092,29137,37900,35338,12728,197.53540232,184826,0.256834327033,0.7105004439929999,8.8,45513,20837,168838,36.1,23.1
507,2020-03-17,1,0,2020-05-22,383,18,48041,48,214231,26525,88215,7969,11912,391.05281168,229211,0.34891574292800004,0.585468532316,23.2,45169,18907,219193,26.2,40.8
508,2020-03-17,1,0,2020-05-22,380,11,12009,159,568183,170919,208024,18133,9746,593.05632145,601942,0.380244769149,0.577787533762,11.0,106811,133083,576808,47.2,29.3
509,2020-03-17,1,0,2020-05-22,4048,119,10005,38,215551,71832,67155,21284,13495,250.20481554,234225,0.371680495965,0.591670289376,12.3,41631,57228,219540,49.0,26.5
510,2020-03-17,1,0,2020-05-22,840,49,12105,145,652256,169578,191505,49657,25928,403.20522157,724777,0.412862719675,0.553912933185,15.7,149878,133538,668671,40.3,20.0
511,2020-03-17,1,0,2020-05-22,1470,53,4017,12,107902,24267,28352,2805,3636,11.148081274,110924,0.43384450281,0.513005168178,28.5,29680,18351,108705,36.4,15.8
513,2020-03-17,1,0,2020-05-22,98,1,1115,6,86937,18943,13122,23213,6478,141.72690747,89512,0.146295173577,0.8324063579090001,12.0,19998,13891,87306,40.3,16.5
514,2020-03-17,1,0,2020-05-22,286,4,1089,100,353213,70040,152471,9554,43165,465.21086205,372909,0.391508280399,0.559336063158,11.9,79195,51308,357560,38.5,41.7
515,2020-03-17,1,0,2020-05-22,230,6,28047,57,200491,38987,74626,12477,24161,362.73502365,208080,0.333123912623,0.63969972292,20.0,49001,28457,202626,36.0,22.3
516,2020-03-17,1,0,2020-05-22,1705,28,6029,144,878744,130831,301473,18316,21087,110.6947351,900202,0.397202893558,0.5473142725919999,20.5,257750,92005,883053,31.5,16.1
517,2020-03-17,2,0,2020-05-22,371,8,6053,27,433168,76257,159164,19931,18021,132.2662889,434061,0.669587074351,0.272849517978,13.3,114125,55515,433212,34.1,24.5
518,2020-03-17,1,0,2020-05-22,523,18,13245,264,201568,38152,64662,15991,56855,624.41570879,202518,0.6498425659089999,0.326088696766,21.9,46913,26601,201463,33.9,21.3
519,2020-03-17,1,0,2020-05-22,331,8,23031,14,201454,52544,59840,41851,12475,209.51068713,207641,0.489882592443,0.442147382461,9.0,39099,39118,203102,44.9,31.4
520,2020-03-17,1,0,2020-05-22,19,0,23017,6,57230,16027,15056,9317,3776,27.913480483,57975,0.39145815913,0.52145108381,16.7,10900,11733,57325,46.6,19.0
521,2020-03-17,1,0,2020-05-22,124,9,23011,16,121289,31337,45061,11493,14662,140.98712851,122302,0.443885513417,0.481113350202,11.2,23825,22931,121545,44.3,27.1
522,2020-03-17,1,0,2020-05-22,389,37,22117,13,46449,11494,9870,4859,2639,68.987873431,46194,0.305552572226,0.6740414563420001,24.6,11209,7971,46457,39.5,11.7
523,2020-03-17,1,0,2020-05-22,249,7,13313,34,103963,18625,36398,8279,19252,360.24224386,104628,0.2610170608,0.7085830972930001,14.2,27461,13991,103849,36.0,15.7
524,2020-03-17,1,0,2020-05-22,63,3,27103,0,33477,6976,8841,9420,7920,76.400468118,34274,0.440214357486,0.470916601541,8.7,7432,5090,33783,36.3,32.6
525,2020-03-17,2,0,2020-05-22,124,5,27091,0,20084,5976,8251,1799,1441,27.631827385999998,19683,0.261056452383,0.674562995511,13.7,4308,4481,19964,45.3,20.1
526,2020-03-17,1,0,2020-05-22,430,26,26075,51,158989,36118,47593,16641,12521,225.83595663,158510,0.370793623413,0.572009717251,13.7,34714,26583,158913,41.2,21.4
527,2020-03-17,1,0,2020-05-22,100,10,26137,4,24247,6554,8836,1755,3056,47.898433306,24668,0.283821534041,0.659749381435,11.4,5171,4925,24397,44.7,24.2
528,2020-03-17,2,0,2020-05-22,112,9,18047,7,22835,5422,3373,7478,1799,59.19997401,22758,0.17898089172000006,0.788444040036,8.6,5416,3898,22842,42.0,19.8
529,2020-03-17,1,0,2020-05-22,81,0,15001,24,196325,52582,78955,1381,878,50.022473825,201513,0.636059508209,0.269791104602,15.6,43220,38213,197658,42.3,29.5
530,2020-03-17,1,0,2020-05-22,20,0,16065,4,38241,3374,12502,3253,4278,85.041109855,39907,0.07656020909030001,0.569962389239,23.9,10573,2484,38705,23.4,36.4
531,2020-03-17,2,0,2020-05-22,3157,178,18089,188,488694,104898,143588,63846,52847,973.34320163,485493,0.5837590575639999,0.377358961682,15.7,116340,76230,486849,38.7,22.1
532,2020-03-17,1,0,2020-05-22,14,3,21143,0,8268,2744,1182,1422,792,38.392804494,8210,0.263955544329,0.704470825966,14.5,1204,2023,8186,48.9,15.9
533,2020-03-17,1,0,2020-05-22,3370,227,22033,124,446167,81150,186369,24975,80483,966.32950896,440059,0.523149562985,0.431004624819,16.7,101410,58998,444094,33.7,34.7
534,2020-03-17,1,0,2020-05-22,1558,2,20057,10,34658,5103,14860,1181,2097,30.610846984000002,33619,0.27367003367,0.672592592593,11.6,10527,3614,34484,31.9,17.6
535,2020-03-17,1,0,2020-05-22,6,0,19001,0,7192,2161,2082,1623,886,12.563443789,7152,0.299813780261,0.653365256717,9.7,1543,1566,7124,45.4,15.4
536,2020-03-17,1,0,2020-05-22,1663,37,19013,24,132960,28271,61105,4792,14234,231.94683615,131228,0.506255832714,0.433115578684,16.3,28858,20627,133009,34.9,28.6
537,2020-03-17,1,0,2020-05-22,63,0,20045,10,117806,18450,44266,16065,9446,268.25026837,122259,0.6238518794969999,0.296655677884,17.0,22238,13497,119319,29.5,50.4
538,2020-03-18,1,0,2020-05-22,143,3,37129,57,219866,48907,91593,10636,27681,1219.6196066,234473,0.4618391164,0.5027267627390001,15.3,42393,37427,224231,38.7,39.3
539,2020-03-18,1,0,2020-05-22,184,5,39023,38,135520,33970,37879,19874,10509,337.84492931,134083,0.380174438108,0.5754948004029999,14.9,30713,25265,135198,41.1,18.6
540,2020-03-18,2,0,2020-05-22,64,2,38059,0,30059,6275,7229,8936,4091,16.285476694,31364,0.197915996655,0.728050427735,8.1,6830,4727,30544,37.7,26.3
541,2020-03-18,1,0,2020-05-22,17,0,39005,6,53299,12790,14226,9223,5477,126.45126569,53484,0.235066877129,0.7131760405419999,10.4,12169,9580,53477,40.3,21.1
542,2020-03-18,1,0,2020-05-22,125,10,37125,68,94191,28522,27553,9738,8592,144.59422488,100880,0.33820634189300003,0.634042642316,10.5,20362,22698,95629,44.5,36.9
543,2020-03-18,1,0,2020-05-22,246,28,36113,24,64701,17940,22718,8443,14929,73.734692899,63944,0.412289611143,0.5181369704,10.8,11956,13493,64480,46.4,30.0
544,2020-03-18,1,0,2020-05-22,224,11,36115,0,62183,15438,12715,15270,5325,73.63618891600001,61204,0.367751439668,0.570063836436,11.4,11910,11288,61828,44.0,20.4
545,2020-03-18,1,0,2020-05-22,56,0,37109,10,80504,18644,15869,20241,8883,291.06950124,86111,0.249334583893,0.7263301984839999,10.3,17562,13761,81441,43.2,21.4
546,2020-03-18,1,0,2020-05-22,220,6,37071,74,214049,46215,51997,37647,19538,631.14399141,224529,0.32656632093800003,0.6478940045539999,14.2,49469,33757,216585,40.1,20.6
547,2020-03-18,1,0,2020-05-22,977,50,37081,142,517197,102558,196390,35632,83688,831.63473721,537174,0.586896587289,0.386616525247,15.4,117830,75740,523582,37.1,35.3
548,2020-03-18,1,0,2020-05-22,175,1,37093,0,52571,7093,5830,13955,3987,141.58061619,55234,0.53835378495,0.430100296969,18.0,14850,4819,53239,32.5,18.4
549,2020-03-18,1,0,2020-05-22,282,11,39041,6,193024,34052,37292,55997,38442,472.01280004,209177,0.395440604989,0.556038401215,4.1,53232,25025,197008,38.6,54.4
550,2020-03-18,1,0,2020-05-22,214,5,42001,8,101589,26312,25313,24117,9540,198.59524445,103009,0.298633798634,0.6629258772119999,8.0,20846,19596,102023,43.6,22.4
551,2020-03-18,1,0,2020-05-22,48,1,39077,12,58497,13292,15431,11024,7980,118.54863142,58266,0.290974847937,0.654693407858,11.1,14277,9536,58457,39.6,13.6
552,2020-03-18,1,0,2020-05-22,337,30,39109,10,104081,25472,28424,20185,13301,263.18253318,106987,0.249324810072,0.705520041969,7.9,24304,18836,104800,41.6,22.6
553,2020-03-18,2,0,2020-05-22,54,0,33001,10,60383,17260,18326,11703,6910,152.5541781,61303,0.392229121931,0.560472404387,6.9,11497,12642,60640,47.1,32.4
554,2020-03-18,1,0,2020-05-22,307,13,33013,18,147958,34833,49685,25542,29199,162.28312683,151391,0.490327144983,0.459539899002,7.0,29286,25707,149452,42.8,35.6
555,2020-03-18,3,0,2020-05-22,1919,130,34001,64,272926,62613,101899,22893,27658,474.64082520000005,263670,0.515160112731,0.452836255651,12.8,58178,45459,268539,41.5,27.4
556,2020-03-18,1,0,2020-05-22,726,54,29183,39,385115,74900,98096,97716,41422,717.24099366,402022,0.341957666919,0.605970538261,5.7,92943,55482,389985,38.2,37.8
557,2020-03-18,1,0,2020-05-22,46,2,31111,19,35569,8746,16336,736,1591,13.616300202,34914,0.183616179661,0.765088681894,10.1,8543,6471,35433,40.3,22.1
558,2020-03-18,1,0,2020-05-22,258,11,31001,10,31564,7465,12794,2636,2459,55.679831279,31363,0.24840570908000004,0.698830853325,11.8,7533,5438,31583,37.4,24.9
560,2020-03-18,1,0,2020-05-22,5,0,36041,0,4646,1721,1093,716,360,2.5713611478,4416,0.279761904762,0.667782738095,9.1,633,1319,4575,54.0,19.3
561,2020-03-18,1,0,2020-05-22,72,0,36045,10,116567,19760,51101,2805,6495,86.571938376,109834,0.358666783411,0.582173189738,12.3,27777,14619,114448,32.4,22.3
562,2020-03-18,1,0,2020-05-22,114,4,36051,0,64373,14878,15916,13541,6552,99.585045201,62914,0.334087938016,0.612537065969,12.5,11596,10713,63907,40.8,25.4
563,2020-03-18,1,0,2020-05-22,44,0,36031,0,38233,11100,12933,4445,4122,20.55884778,36885,0.448305590556,0.482459049009,11.7,6325,8322,37751,47.0,27.6
564,2020-03-18,1,0,2020-05-22,118,2,36017,7,48763,12688,14252,6876,4495,52.828329489,47207,0.328106884558,0.608623640479,15.1,10141,9540,48348,44.7,18.3
565,2020-03-18,1,0,2020-05-22,3838,283,42011,71,415500,93051,144733,48839,30293,491.78051037,421164,0.427256812214,0.529141609922,11.4,94216,69086,416642,39.9,24.5
567,2020-03-18,1,1,2020-05-22,826,61,53005,44,190529,37874,64124,16593,19564,120.22256331,204390,0.327317409339,0.592845904794,9.8,52052,27443,194168,35.7,30.0
568,2020-03-18,1,0,2020-05-22,25,1,51036,0,7022,2156,704,2572,1020,38.069761966,6963,0.599198931909,0.368758344459,12.3,1099,1602,6995,50.3,13.3
569,2020-03-18,1,0,2020-05-22,48,0,55063,52,117582,24464,55322,6130,15522,261.23077678,118016,0.516078681214,0.420227761408,10.9,23640,18109,117850,35.8,34.3
570,2020-03-18,2,0,2020-05-22,178,4,55131,12,133967,30378,34829,36572,20013,315.88521545,136034,0.273509430003,0.6784487055060001,4.5,30283,22636,134535,42.9,30.7
571,2020-03-18,1,0,2020-05-22,100,1,56039,6,22923,4298,13175,668,4218,5.870628355700001,23464,0.600607752957,0.321944809461,6.3,4434,3135,23059,39.3,57.4
572,2020-03-18,1,0,2020-05-22,13,0,54055,29,60963,16998,17692,5437,4743,140.24667584,58758,0.204590078101,0.757537414372,22.7,12439,12584,60486,42.7,20.0
573,2020-03-18,1,0,2020-05-22,2204,31,55009,60,258004,49706,115760,12945,32169,499.04876688,264542,0.418503964799,0.527008478631,8.6,62619,36047,259786,37.2,29.6
574,2020-03-18,2,0,2020-05-22,74,0,49005,14,120288,15104,49077,4975,3982,110.14476045,128289,0.186878118119,0.463864656206,12.9,37598,10808,122336,25.1,37.8
575,2020-03-18,1,0,2020-05-22,181,13,45061,0,17897,4150,2263,3775,1449,41.025462569,16828,0.63748458693,0.343896424168,28.1,3601,3055,17606,41.9,12.3
576,2020-03-18,1,0,2020-05-22,100,0,47021,0,39713,7818,5410,12779,3553,134.42534173,40667,0.245023067686,0.7138342918539999,10.3,9074,5654,39929,40.4,19.6
577,2020-03-18,2,0,2020-05-22,1451,148,42069,51,211960,54892,76623,19131,21872,457.0334112,209674,0.502170527545,0.4681915514890001,14.2,42997,40774,211454,42.3,27.7
578,2020-03-18,2,0,2020-05-22,895,22,42133,60,442216,99386,145129,68027,33481,496.54394588,449058,0.3319074786,0.624814794761,8.8,98850,73958,444014,41.0,24.2
579,2020-03-18,1,0,2020-05-22,8,1,48285,3,19859,6001,5672,3134,1252,20.783549883,20154,0.135526468203,0.8501100428589999,13.5,4720,4549,19941,43.5,16.7
580,2020-03-18,5,0,2020-05-22,107,4,48309,54,245720,46694,99509,6309,12429,247.43116597,256623,0.34561369880500004,0.616510127148,18.9,61723,34440,248429,33.2,23.7
581,2020-03-18,1,0,2020-05-22,64,2,48325,0,48548,10696,8673,10597,3025,38.920780674,51584,0.269040553907,0.7013440390989999,12.3,11519,7944,49334,39.3,19.8
582,2020-03-18,1,0,2020-05-22,498,18,48479,56,269624,34315,92821,3746,3967,82.300711375,276652,0.7437881372319999,0.227653999683,25.7,91335,24386,272053,28.6,18.4
583,2020-03-18,1,0,2020-05-22,82,2,48485,24,131778,25521,56671,3347,7718,210.69366196,132230,0.230844301427,0.728219871812,17.8,29751,18676,131818,34.3,23.0
584,2020-03-18,4,0,2020-05-22,528,21,48491,90,508313,81426,119409,110830,48408,528.06043458,590551,0.420159182941,0.518785781253,6.4,138907,60686,527057,36.1,41.1
585,2020-03-18,1,0,2020-05-22,25,1,49003,0,52182,9213,14049,7234,4528,9.754606799,56046,0.109620497945,0.623882040126,7.3,17080,6615,53001,32.5,23.3
586,2020-03-18,1,0,2020-05-22,42,2,48401,0,53026,11467,11331,9462,4808,58.87860041,54406,0.20717068548,0.772612403917,16.4,12251,8610,53595,38.5,14.5
587,2020-03-18,1,0,2020-05-22,335,0,47147,8,68575,13369,14194,16455,6848,150.76809409,71813,0.245322091561,0.717143702389,10.6,17073,9753,69344,39.1,18.6
588,2020-03-18,2,0,2020-05-22,792,42,47165,38,175730,36997,42078,38720,14095,361.28118154,191283,0.255388294879,0.704909960608,8.9,43041,27276,179473,39.6,26.9
589,2020-03-18,1,0,2020-05-22,40,2,28111,0,12047,2963,1691,2350,915,18.499476747,11973,0.224594992636,0.7612297496320001,22.0,2809,2072,12028,40.9,11.0
590,2020-03-18,1,0,2020-05-22,328,6,12073,60,285890,49057,130380,7476,26408,440.22546489,293582,0.605140694422,0.353970709232,20.7,54014,35700,288102,30.7,45.7
591,2020-03-18,1,0,2020-05-22,12,0,8125,0,10109,2385,4506,288,524,4.2374414873,10019,0.15030017152699998,0.805102915952,12.1,2701,1829,10069,38.4,22.1
592,2020-03-18,1,0,2020-05-22,992,135,9007,24,164110,41372,41715,44932,29896,439.84321801,162436,0.512499717201,0.439435759372,6.7,30095,31052,163368,45.4,41.5
593,2020-03-18,3,0,2020-05-22,1296,56,10001,29,173145,36849,53645,22059,13367,308.47687444,180786,0.449099699675,0.498148222967,13.8,40611,28461,174822,37.6,23.6
594,2020-03-18,1,0,2020-05-22,339,16,13153,36,150341,25522,49744,14949,16117,419.80001952,157863,0.377105055491,0.593545895666,12.1,39001,18488,151682,35.3,27.3
595,2020-03-18,1,0,2020-05-22,252,17,12119,0,116754,74936,14014,7500,11645,237.68129645,132420,0.295254993542,0.6878367623839999,9.3,8852,67271,120999,67.0,31.1
596,2020-03-18,1,0,2020-05-22,100,7,12131,28,63457,16604,16944,7835,8433,71.377063157,74071,0.204445901249,0.765666438213,11.4,13399,12784,65858,43.7,28.4
597,2020-03-18,1,0,2020-05-22,223,6,13073,0,143723,26092,19068,43364,12213,540.25162678,156714,0.29386197227,0.670821000156,7.1,37822,18706,147295,36.6,35.1
598,2020-03-18,1,0,2020-05-22,16,1,5011,0,10994,2825,2988,1064,822,16.577959308,10763,0.364113906552,0.598009400055,21.7,2598,2014,10948,40.2,15.2
599,2020-03-18,1,0,2020-05-22,98,3,5045,25,121282,19658,38558,17665,8345,194.46828522,126007,0.313281856613,0.62915192822,15.4,28726,14488,122416,32.5,30.0
600,2020-03-18,1,0,2020-05-22,213,5,5143,61,223683,34691,82877,18631,19746,253.92016704,239187,0.413240694535,0.517165048047,15.2,56586,25435,228529,31.8,32.8
601,2020-03-18,1,0,2020-05-22,137,3,1015,24,115527,27115,36659,9682,10880,187.50731202,113605,0.278558763931,0.6923969942589999,19.5,25196,19386,115098,39.7,18.0
602,2020-03-18,1,0,2020-05-22,979,69,4005,41,138639,23195,58932,5099,4615,7.7068092455,143476,0.563288744463,0.368870885174,15.9,29647,16259,140217,30.6,35.6
603,2020-03-18,1,0,2020-05-22,85,2,1121,14,80888,18842,18728,10987,10718,108.54834994,79978,0.364501174062,0.620025287495,19.3,17348,13757,80565,41.1,14.3
605,2020-03-18,1,0,2020-05-22,21,0,6045,14,87497,24313,33177,2513,3018,24.740481573,86749,0.603847835592,0.312286838653,17.5,18891,17845,87422,42.8,24.7
606,2020-03-18,1,0,2020-05-22,310,46,25011,6,70926,19773,22087,14388,7367,100.37204203,70180,0.6415089372680001,0.271856161318,10.6,12560,14365,70935,46.1,37.2
607,2020-03-18,1,0,2020-05-22,98,1,23019,51,152284,36356,63935,6888,9512,44.78633268300001,152148,0.409233684001,0.518534676173,14.7,28036,26437,151748,42.1,27.1
608,2020-03-18,2,0,2020-05-22,134,10,28011,8,33121,6690,9653,2052,2160,34.937106621,30628,0.6554438469330001,0.331306990881,29.4,8145,4739,32592,35.2,23.8
609,2020-03-18,2,0,2020-05-22,92,3,28027,10,24296,4799,6611,1819,2342,40.04425448,22124,0.7156642728899999,0.272217235189,35.9,6538,3358,23802,34.2,17.1
610,2020-03-18,1,0,2020-05-22,328,2,27131,4,65251,13206,22012,10875,7207,135.06823581,66972,0.448117453518,0.478908650712,9.6,14497,9708,65765,36.5,27.5
611,2020-03-18,1,0,2020-05-22,442,6,28033,44,173267,29708,34446,46954,19275,388.28481855,184945,0.310705694917,0.658445534348,9.0,46078,21739,176132,36.7,24.1
612,2020-03-18,1,0,2020-05-22,618,20,28089,7,102212,18766,25233,22854,27992,148.73165309,106272,0.407520866631,0.56843811046,9.4,26273,12925,103498,37.0,47.7
613,2020-03-18,1,0,2020-05-22,453,45,18019,25,114893,23978,25933,27885,20836,317.30135426,118302,0.367701158422,0.587273011897,11.2,26465,17343,115702,38.9,20.9
614,2020-03-18,1,0,2020-05-22,83,4,18041,20,23426,6065,5662,3467,1464,107.44071773,23102,0.236306400839,0.717628541448,14.5,5162,4477,23259,42.6,11.6
615,2020-03-18,1,0,2020-05-22,127,6,18079,0,27840,6079,5801,6329,2438,73.646318083,27735,0.212685560054,0.739721097616,14.8,6509,4345,27727,39.7,11.1
616,2020-03-18,1,0,2020-05-22,585,66,18095,21,129641,30680,33193,20457,10142,286.70778078,129569,0.346533730898,0.603354453969,17.0,28419,22817,129505,40.3,18.0
617,2020-03-18,1,0,2020-05-22,54,1,17199,26,67477,16353,19523,9378,9225,158.48353042,66597,0.271752275476,0.684329450703,14.4,14744,12186,67299,40.9,22.6
618,2020-03-18,1,0,2020-05-22,18,0,17189,0,14260,3641,4070,2919,3262,24.684183229000002,13887,0.196041214751,0.754609544469,7.4,3059,2731,14155,43.4,20.6
619,2020-03-18,1,0,2020-05-22,374,19,16083,30,82248,16621,31190,4419,5078,45.208745418999996,86878,0.214592543818,0.660427052958,13.6,23241,12453,83666,34.7,20.6
620,2020-03-18,1,0,2020-05-22,197,10,17077,21,59115,11301,19364,5598,9182,97.246239961,56750,0.474070749521,0.444285772573,25.7,10650,8355,58551,31.6,36.0
621,2020-03-18,1,0,2020-05-22,1041,47,17091,56,110801,23667,36887,11766,8197,162.39877206,109862,0.406134547642,0.5387275539140001,16.2,25959,17609,111061,37.6,21.0
622,2020-03-18,3,0,2020-05-22,680,22,17093,0,122933,16292,17188,43054,14718,402.79407915,128990,0.460336514809,0.475292728525,4.2,36342,11902,124626,34.9,35.4
623,2020-03-18,1,0,2020-05-22,130,10,17099,13,111151,27315,35616,14773,10603,95.72946505899999,108669,0.3978987347,0.542221396578,13.6,24035,19959,110401,41.8,17.9
624,2020-03-18,1,0,2020-05-22,516,49,17119,58,266153,60531,75928,46894,29580,367.52447012,262966,0.393551312724,0.549600475364,13.8,58568,43747,265670,40.1,25.8
625,2020-03-18,1,0,2020-05-22,24,0,21073,10,49969,11999,17986,4304,14830,245.33658255,50991,0.449538590604,0.495763422819,12.9,10553,8442,50296,40.5,29.8
626,2020-03-18,1,0,2020-05-22,520,32,21117,54,163987,31245,30670,47335,33085,1041.8475561,166998,0.336735971073,0.597427160837,10.4,39638,22334,164688,37.0,30.4
627,2020-03-18,1,0,2020-05-22,917,5,21227,52,123824,21484,47980,7024,14638,245.32233319,132896,0.350421348315,0.592221579643,16.5,28750,15710,126427,32.8,30.6
628,2020-03-18,2,0,2020-05-22,1069,7,20103,10,79359,15061,20072,14174,6871,176.42879682,81758,0.339129262704,0.585894325381,10.6,19138,10829,80042,37.6,31.7
