,icu_beds,commuting_in,commuting_out,commuting_within,density,percent_democrat,percent_in_poverty,pop_under18,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019,cases_60days,cases_70days,cases_80days
4398,7,1316,2160,5584,25.03480281400001,0.427864133564,24.5,4566,3806,40.7,16.1,37365,19448,344.0,421.0,502.0
4401,6,2036,14460,7485,89.67624657200001,0.08469902300660001,13.2,13468,10233,40.8,12.6,50412,57826,49.0,65.0,97.0
4404,4,947,1897,3136,21.913665329,0.187766281193,17.6,2819,2652,43.7,10.2,39201,13235,27.0,28.0,30.0
4407,0,945,941,1881,11.675388474000002,0.7102543068089999,33.4,2642,1985,40.8,12.5,25385,10373,118.0,155.0,202.0
4410,6,2313,7913,4648,47.668661758,0.246939752445,19.3,7232,5787,42.2,11.7,43909,32924,42.0,52.0,61.0
4413,9,4118,2048,12071,49.271815026999995,0.386871401152,23.6,6539,4886,30.8,23.6,37259,33114,136.0,209.0,300.0
4416,4,700,3248,3341,22.613154415,0.418369496524,23.1,4002,3729,42.4,13.5,37586,19930,93.0,121.0,138.0
4419,20,9995,9743,27510,171.02562219,0.140511940512,18.3,23654,15941,38.7,19.2,46233,96774,649.0,709.0,816.0
4422,8,7108,17155,6839,90.398784224,0.500470317726,21.7,14358,7776,35.9,16.5,39104,57961,128.0,179.0,268.0
4425,4,1047,1216,5967,14.483982029000002,0.341206828106,20.8,4289,3616,40.2,17.7,40064,18278,14.0,20.0,22.0
4428,4,1112,741,7378,1.7690113294,0.394572286143,12.3,3635,4148,45.7,26.1,53793,18039,20.0,20.0,23.0
4431,0,8809,15286,21304,160.9395951,0.388806730422,13.5,25116,14228,35.7,17.7,57879,96971,40.0,48.0,78.0
4434,9,4519,4037,11788,59.157679676,0.321284315739,15.2,6570,6652,41.5,19.9,48976,33658,34.0,39.0,105.0
4437,30,1709,1197,27724,36.869719957,0.487643250144,14.1,12124,11904,39.0,31.5,54093,66699,54.0,56.0,59.0
4440,0,5423,16257,25802,131.33472315,0.36496350365,10.4,21128,17507,41.7,20.9,55762,98451,146.0,209.0,195.0
4443,0,539,430,7799,167.93707063,0.729228616407,7.7,3282,3846,46.1,44.2,70224,17332,26.0,41.0,42.0
4446,4,2142,1335,7224,45.759969596000005,0.32541763428000003,15.1,4203,7242,52.6,16.3,41256,25127,77.0,112.0,112.0
4449,5,1025,1456,3389,14.634460857,0.25800879397,22.8,3072,2542,40.8,14.4,40133,13904,112.0,178.0,197.0
4452,0,1209,3952,3979,25.210420188,0.247016706444,18.0,5016,4364,41.7,14.6,43584,22108,287.0,331.0,385.0
4455,6,3118,2739,6036,70.106751946,0.455814968361,12.9,3142,5044,47.5,34.2,55514,19422,152.0,178.0,190.0
4458,11,2401,4677,4739,60.54674163600001,0.209401276466,19.8,5733,4427,39.0,12.2,41281,25126,38.0,53.0,65.0
4461,0,741,2128,3238,24.482865996999998,0.297207761477,21.3,3486,2623,40.8,11.3,39176,14361,60.0,67.0,77.0
4464,4,8020,8407,14724,61.239035106,0.369880178557,7.1,10431,8574,42.5,25.0,67039,46340,52.0,70.0,92.0
4467,0,7437,14885,16753,124.50408739,0.399181043567,15.3,17871,12833,41.6,20.9,57363,75677,121.0,149.0,200.0
4470,8,5478,5778,22187,80.630163761,0.439656506266,13.0,9268,8139,34.8,29.8,56076,50484,77.0,80.0,84.0
4473,0,2613,5964,10749,42.770877467,0.253234942577,15.9,9030,8463,45.1,14.2,46184,41170,40.0,42.0,43.0
4476,0,1358,7769,5085,35.811923904000004,0.34127100073,7.9,6066,4534,42.6,22.6,62799,25645,37.0,44.0,46.0
4479,0,1672,4130,3591,40.627391464,0.211394510674,10.7,3789,2927,41.6,13.0,53271,16581,59.0,66.0,66.0
4482,8,8798,7311,11898,119.82111161,0.234360133206,10.1,10486,6612,39.1,17.7,58987,43475,29.0,44.0,96.0
4485,4,4046,6355,8560,59.966439611000006,0.249718700773,9.4,7984,5642,39.9,14.9,66720,33562,55.0,71.0,82.0
4488,0,856,1901,4693,44.377379778999995,0.17914371557300002,28.1,4315,4036,42.6,12.8,33701,20333,8.0,8.0,10.0
4491,12,1210,4025,5683,31.290791313000003,0.434947688154,27.4,6294,4591,39.6,13.0,34023,24874,111.0,131.0,138.0
4494,5,2220,5592,6928,48.157393219,0.215731596274,17.7,8062,4947,37.7,15.9,44492,31368,73.0,78.0,114.0
4497,0,619,2643,2605,27.660580745999997,0.286575562701,21.6,3514,3079,40.3,13.5,40828,15744,83.0,110.0,154.0
4500,5,1525,2008,5698,28.009665904000002,0.238010079662,14.8,4007,3058,40.1,20.6,46176,16007,3.0,2.0,6.0
4503,0,556,1929,2358,40.372181305,0.115038115038,33.7,3851,2648,40.0,6.9,30029,17231,13.0,13.0,13.0
4506,12,3292,2882,15507,65.818822002,0.351569008609,17.7,8510,5848,32.5,29.5,43852,38818,6.0,6.0,18.0
4509,52,19452,6494,76539,325.12414668,0.451743428199,13.9,42847,30425,38.9,30.8,53612,176875,254.0,336.0,439.0
4512,14,7652,5174,16247,140.12591263,0.138648180243,20.6,13986,9464,39.6,13.4,41425,60813,21.0,21.0,25.0
4515,6,1286,3233,6987,52.861607943,0.185441120788,21.4,6247,4396,40.5,10.4,40780,26427,121.0,127.0,136.0
4518,0,5678,4750,21202,129.71315915,0.556601410114,30.7,9804,7964,28.9,29.7,40416,65327,14.0,18.0,23.0
4521,48,7738,8337,28444,129.73521066,0.30168153077300003,16.6,19827,14685,40.2,15.5,49586,86215,45.0,54.0,56.0
4524,20,6129,10135,17270,160.06153277,0.302526638168,19.0,12959,13770,44.8,15.3,42821,65325,62.0,67.0,69.0
4527,0,195,103,1228,2.5621736828,0.163738580464,13.6,466,832,53.5,16.8,47288,2497,1.0,1.0,1.0
4530,0,229,1330,1489,3.0657294702,0.176404912542,11.9,1408,1179,42.8,19.8,54795,5745,2.0,2.0,2.0
4533,50,12836,7539,48700,231.70158614,0.251648119318,14.4,25397,24518,43.4,20.8,49244,121829,48.0,52.0,54.0
4536,17,1759,1815,8912,11.20557837,0.411874500044,13.4,5829,5161,40.9,20.5,52269,26682,18.0,29.0,38.0
4539,4,720,744,8782,24.525359166999998,0.429907246814,13.2,4945,6372,48.0,21.0,52486,27036,6.0,6.0,6.0
4542,12,8683,8883,28629,101.6217853,0.303965224767,15.5,15576,15612,39.8,22.6,47999,84073,89.0,91.0,93.0
4545,16,5780,8781,28150,83.600582285,0.287236734809,13.4,18207,16718,42.9,20.8,50805,84629,22.0,30.0,35.0
4548,0,2376,1949,3679,18.577400412,0.216164762894,19.5,3212,2818,42.3,14.8,43074,14142,15.0,15.0,16.0
4551,58,5837,2914,54817,112.91607784,0.35192591681,16.7,29261,14592,33.0,22.5,51382,120749,268.0,293.0,319.0
4554,5,2730,4916,5835,53.509739625,0.238938053097,8.0,5084,4059,42.1,15.7,55995,21772,36.0,48.0,48.0
4557,0,2138,7819,6549,36.621214705999996,0.173059067209,14.7,8495,6144,41.2,15.1,48039,34877,21.0,22.0,22.0
4560,0,1768,6505,8851,61.72325706,0.212024658863,18.8,9651,7450,41.0,13.3,38998,41569,14.0,16.0,19.0
4563,9,3552,3545,9113,66.11277109,0.24181171626400005,20.6,7836,5677,38.1,14.1,38194,31127,35.0,35.0,36.0
4566,0,2442,5357,9128,55.151326485,0.314492961793,21.5,9303,6907,39.1,14.1,42354,38465,23.0,25.0,29.0
4569,0,556,320,1919,2.4730862096,0.19772051536200005,15.1,977,809,41.2,14.5,46326,4736,29.0,29.0,29.0
4572,16,7380,2733,27937,112.28771136,0.287937743191,13.0,16729,8815,36.0,20.9,53792,61353,1466.0,1540.0,1578.0
4575,0,112,112,752,0.7784709890000001,0.196907216495,15.9,393,448,45.9,26.1,44572,1862,1.0,1.0,1.0
4578,0,1262,1441,1978,12.58128098,0.169648365207,9.2,1623,1250,40.1,22.7,64456,6495,12.0,12.0,12.0
4581,4,2188,3964,7968,35.257978342,0.141060400663,14.8,6587,5763,41.4,13.2,40808,29025,74.0,99.0,113.0
4584,0,397,741,1643,11.790479402999999,0.153413089374,22.6,1544,1201,41.0,16.5,34134,5982,5.0,5.0,5.0
4587,0,382,3132,1750,19.635728617,0.124360557418,15.6,2702,2351,44.1,9.4,44233,12133,6.0,7.0,8.0
4590,0,611,2444,3787,27.616221732,0.211185308848,20.2,3332,5622,53.3,13.4,40025,19443,10.0,12.0,14.0
4593,0,825,2553,2420,25.918831808,0.424892703863,18.1,2840,2375,42.6,14.2,39551,12108,84.0,104.0,136.0
4596,8,4321,4814,13729,56.476894512,0.368617314293,18.1,9759,10808,45.7,19.4,46411,46994,32.0,39.0,49.0
4602,0,6960,6638,5624,149.39775014,0.334419654049,6.8,6616,3221,37.3,34.6,86619,26836,56.0,72.0,87.0
4605,0,1393,6390,2449,127.09930386,0.307587077765,8.1,4673,3135,40.1,27.8,67498,19819,23.0,34.0,45.0
4608,8,10358,19908,13958,109.90946311,0.34910031246600004,6.1,16319,10890,41.4,35.9,93462,71222,285.0,334.0,376.0
4614,0,1413,5202,2615,29.424441601999998,0.405207394049,14.7,3431,3371,46.1,17.8,52741,17631,143.0,150.0,155.0
4620,0,14466,8908,6710,144.54183668,0.39770755886,8.9,8183,4918,37.0,24.0,68133,38353,60.0,142.0,158.0
4626,0,4939,16528,10661,62.284648801,0.290182093603,16.4,12027,13017,46.7,13.9,44710,60354,35.0,45.0,59.0
4629,0,1453,1126,3678,55.309166175,0.530648842517,18.8,2372,3060,48.5,21.6,43157,11710,216.0,247.0,259.0
4632,8,5499,10450,7797,187.21489164,0.290315327975,10.3,8753,6021,40.7,21.1,65635,40164,117.0,217.0,228.0
4635,0,513,2833,1398,19.902535509,0.111370716511,4.0,4063,1287,32.4,39.5,98875,12124,10.0,13.0,16.0
4638,7,772,1519,17739,15.589476621,0.513505491244,18.9,14100,6894,31.7,18.6,44276,49025,13.0,21.0,21.0
4641,0,969,3772,1831,36.990608718000004,0.30561478322700003,9.9,2777,2425,46.0,15.9,57280,13145,21.0,28.0,37.0
4644,14,8800,9195,14831,95.76577681200001,0.215749562512,15.2,10152,11752,45.9,22.5,45510,53740,51.0,53.0,58.0
4647,0,2988,5318,10010,28.746068785,0.31185414821400004,11.9,10134,5587,37.6,11.5,55245,34774,28.0,37.0,50.0
4650,0,326,1250,2901,2.0329058227,0.146700390894,10.3,1896,1854,45.5,28.8,57676,8445,18.0,18.0,18.0
4653,0,168,277,1913,2.2016243943,0.15779092702199998,13.5,900,1165,49.5,23.1,49356,4413,11.0,13.0,13.0
4656,12,7412,7072,28427,88.368284175,0.485900899719,11.3,13819,10985,36.7,32.0,59032,70772,10.0,14.0,68.0
4659,10,2082,2314,6500,25.877126818,0.35449342154200003,10.9,3555,6513,54.1,27.1,47198,22195,6.0,8.0,8.0
4662,4,2419,2415,7088,68.17101728,0.192047930283,19.0,4979,4737,42.0,16.8,41213,24176,7.0,7.0,7.0
4665,5,1688,3219,5160,61.555265792,0.204547701434,16.9,5610,5369,44.1,12.4,43050,26516,16.0,15.0,15.0
4668,0,1268,2251,3416,40.98337614,0.233154065169,19.2,3078,3849,47.4,12.6,38940,16160,7.0,7.0,8.0
4671,0,525,3760,1855,55.25619499,0.212492923193,14.2,2969,2564,42.0,13.8,51859,14678,17.0,32.0,34.0
4674,0,1139,4436,4904,80.09932960399999,0.14299065420600002,18.1,5718,3666,39.4,10.0,42265,24602,101.0,166.0,189.0
4677,4,3212,9128,9513,48.971707315,0.263802083333,12.8,7844,9172,48.2,17.8,52573,40328,96.0,123.0,166.0
4680,0,4162,1197,3957,20.870985987,0.273357228196,21.8,3258,2150,34.7,14.4,48743,15601,4.0,4.0,4.0
4683,0,2377,2770,3342,17.795080504,0.171374407583,12.9,3796,2491,38.5,16.1,54088,14760,17.0,19.0,20.0
4686,6,14903,25311,15163,825.36062823,0.24369450277,5.1,25707,11091,37.6,40.3,102858,104915,151.0,176.0,203.0
4689,27,3579,4708,22319,68.885415109,0.304146232724,21.6,15342,8992,30.6,24.5,45357,65204,257.0,298.0,317.0
4692,0,1220,1113,1207,6.3074083925,0.151566951567,13.6,1754,655,32.2,20.4,56484,5771,3.0,3.0,3.0
4695,0,2296,2838,3536,96.11220758299999,0.175830309796,16.1,3241,4130,46.6,14.8,43688,17883,3.0,48.0,52.0
4698,29,5489,4142,31162,108.69412151,0.252360227653,17.9,22693,13627,37.2,16.3,46653,86715,175.0,232.0,309.0
4701,0,835,2687,1096,63.658447919,0.198561818604,17.8,2569,2462,44.7,10.5,50565,12422,25.0,27.0,29.0
4704,6,5302,2292,6977,42.005446995999996,0.30444156964200003,14.2,5446,3669,37.7,15.0,52085,21290,37.0,37.0,46.0
4707,0,386,466,6207,5.5307416997,0.220540540541,20.3,3531,5228,52.6,20.2,40602,19980,7.0,7.0,7.0
4710,0,583,576,1428,22.073290155,0.582303509639,37.2,1150,934,38.8,9.4,33393,6189,128.0,136.0,146.0
4713,0,4021,6031,4799,105.58352184,0.130246531766,15.9,7026,4522,40.8,14.0,47662,29792,36.0,50.0,57.0
4716,8,3936,3568,4227,89.26770928399998,0.14668397450999998,16.4,4958,4365,41.0,13.5,42904,23349,39.0,123.0,137.0
4719,0,2635,3852,4344,43.567657611,0.202889447236,22.8,4875,4263,41.8,11.7,39225,25473,45.0,74.0,87.0
4722,0,117,218,1406,0.8766446642,0.17695814339000002,14.7,710,1241,53.3,23.0,47682,4315,2.0,2.0,2.0
4725,8,19530,27090,36848,203.88278094,0.324687830521,9.6,30683,23863,40.9,26.4,61508,131803,67.0,79.0,86.0
4728,0,2507,7377,7775,94.07430723600001,0.254195219338,19.4,8691,7756,42.3,15.9,42071,38469,12.0,12.0,12.0
4731,0,3317,4008,4145,82.774133665,0.399115235218,19.9,5480,3596,37.6,13.7,42768,21312,63.0,70.0,73.0
4734,8,4463,2400,8194,73.70699066600001,0.256697408871,24.9,7216,4383,36.4,15.8,37148,26830,50.0,60.0,96.0
4737,0,1117,1174,2551,15.693465327,0.56640154254,31.4,2456,2112,42.7,14.7,31787,10118,13.0,16.0,40.0
4740,80,2822,12766,52567,15.915332957,0.22220275243,16.8,36884,59337,50.9,12.9,45129,212181,319.0,428.0,584.0
4743,3,1180,709,5590,4.6944664886,0.267288582438,23.7,3413,7847,56.0,12.4,37350,21108,51.0,110.0,217.0
4746,2,1035,2267,4279,27.533501081,0.225724695074,17.4,4025,3482,41.5,14.0,37799,17958,26.0,26.0,28.0
4749,0,4567,20262,12000,95.03693678,0.210640364642,11.9,18874,9272,36.1,20.3,56651,73309,46.0,56.0,69.0
4752,0,2990,1045,4374,22.430767562,0.29132498921,17.3,3451,2338,38.8,14.7,40199,13202,17.0,26.0,38.0
4755,12,4211,7614,19719,92.025625422,0.141148508779,21.3,17480,11619,39.3,12.7,39491,71513,226.0,261.0,307.0
4758,0,1018,2615,2918,22.619139114,0.265994881638,19.5,3116,2542,41.5,15.6,39057,13772,60.0,81.0,108.0
4761,0,715,2998,704,16.38166426,0.340800306337,18.9,1850,2368,46.9,11.6,42423,10663,34.0,40.0,43.0
4764,0,840,1401,2447,16.218372794,0.750904062965,42.5,2150,1616,39.6,13.3,29267,10101,133.0,218.0,260.0
4767,0,871,1624,2606,13.781552292999999,0.427765547606,22.1,2650,2884,46.1,13.0,39907,12589,144.0,154.0,167.0
4770,5,1741,2128,4632,19.309184104,0.512148337596,24.0,4468,3690,42.7,15.4,37733,18863,141.0,176.0,205.0
4773,0,1274,2224,1105,13.58548408,0.731276213301,25.1,2330,1828,41.6,14.1,33973,9726,193.0,268.0,340.0
4776,0,455,154,3218,3.2843989042,0.145585386106,12.6,1791,1378,38.5,18.9,48342,7097,26.0,30.0,30.0
4779,0,810,1604,3325,12.354757523,0.361698250729,14.5,2659,2143,41.5,23.7,44171,11267,16.0,38.0,53.0
4782,0,210,733,1392,1.949101146,0.106720827179,13.7,1108,944,41.6,16.2,47869,4908,32.0,42.0,44.0
4785,5,1173,1252,4393,12.679928117000001,0.399972651443,17.5,2383,3788,48.8,19.8,39934,13975,5.0,5.0,5.0
4788,0,1300,2914,3036,26.767574969,0.214354198055,12.9,3473,2986,43.7,13.2,48413,15118,16.0,22.0,23.0
4791,4,4369,5329,11818,78.275742221,0.33978657647699995,18.4,8085,7659,36.5,21.9,45804,43453,19.0,24.0,24.0
4794,2,5615,14018,12133,113.24134529,0.311257775755,9.9,15030,8950,38.7,16.1,61667,64697,143.0,154.0,179.0
4797,5,2522,3200,10832,17.795475907,0.427359296789,14.5,5475,6312,46.0,25.4,49561,30199,36.0,36.0,37.0
4800,6,3557,11822,12695,50.724849878,0.187898467509,18.3,15487,8791,37.4,14.2,48263,59511,50.0,59.0,69.0
4803,0,2072,4296,5835,49.186194688,0.333781399647,15.5,6137,5291,42.7,18.8,50374,26467,84.0,102.0,105.0
4806,51,8188,3618,29158,105.33991289,0.376635481755,25.5,18376,12566,37.8,20.0,40077,74125,680.0,759.0,801.0
4809,0,345,1246,1008,16.769884482000002,0.686847599165,37.6,1789,1180,38.4,11.4,27767,6792,24.0,32.0,39.0
4812,10,1811,1802,5693,37.261542518,0.291738879261,15.9,3879,5208,50.3,12.1,41201,20997,20.0,31.0,32.0
4815,0,347,2184,751,20.311530418,0.428678678679,22.1,1800,1450,40.4,10.3,35184,8259,15.0,14.0,17.0
4818,7,4827,15278,13793,128.29983954,0.3685524615199999,10.8,14844,11891,42.4,17.2,54149,68122,235.0,239.0,264.0
4821,8,4035,2985,18527,54.176025838,0.335643015521,11.5,10338,7623,39.1,23.4,60579,43199,468.0,511.0,541.0
4824,0,1400,1958,1304,8.2649846965,0.272339127783,9.4,1390,1204,44.4,23.5,61387,6207,11.0,11.0,12.0
4827,0,1478,4090,3642,25.244790028,0.252879513395,7.1,3560,2652,41.6,16.7,66209,14865,12.0,16.0,25.0
4830,0,1890,3107,5710,22.542176089,0.355682567597,9.4,3813,3961,47.1,17.2,53968,17549,30.0,34.0,35.0
4833,3,962,1325,4339,24.987359546,0.297408136483,15.2,2752,2836,45.4,17.1,44298,12426,12.0,17.0,16.0
4836,12,5915,2624,15916,93.641698544,0.437022390851,12.7,9012,7805,42.6,20.5,51805,38967,56.0,67.0,68.0
4839,0,859,2498,1397,22.663054411999997,0.214085225823,9.8,1813,1626,44.5,18.9,60596,8265,13.0,13.0,15.0
4842,2,1957,1319,5670,28.240359593,0.25846727899,13.5,3088,3269,44.0,21.3,54313,15107,10.0,14.0,16.0
4845,0,605,1522,2555,12.412258759,0.274917127072,13.9,1790,2141,46.5,16.7,50530,8615,24.0,25.0,32.0
4848,0,1943,3976,6675,38.704844554,0.248332380408,12.4,5324,3945,39.7,22.3,56492,22095,85.0,98.0,107.0
4851,0,2070,3638,3690,41.312454839000004,0.197484613326,11.2,3654,3181,43.1,15.0,53493,16346,18.0,22.0,23.0
4854,0,3856,6503,5471,62.112735767,0.28237467866300003,9.2,5692,4460,42.3,20.7,68162,25427,17.0,16.0,18.0
4857,0,2019,2668,5559,49.31496019,0.250091586274,15.6,4533,3631,42.1,12.3,44968,19646,126.0,133.0,134.0
4860,7,5934,7456,13518,104.2739732,0.266437139049,11.5,11750,7936,40.1,20.5,55766,46258,64.0,178.0,276.0
4863,0,1841,1410,4529,41.944729181999996,0.214366242551,16.3,2925,2287,37.6,11.0,47067,14381,10.0,15.0,16.0
4866,0,1836,2739,2355,38.970322035,0.213645761544,18.4,3056,2212,41.1,9.8,47132,12942,33.0,34.0,35.0
4869,0,1197,3978,4806,38.99722052,0.405067596293,20.3,4937,4334,42.9,15.2,46603,21730,186.0,207.0,217.0
4872,0,1793,4213,2785,42.203110874000004,0.421728739295,19.6,3619,3216,43.0,12.6,45174,19135,190.0,199.0,216.0
4875,0,554,1023,2868,17.538307858,0.579881656805,41.7,2757,1553,35.1,12.6,28452,10951,69.0,116.0,251.0
4878,0,1234,1711,3503,23.839232775,0.0921132764921,19.5,3473,2546,38.0,12.2,45742,14892,47.0,56.0,72.0
4881,0,1924,4702,5922,19.325438109,0.214767221403,13.4,5731,4166,41.1,22.2,56946,22836,6.0,8.0,9.0
4884,0,1441,6269,2878,35.7567766,0.304625199362,7.6,4387,3434,44.2,21.9,69246,19043,22.0,22.0,23.0
4887,4,2422,4205,4956,88.06264582600002,0.226391908498,12.8,4777,3845,42.2,17.5,53921,21933,12.0,14.0,16.0
4890,18,46380,26739,34995,542.38531809,0.261094700261,6.4,34211,16093,37.3,31.6,77696,133581,401.0,505.0,538.0
4893,5,3890,2094,4951,71.087570437,0.273155851359,18.2,3887,2982,40.7,18.9,41807,17070,8.0,10.0,16.0
4896,19,3636,4138,14940,82.436479048,0.212054120541,18.1,10555,7954,41.9,16.0,45512,44686,220.0,225.0,226.0
4899,7,6746,9198,11287,103.90010953,0.289034939351,7.9,10131,7070,40.8,17.2,62800,42126,35.0,45.0,52.0
4902,0,2525,5065,2770,78.988600799,0.445526020217,23.5,4388,3195,41.2,10.5,43591,21069,66.0,88.0,117.0
4905,7,11058,6731,16605,119.18202353,0.17927304197299998,9.0,12358,7570,39.4,17.4,63398,48590,40.0,47.0,49.0
4908,10,8666,8645,20957,134.49000846,0.234911410795,16.0,15603,14189,43.8,16.8,46342,71783,168.0,269.0,315.0
4911,6,2622,7274,8964,100.65405418,0.402631715277,14.8,8365,7227,43.2,15.3,50149,39490,38.0,57.0,72.0
4914,0,1865,1273,3427,5.7142735901,0.251692153422,15.4,3145,1662,38.4,10.9,55343,11603,12.0,12.0,13.0
4917,6,9945,19439,20891,198.34400703,0.262617597438,13.3,18238,18885,44.4,16.0,47243,90843,177.0,206.0,219.0
4920,0,1169,1396,3862,19.046911192,0.19634618933400005,23.0,3616,2968,42.0,12.3,35308,14672,25.0,97.0,102.0
4923,0,1093,1397,2571,13.949740473,0.196790123457,17.9,2294,2202,41.3,17.2,38284,10073,5.0,5.0,5.0
4926,30,2697,5011,14087,64.962516427,0.330866743495,21.0,10992,7772,35.1,25.0,42913,48657,29.0,31.0,41.0
4929,0,1551,3849,7125,22.509817603000002,0.258997429306,19.5,7416,4806,37.3,16.3,48533,28762,150.0,168.0,173.0
4932,0,2379,11303,8480,79.551515045,0.397136818599,10.2,11076,9097,43.3,17.8,63338,52354,16.0,16.0,20.0
4935,15,3033,2234,15850,33.438017656,0.214724637681,19.7,9836,8522,40.6,15.5,42376,43654,40.0,41.0,43.0
4938,0,5623,3741,10110,45.996873574,0.185565598466,18.8,8051,7061,43.5,14.5,42457,35789,9.0,9.0,9.0
4941,4,645,1435,6233,5.9254860740999975,0.388803003534,10.5,3023,3412,46.2,32.4,61044,16606,8.0,8.0,8.0
4944,0,866,1992,9554,20.43520938,0.364630175221,18.2,7174,6187,42.3,28.0,44833,30458,5.0,5.0,6.0
4947,0,1381,2730,3588,26.825578604,0.14419985159499998,23.9,4535,3572,42.0,11.4,35293,18289,11.0,11.0,14.0
4950,0,1225,6464,3469,40.466991263000004,0.285002307337,9.9,5231,4024,41.8,13.9,58693,23018,18.0,23.0,24.0
4953,21,14026,4820,36769,213.99931143,0.33771054185500005,15.6,20348,13819,37.4,20.7,52506,87364,640.0,741.0,772.0
4956,0,231,730,1914,9.397290611599999,0.198677928755,11.8,1014,1318,48.3,22.5,49122,5143,3.0,3.0,3.0
4959,9,4256,2834,15786,62.060204176999996,0.239512330285,16.6,10548,6853,37.9,18.4,45254,42339,70.0,78.0,84.0
4962,4,3080,14272,9077,94.184155997,0.22371967655,10.6,14292,7073,37.0,15.9,62238,59013,81.0,86.0,88.0
4965,0,518,1615,1683,9.8858060775,0.224129227663,13.4,1731,1757,45.5,18.4,48421,7426,5.0,6.0,6.0
4968,0,2791,12729,14802,71.889786821,0.395246800731,17.3,18184,12596,39.1,17.1,46365,76688,74.0,82.0,88.0
4971,0,999,2197,5965,7.5632109614,0.246797608881,22.6,4728,2574,29.8,25.1,41700,18500,36.0,42.0,53.0
4980,4,2165,1601,13591,7.9720978547,0.07777691531480001,11.5,12260,3564,30.3,14.7,63631,35734,9.0,10.0,17.0
4983,0,1264,2080,3246,36.163100451,0.67217630854,35.0,5302,2906,33.6,10.1,33171,21358,14.0,26.0,52.0
4986,6,1442,1388,9075,17.230907221,0.432296329454,22.9,7374,4535,33.9,15.8,39725,26741,6.0,17.0,24.0
4989,0,1121,1172,7034,19.693857231,0.113998433011,13.9,4386,3585,41.4,19.6,49301,18010,4.0,6.0,14.0
4995,10,6101,4622,13996,28.83243346,0.312478102007,12.0,7834,9156,48.3,15.0,50670,40350,32.0,33.0,37.0
4998,0,684,1255,1280,7.500574084199999,0.366120218579,13.2,805,1675,54.5,20.0,44130,5687,2.0,2.0,2.0
5001,4,1622,2927,5247,29.432762407,0.449258980156,14.3,3855,3759,45.1,18.9,53050,17252,14.0,14.0,14.0
5004,0,554,376,3376,3.4864388683,0.143203230148,11.9,1942,1686,43.5,21.5,55190,7805,32.0,38.0,38.0
5007,0,447,1073,4947,5.9358922451,0.16187806587200002,12.9,2804,2864,43.4,24.5,51676,13211,5.0,5.0,5.0
5010,4,6323,9144,16016,68.196382028,0.325722804127,10.4,10668,10311,45.4,19.1,58648,50990,26.0,49.0,66.0
5013,0,485,2417,2113,7.2864564275,0.395024163236,11.7,2245,2228,46.3,23.8,64344,12083,3.0,3.0,3.0
5016,0,1514,1528,1348,57.331976996,0.198083067093,13.6,1431,1377,43.4,12.9,50768,7460,5.0,4.0,4.0
5019,10,3762,6058,8013,348.75006828,0.25684227179200003,13.2,5721,6494,46.4,18.5,47299,28810,18.0,20.0,20.0
5022,12,3585,2234,11721,33.988583529,0.267663043478,15.8,6995,7852,45.4,19.9,37665,34662,9.0,9.0,11.0
5025,0,5019,3979,3462,34.577896105,0.282077264091,5.9,3665,2559,40.6,30.4,80698,15932,86.0,93.0,109.0
5028,0,506,303,2523,7.328988205700001,0.708235294118,48.4,4089,761,24.3,15.8,31876,10177,20.0,33.0,46.0
5031,5,2325,2538,10006,32.302864805,0.28339807465,12.7,4516,5079,41.9,34.7,51774,25844,9.0,12.0,12.0
5034,0,158,157,994,2.3418758909,0.182468694097,15.6,508,589,48.1,28.9,49068,2299,1.0,1.0,19.0
5037,0,368,458,879,3.8830703924,0.241648898365,10.2,761,539,38.3,20.6,53107,2751,22.0,27.0,30.0
5040,12,4673,8563,13189,146.52184064,0.153177641654,10.2,11996,13807,46.7,26.1,60917,61643,26.0,31.0,34.0
5043,0,7490,12116,15880,73.943031064,0.270444545592,14.7,17048,10680,37.9,19.1,50131,66553,230.0,256.0,267.0
5046,110,7001,3975,58997,150.76844719,0.221954667963,16.0,33679,19155,32.3,24.5,48040,138034,324.0,340.0,346.0
5049,0,1839,4896,15371,52.84017609399999,0.7908647677699999,33.2,21179,7133,28.7,10.3,30490,64633,24.0,44.0,88.0
5052,0,1555,2766,7287,31.767655706,0.193672839506,20.6,6846,4291,37.2,14.5,41961,25274,183.0,213.0,226.0
5055,0,11441,37010,27052,151.01212562,0.154981138387,8.5,31948,18914,35.6,32.0,69600,137713,652.0,727.0,749.0
5058,9,3466,4635,14878,49.634141211999996,0.244048345745,20.0,12754,8084,38.6,16.1,46259,50113,45.0,64.0,84.0
5061,0,1201,2659,5443,21.288944603,0.102859135286,13.8,4442,4229,43.4,15.5,50542,19818,9.0,9.0,9.0
5064,2,1559,3824,4131,64.133993695,0.227800269906,13.9,4504,3137,40.7,12.4,50704,20157,30.0,36.0,39.0
5067,0,3141,6491,12975,49.998321227,0.207532483085,17.4,13223,8775,37.8,16.9,43483,52646,42.0,50.0,54.0
5070,0,388,514,1007,10.008801405,0.669781931464,33.6,1100,784,42.1,18.7,28887,4321,7.0,7.0,8.0
5073,0,10231,1801,4754,43.849500395,0.428468208092,17.3,2317,409,23.7,33.4,46869,10907,30.0,172.0,246.0
