,icu_beds,commuting_in,commuting_out,commuting_within,density,percent_democrat,percent_in_poverty,pop_under18,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019,cases_60days,cases_70days,cases_80days
8094,0,405,94,7338,1.964820172,0.37715947248,8.2,3574,1248,33.5,26.0,74109,12998,3.0,,
8097,0,795,304,1994,9.137083771799999,0.331612162937,15.4,1551,1770,45.0,14.5,43435,8209,1.0,,
8100,4,4193,5425,6080,45.909623326,0.286453506333,12.4,6240,4567,40.4,15.3,53289,26277,26.0,,
8103,0,870,1439,3043,21.894379055,0.186311787072,23.3,3069,2498,40.6,14.7,37776,12627,6.0,,
8106,0,1128,2791,4079,31.693954431999998,0.266649912038,23.9,4040,4881,47.3,14.2,37468,19596,15.0,,
8109,0,1297,443,3871,6.8350182087,0.142155525239,15.2,1835,1493,33.9,30.6,51715,8793,5.0,,
8112,0,547,1715,2479,13.704882904000002,0.176290240164,9.1,1901,1629,43.9,19.9,57208,8016,51.0,,
8115,0,799,313,5296,14.956643484,0.126062043074,11.0,2473,2113,41.1,18.8,49034,10724,5.0,,
8118,0,719,1324,2931,9.1258940976,0.776696165192,32.0,3583,1665,32.9,8.6,30076,11840,12.0,,
8121,3,5512,2954,9242,105.16422054,0.17741640782,18.4,7588,5849,40.2,15.2,44132,33167,222.0,,
8124,4,1095,2439,5019,22.715501847,0.126937984496,13.8,3750,3434,43.3,14.6,50471,16215,9.0,,
8127,0,469,2304,1002,17.545059174000002,0.330747126437,11.3,1270,1697,49.7,15.4,53632,6646,8.0,,
8130,4,773,2107,4188,8.7199594104,0.341208492107,13.7,2655,5060,55.1,17.4,44016,15886,13.0,,
8133,0,143,496,669,3.4253773615,0.233233979136,10.3,617,621,44.4,21.6,50981,2648,4.0,,
8136,0,1025,1113,2873,14.945079645,0.157955198162,15.4,2106,1806,43.9,14.4,45697,8525,1.0,,
8139,0,275,401,2507,5.6028797971,0.134016554986,13.7,1425,1116,38.8,19.1,45966,5917,7.0,,
8142,0,235,389,1356,3.5509896953,0.0882154882155,11.0,1019,674,38.0,22.0,55112,3688,1.0,,
8145,0,473,506,1762,6.5022866052,0.1313174946,12.6,1063,1144,46.5,18.9,49685,4676,9.0,,
8148,0,250,143,1676,1.2004236421,0.318978467702,21.1,769,1099,50.1,14.4,44438,4505,4.0,,
8151,8,5380,2967,9705,65.297661358,0.231979538056,13.5,6884,4919,39.1,20.9,49393,28530,7.0,,
8154,0,613,2079,2645,19.356807308,0.209568733154,15.4,2302,1827,40.3,14.0,48179,9776,7.0,,
8157,0,95,96,1185,1.4192488889,0.5317855168600001,24.3,774,990,42.6,11.6,29515,4300,20.0,,
8160,0,593,2100,7788,19.459338557,0.104929433422,14.8,7775,3900,31.9,18.8,52910,30939,21.0,,
8163,0,1155,716,2795,10.89513022,0.185297955633,12.1,2827,971,31.2,16.3,61560,8713,8.0,,
8166,0,1669,3095,2552,53.59129453,0.241737838841,19.4,3491,2645,40.4,13.0,44431,14230,18.0,,
8169,0,1037,1690,1125,6.439660462000001,0.0845500848896,8.9,1541,1057,40.3,30.4,64799,5926,6.0,,
8172,0,611,1850,1689,18.67260633,0.193096789766,12.3,1824,1725,44.1,18.3,53028,8116,2.0,,
8175,0,1130,3677,3750,55.57116529100001,0.401917620585,10.3,3268,4378,49.6,29.3,51905,17766,5.0,,
8178,0,359,544,1594,3.911489357,0.348286077021,10.0,943,1016,47.3,23.9,54438,4298,1.0,,
8181,0,202,421,1082,2.9323241254,0.316410861865,10.8,534,806,52.9,22.7,50093,2879,1.0,,
8184,0,1894,880,3656,10.90461678,0.30092264017,13.5,2878,1276,33.9,17.7,50539,9605,111.0,,
8187,0,443,201,2316,10.489428085,0.121401151631,21.2,1348,955,30.9,17.3,42291,7306,6.0,,
8190,0,1662,1991,5579,18.657980077,0.23825584196600005,26.1,4481,4834,44.0,14.1,39533,22968,154.0,,
8193,0,1425,1548,4848,4.2375349874,0.338801399825,17.5,2915,4255,51.0,18.3,40066,16785,1.0,,
8196,0,2476,2684,7864,36.674883278,0.255600916061,16.7,5985,4398,39.7,14.5,44340,25388,122.0,,
8199,0,649,2227,2385,5.2595400973,0.255527743012,8.2,2141,1933,43.8,19.0,58105,9336,12.0,,
8202,6,3377,6236,9979,29.673957249,0.207425573172,10.1,7740,6081,42.1,17.1,57471,33386,54.0,,
8205,0,198,246,1021,2.8137505904,0.0925110132159,11.9,612,568,44.3,21.4,50553,2521,2.0,,
8208,6,803,2152,3144,42.406022304000004,0.111209701272,38.2,4397,2941,39.7,9.5,28146,19901,12.0,,
8211,0,1321,970,1272,28.985406861999998,0.32507349853,30.2,1358,1232,43.1,13.3,32355,5969,12.0,,
8214,0,501,1592,1278,11.837592757000001,0.202623906706,9.7,1449,1127,42.0,20.5,54635,5636,38.0,,
8217,0,1125,1031,1214,3.814081359,0.08843187660669999,9.5,1250,827,39.1,17.2,72451,5576,12.0,,
8220,0,1682,2117,3788,27.348431398000002,0.193716559199,12.3,3092,3020,44.1,15.2,49507,13537,2.0,,
8223,0,1951,2334,3777,32.327006058,0.319944598338,12.0,3054,2119,39.7,14.6,52486,12147,77.0,,
8226,0,1631,1916,4398,20.303369877999998,0.319961177612,8.8,2789,2463,41.6,19.1,53540,11800,55.0,,
8229,0,458,431,1622,6.870745135499999,0.175384615385,10.5,1182,568,36.6,16.3,60808,3968,22.0,,
8232,0,107,221,894,1.1646992495,0.0649953574745,16.4,538,535,43.0,22.6,46777,2137,1.0,,
8235,0,637,464,2122,1.0023106655,0.167012018235,11.1,1678,822,37.2,11.6,79278,5532,23.0,,
8241,0,1257,3047,3805,36.45892739,0.208269525268,15.5,3159,4538,49.6,13.9,42862,17608,31.0,,
8244,0,243,584,868,21.540244685999998,0.196436943272,20.0,707,852,46.2,11.2,41713,3821,1.0,,
8247,0,3149,600,6909,22.898980351,0.321690900914,9.2,3317,2479,39.8,20.1,57494,14119,50.0,,
8250,0,1046,1559,3073,22.004248277,0.248559507252,9.7,2222,1960,43.0,20.8,60166,9558,30.0,,
8253,0,972,1472,4437,19.474556508,0.270934367928,9.4,2453,2651,46.8,21.4,56312,11235,56.0,,
8256,0,766,871,868,18.078669234,0.20815948076,17.7,896,1091,46.6,17.6,44290,4380,5.0,,
8259,0,419,247,1794,3.0176315294,0.178146258503,11.4,836,1090,52.1,22.1,58261,3834,8.0,,
8262,0,641,736,2161,9.4930130495,0.211879124696,8.9,1119,1298,47.7,19.9,56697,5462,9.0,,
8265,0,1200,1727,3158,32.022690754,0.282284607938,26.8,3011,2345,40.4,12.4,34735,13180,70.0,,
8268,0,186,228,712,5.2750379552,0.266714593817,12.7,290,814,59.3,23.1,45089,2190,2.0,,
8271,0,998,641,1716,7.5189120099,0.746147919877,31.0,1845,1113,32.7,17.6,30116,7093,1.0,,
8274,0,1457,436,2229,5.528505371900001,0.0841283607979,14.0,1424,1015,39.0,16.6,48018,5056,15.0,,
8277,0,385,1399,2563,12.494570615999999,0.17083237789500005,12.3,2006,1839,43.1,17.0,47049,8679,9.0,,
8280,0,183,461,971,4.4991555354,0.159021406728,11.3,686,584,44.7,17.9,46962,2798,5.0,,
8283,0,201,435,671,4.1347027685,0.18025751073,12.8,572,603,45.7,17.4,45221,2356,,,
8286,0,265,739,817,5.3037264658,0.217643271088,14.0,623,795,49.9,18.2,47499,3001,,,
8289,0,81,42,161,0.2940514703,0.296015180266,16.7,70,176,60.1,24.3,37544,625,,,
8292,0,261,421,742,3.6808994862,0.210876803552,21.9,821,440,34.5,8.2,42873,2853,,,
8295,0,430,484,1290,4.5767673443,0.771590372817,25.2,1659,932,34.7,12.3,36176,5200,,,
8298,0,636,2081,2331,20.183176572,0.224915682968,20.6,2487,3071,48.1,11.8,35630,12477,,,
8301,0,610,951,2209,6.8917304517,0.127797115863,7.5,1741,890,36.2,21.0,65771,5988,,,
8304,0,355,202,1089,3.4249439775,0.108504398827,12.1,571,528,40.3,27.9,64399,2475,,,
8307,0,134,331,690,2.0458881424,0.12004069175999996,13.1,506,440,44.3,31.5,51235,1994,,,
8310,0,779,1274,3561,13.132139639000002,0.18727221755,13.8,2237,1768,39.1,23.2,51686,9537,,,
8313,0,356,1305,774,25.126690865,0.166217776068,17.2,1054,992,42.9,14.8,41249,4760,,,
8316,0,71,130,761,1.4945719367,0.192060085837,19.0,522,440,40.4,19.8,38449,2126,,,
8319,0,2462,5336,7899,38.938207058,0.447474106954,13.6,7971,5681,41.9,21.8,51692,30822,,,
8322,0,714,1066,550,2.1447881755,0.209955328653,7.8,758,549,41.2,31.3,69991,3098,,,
8325,5,1515,819,5460,16.133821887,0.216905564924,18.2,3892,2653,38.5,15.5,42522,14714,,,
8328,0,1533,483,4468,10.718279654,0.0919154646092,10.5,3271,1038,31.6,15.2,49845,9836,,,
8331,0,280,404,1673,4.1233733037,0.122985074627,9.4,1099,753,37.3,20.1,67220,4033,,,
8334,0,492,571,2954,12.438934873,0.184768498486,10.9,2415,906,32.6,15.4,61614,7150,,,
8337,0,1021,527,3079,6.0794980653,0.220174587779,10.3,1458,1537,47.9,20.4,58766,6801,,,
8340,0,1106,658,1773,18.354415058,0.448989650074,23.9,2555,861,27.8,16.7,45405,7224,,,
8343,0,1552,4398,4293,48.38583040100001,0.35555352909000004,17.0,3882,4486,44.0,27.6,44693,21755,,,
8346,0,316,182,1499,1.0611590963,0.188388625592,20.4,790,810,40.6,12.7,40426,4059,,,
8349,0,930,856,1860,23.110606565999998,0.212420886076,24.8,1224,1331,39.7,14.4,38173,7823,,,
8352,0,173,215,789,2.0930046666,0.168865435356,17.1,474,692,50.0,16.4,39850,2379,,,
8355,0,91,188,2937,1.7588825118,0.180186823992,14.7,1438,2240,52.3,21.1,44248,8027,,,
8358,0,685,729,2098,6.0500494685,0.360811394044,8.7,1159,1132,46.4,19.7,61634,5218,,,
8361,0,909,768,2922,12.357694844000001,0.242274052478,11.8,1595,1665,45.7,15.3,47075,7046,,,
8364,0,484,1129,1290,25.457517195999998,0.175115207373,22.8,1478,1681,47.6,11.0,36384,7109,,,
8367,0,146,240,1509,2.2211399913,0.183718371837,9.8,713,793,47.3,23.3,52568,3191,,,
8373,0,672,1439,2451,7.9510610877999985,0.16685255409299998,19.7,2475,2502,44.6,15.0,37026,11096,,,
8376,0,682,1493,2968,11.350329765,0.13119266055,8.7,2152,1795,43.6,19.4,64570,8402,,,
8379,0,484,355,1856,7.3189816923,0.155156537753,12.4,953,1031,45.5,22.8,48604,4158,,,
8382,0,547,3752,773,45.217221115,0.256327191739,8.3,2491,1782,40.7,17.9,65955,10867,,,
8385,0,406,561,3082,8.7711776211,0.255319148936,17.5,1480,2047,48.7,16.3,39467,8247,,,
8388,0,300,365,1143,6.7646941259,0.133333333333,12.1,678,692,47.3,16.9,55159,2921,,,
8391,0,88,124,480,1.5523613288999998,0.144082332762,21.2,547,350,37.9,15.3,38304,1398,,,
8394,0,874,994,2450,11.466615017,0.251109370921,11.1,1496,1558,47.9,14.7,55865,6619,,,
8397,0,696,3142,1769,31.732290399,0.246986834786,19.0,2942,2153,42.2,11.5,43457,13085,,,
8400,2,153,85,2734,0.7294928415,0.177142857143,15.1,1499,1695,46.1,17.0,43370,7393,,,
8403,0,137,836,2089,28.910878119,0.185881778212,18.9,1755,1990,46.0,13.5,39502,8441,,,
8406,0,1796,3674,2501,35.198087218000005,0.193855056489,18.4,2716,3680,47.7,12.5,37550,15550,,,
8409,0,193,192,453,4.1620245314,0.604081632653,45.7,769,172,25.8,9.4,25973,1962,,,
8412,0,488,686,949,3.468088415,0.102118003026,12.0,929,530,34.9,19.5,57332,3233,,,
8415,0,765,1260,2913,9.7652845149,0.12005312085,16.9,2485,2127,40.8,18.3,42205,10264,,,
8418,0,241,1575,1960,11.521687699000001,0.213352685051,18.8,1696,2393,50.0,10.8,38318,8986,,,
8421,0,863,1951,5096,11.873656028,0.351695392588,14.9,2865,4690,51.4,23.4,51402,17203,,,
8424,2,2727,2087,3727,25.512945268000003,0.244270380041,14.4,3407,2865,41.5,13.6,46312,13682,,,
8427,0,1662,1214,3969,14.260679610999999,0.142089552239,9.1,2662,1983,39.9,24.5,59567,10231,,,
8430,0,667,2314,1882,31.047434231,0.21252751651,15.8,2622,1873,41.2,9.9,48998,10901,,,
8433,0,829,1923,2035,34.77065823,0.21143847487,23.3,2327,1792,43.4,13.1,35906,10071,,,
8436,0,2506,1638,3683,27.042314753000003,0.3654296222,15.2,3196,2731,41.4,16.0,43121,14271,,,
8439,0,257,363,898,2.6953783193,0.122900763359,14.2,518,649,45.5,20.0,43650,2627,,,
8442,0,426,393,1723,8.0624447293,0.420589529256,22.2,1165,887,40.0,9.4,40653,4937,,,
8445,0,401,125,3768,2.5808402227,0.311951647495,25.7,1796,3918,56.0,20.5,31741,10791,,,
8448,0,309,511,2109,5.2737273882,0.354568620313,15.3,1195,1394,48.0,20.6,48023,5424,,,
8451,0,104,205,1073,2.6051838393,0.133427963094,12.4,573,701,45.7,26.3,43274,2657,,,
8454,0,666,1457,2350,17.92156117,0.252980819077,12.7,2601,1554,37.0,20.5,54830,9000,,,
8457,0,170,574,751,3.8904555632,0.109722222222,15.3,642,704,46.8,18.6,43880,2762,,,
8460,0,623,344,1586,6.9721337513,0.15186440678,24.6,1051,781,39.0,13.9,46490,6229,,,
8463,0,542,195,302,1.5651770012,0.0564784053156,9.7,338,173,36.0,23.2,83330,1409,,,
8466,0,632,478,2210,6.784195153300001,0.154397134899,14.3,1389,1238,42.3,17.1,45570,5436,,,
8469,0,372,552,759,2.652564885,0.159362549801,8.2,583,446,41.0,17.8,60205,2327,,,
8472,0,2678,5054,8661,31.401931116999997,0.368742704113,10.6,5283,5703,47.2,18.3,56645,27593,,,
8475,3,472,433,3864,1.4882525731999998,0.442262186465,16.0,1782,1987,43.3,39.4,45670,9203,,,
8478,0,2143,633,2117,21.515944815999998,0.203339041096,14.8,1046,949,39.0,13.7,55327,6578,,,
8481,4,1154,3816,3323,31.319489946999997,0.2864,11.3,3469,3160,44.8,14.6,56950,16337,,,
8484,0,591,894,1846,12.257122235999999,0.246148579254,13.0,1601,1386,43.0,13.0,46725,6441,,,
8487,0,741,1822,3213,16.905438797000002,0.246025591314,11.2,2183,2254,46.2,20.6,56698,9721,,,
8490,0,437,354,2254,6.1056184825,0.126484018265,14.6,1052,1090,43.2,15.9,47252,5361,,,
8493,2,648,1935,2540,16.965983886,0.273457394711,11.3,2021,2223,45.1,19.5,54865,9668,,,
8496,0,1520,2690,5105,31.24645399,0.39787100814,11.4,3596,3358,43.9,19.9,53811,15642,,,
8499,0,504,478,3536,7.5678204537,0.141951837769,11.9,1611,2143,49.5,20.7,52086,8034,,,
8502,0,88,264,480,1.7177763975,0.123978201635,16.2,291,364,46.3,22.7,44409,1546,,,
8505,0,339,1036,2181,6.4731226341,0.106464924347,19.3,1829,2010,46.5,15.6,39484,8175,,,
8508,0,640,1227,1678,10.901861513,0.319721980886,9.9,1324,1373,45.2,19.4,54917,5972,,,
8511,0,898,2901,3865,57.80374700300001,0.32432707993500004,17.8,3296,4379,47.4,20.0,44756,18069,,,
8514,0,442,332,5144,4.1730281313,0.104840329383,12.1,2481,2173,43.2,21.2,55965,10067,,,
8517,0,2834,8082,7539,62.698438166,0.173803526448,15.5,9683,6695,39.6,15.3,45074,38355,,,
8520,0,848,703,2045,9.3968690767,0.211755233494,15.3,1391,1277,42.6,12.2,41978,6089,,,
8523,0,1634,1343,2291,21.137632721,0.121287128713,17.2,1981,2161,46.0,10.5,43717,9554,,,
8526,0,144,409,160,7.897949260599999,0.6075808249719999,24.6,242,411,46.3,7.0,34090,1537,,,
8529,0,1374,1406,2115,17.769668271,0.273933402706,11.6,1970,1503,41.8,16.6,56541,7707,,,
8532,0,1179,792,2407,10.155220818,0.187450566834,16.0,2024,1738,42.4,16.6,49513,9429,,,
8535,0,617,561,2156,7.562408342899999,0.14440181374299998,9.2,1241,1170,44.6,20.6,51911,5192,,,
8538,0,614,1029,2048,9.017702737899999,0.351103565365,16.3,1699,1550,41.9,11.8,44821,6948,,,
8541,0,1591,1181,3358,16.753335346,0.214646464646,13.3,2462,1853,42.2,21.8,47529,9564,,,
8544,0,545,583,2145,8.5274061885,0.196115765423,11.9,1187,1300,42.3,20.4,50261,6102,,,
8547,0,1101,470,3823,7.8511219771,0.134969325153,7.2,1933,1506,43.9,21.6,82303,8187,,,
8550,0,498,992,2144,8.4646169484,0.222533632287,15.8,2024,1000,33.5,17.7,45051,7000,,,
8553,0,91,586,879,3.7152563309,0.098383696416,14.1,679,892,50.3,17.1,44804,3387,,,
8556,0,108,397,925,3.1793022339,0.125649913345,17.3,726,542,39.2,18.4,39536,2920,,,
8559,0,1309,2050,3264,16.801327639,0.334604385129,8.4,2298,2565,45.9,21.9,60975,11249,,,
8562,2,437,700,5528,5.2555982087,0.210048354759,15.4,3107,4074,48.2,22.3,45972,16124,,,
8565,0,53,55,320,1.0127640743,0.077519379845,15.0,130,144,41.1,24.0,48275,722,,,
8568,0,594,836,2672,8.8775525395,0.351231417795,14.7,1812,2029,46.7,15.6,45156,9004,,,
8571,0,435,1512,1294,24.881649356999997,0.191345503719,25.1,1987,1718,43.9,9.5,35983,8508,,,
8574,0,966,596,3281,10.348580642,0.272318921954,9.9,1647,1450,43.5,17.4,59813,7052,,,
8577,0,140,402,520,1.4052331728999998,0.45953002611,43.9,900,252,31.6,16.3,32341,2756,,,
8580,0,42,80,257,1.8786342004,0.52371541502,14.4,69,152,52.1,34.5,46878,728,,,
8583,0,699,654,1789,4.920222448500001,0.434020618557,30.8,2380,902,30.5,15.6,42407,6832,,,
8586,0,1015,1347,2681,9.3239016358,0.320652173913,8.2,1824,1515,41.3,26.8,59931,8036,,,
8589,0,35,207,440,1.9500600175,0.0502431118314,18.6,442,479,44.7,18.9,40387,1479,,,
8592,0,385,385,1108,3.57109341,0.0685752330226,13.4,784,609,43.0,24.9,57126,3265,,,
8595,0,149,920,407,20.668466164,0.0992805755396,17.5,704,513,43.2,9.0,42820,2971,,,
8601,0,334,94,836,1.0296488382,0.118029739777,12.6,692,245,35.9,20.0,54504,1831,,,
8604,0,296,1296,1662,6.373170363300001,0.441561712846,21.4,2210,1466,39.4,20.2,38777,8205,,,
8607,0,1159,1484,3295,5.0448831546,0.47543263288,8.6,1859,2648,50.4,29.8,61015,10641,,,
8610,7,1329,1202,6822,55.83572673,0.127699180938,33.4,6199,4698,41.2,10.8,29521,26010,,,
8613,0,80,136,1521,0.487427051,0.133677298311,13.4,857,1225,45.2,17.7,55504,5183,,,
8616,0,2315,360,4353,6.062184489600001,0.521042713568,21.5,3370,1824,35.6,10.8,45341,15976,,,
8619,0,142,355,1743,3.4668682783,0.105912596401,17.6,889,1273,52.9,22.1,42503,4337,,,
8622,0,448,810,615,11.3242727,0.17542213883699995,18.6,608,1240,53.7,13.4,43053,4177,,,
8625,0,934,1389,3177,15.759124018,0.298459563543,9.7,2031,1937,41.8,25.0,55322,8886,,,
8628,0,949,1761,1646,13.615908945,0.269836803602,10.0,1533,1533,45.8,19.3,54658,6960,,,
8631,0,531,508,4062,6.1504484647,0.219396310788,17.1,1610,1577,34.9,37.0,47487,8589,,,
8634,4,2856,2740,11800,46.719314795,0.159345823673,15.4,8690,6149,40.4,14.7,44562,35723,,,
8640,0,420,1612,1892,13.556579662,0.202929508697,13.1,2071,1650,41.5,17.5,50646,7858,,,
8643,0,294,814,1219,30.973353462,0.205442698352,16.0,945,1349,49.7,8.7,40182,5048,,,
8646,0,770,523,4201,3.8640974347,0.397794741306,21.6,2172,3389,51.8,19.7,40680,12285,,,
8649,0,443,299,886,3.6864273852,0.307082452431,33.9,894,1005,41.0,12.4,37659,5577,,,
8652,0,1369,716,2811,15.897745197999999,0.22061281337,10.3,1614,1512,44.5,19.0,60312,6860,,,
8655,0,354,1266,2690,14.252296288,0.21767594108,13.0,1689,1903,48.0,18.2,47573,7865,,,
8658,0,1165,1275,1631,28.754539444000002,0.130434782609,11.1,1515,1333,43.3,13.9,51280,6395,,,
8661,0,880,1316,3398,23.259009204,0.288081580625,11.2,1997,1921,42.4,20.2,51497,9208,,,
8664,0,788,2549,2414,10.882379619000002,0.127052722558,17.8,2906,1985,38.9,20.4,47484,10916,,,
8667,0,1142,2271,4051,18.761847345,0.338112168827,10.7,2731,4173,52.5,20.0,55295,15414,,,
8670,0,951,1719,1859,31.408579616999997,0.359049652963,10.3,1542,1543,46.3,19.2,56348,7287,,,
8673,0,290,389,2449,3.3743510160000003,0.17566539924000002,19.9,1238,1206,46.4,21.5,45710,5441,,,
8676,0,833,2952,1256,9.4687283505,0.0922932771141,10.6,1912,1694,44.5,23.4,61190,8553,,,
8679,0,250,753,1001,4.260521797,0.234030197445,15.5,807,892,44.4,18.2,45261,3830,,,
8682,0,479,647,1525,6.2648575269,0.17790368272,23.1,1118,1261,42.4,13.4,40880,5658,,,
8685,0,935,1978,3736,20.687849425,0.144290351136,20.3,3539,3281,44.4,14.6,39392,15573,,,
8688,0,326,669,1538,7.2119658497,0.161634928007,11.0,869,1145,49.3,19.1,46954,4148,,,
8691,0,219,1054,768,15.164085097000001,0.18313502328,16.9,1196,870,39.3,11.6,39463,4660,,,
8694,0,862,1707,1030,35.847017731,0.371586475943,8.5,1139,1273,47.9,14.6,66319,5739,,,
8697,0,1515,2370,2356,23.032572119,0.26906779661,16.0,2748,2535,42.6,11.4,43559,12259,,,
8700,0,377,1624,1961,39.426904824,0.229219636221,28.4,2877,2027,42.1,9.7,30950,12161,,,
8703,0,239,357,658,2.6539618012,0.366869918699,7.8,383,447,50.5,27.5,66929,1890,,,
8706,0,351,730,1236,8.506659838300001,0.271373679155,12.7,778,842,47.3,17.7,51577,3602,,,
8709,0,846,1169,2912,19.971974117000002,0.287642541308,15.1,2023,1811,44.6,17.0,49956,8600,,,
8712,0,574,1356,391,15.619160642,0.293979671618,7.6,597,1176,52.9,28.7,68236,4123,,,
8715,0,364,385,1508,1.2208692786,0.424836601307,25.7,1001,919,43.3,14.2,39882,4198,,,
8718,0,281,93,1411,2.5587597488,0.11149825784000003,10.5,656,728,48.7,18.9,51757,2750,,,
8721,7,2865,1503,6385,72.50006243600001,0.177064031295,31.3,5834,4923,41.6,8.9,29362,26032,,,
8724,0,371,940,1289,10.633364459,0.171750940242,22.6,1396,1135,41.6,17.6,39396,5495,,,
8727,0,616,715,2612,3.7653365145,0.213558335758,11.6,1366,1477,45.1,23.7,59161,6282,,,
8730,0,2778,1905,4830,70.983871115,0.207196029777,16.8,2707,3700,44.4,20.6,41701,17557,,,
8733,0,122,945,1180,29.776382236999996,0.144459398834,29.9,1340,1319,44.6,11.5,30691,6620,,,
8736,0,294,472,1363,6.5128365613,0.108132260947,14.6,1090,1413,50.6,18.2,47068,4873,,,
8739,0,268,355,1900,5.3333307745,0.124468988955,16.8,1218,1342,40.7,14.4,43827,6055,,,
8742,0,190,552,1566,9.1391632427,0.280551415797,14.3,1193,1201,44.9,20.6,48754,4894,,,
8745,0,461,985,899,32.213986273,0.285876993166,31.4,1680,1350,41.6,7.6,30144,7157,,,
8748,0,327,214,928,3.3548691802,0.15059687787,24.1,714,709,43.5,14.3,32597,2964,,,
8751,0,433,40,2456,0.2136891191,0.37715947248,21.1,2720,596,27.2,11.7,59337,7621,,,
8754,0,407,1131,889,32.080245893000004,0.259922725676,25.2,1400,1382,41.9,8.3,35446,7517,,,
8757,0,334,670,990,6.1069654585,0.13843236409600002,11.1,775,858,47.9,21.4,49321,3380,,,
8760,4,1203,1905,6742,22.038632186999997,0.322996135936,12.7,3718,4353,48.2,16.5,51334,19189,,,
8763,0,572,463,3630,4.0322880951,0.16121076233200002,10.6,1784,2033,47.1,21.7,54165,8393,,,
8766,0,1889,2456,7462,20.863517704,0.254645853244,10.3,4877,3713,43.4,14.7,56981,20343,,,
8769,0,168,169,1005,3.1482178371,0.238973536488,9.2,438,654,50.2,25.9,54250,2231,,,
8772,0,94,357,705,3.1526435038,0.333148558758,13.3,441,853,55.5,18.7,52308,3005,,,
8775,0,120,151,850,2.1565461765,0.119019836639,11.2,407,458,47.5,18.6,46818,1700,,,
8778,0,100,119,774,2.1396447458,0.12515042117900002,10.3,400,310,41.2,21.6,59240,1535,,,
8781,0,168,324,682,2.08606574,0.123260437376,11.7,391,421,49.1,28.4,54058,1794,,,
8784,0,202,362,1272,3.1513001561,0.132282385195,11.6,539,692,49.2,22.8,48520,2803,,,
8787,0,1140,1201,3328,14.358497737999999,0.2285379431590001,13.9,3190,1596,33.2,13.6,53621,11998,,,
8790,0,198,531,1109,5.6580632326,0.164791528789,17.4,915,799,42.4,14.5,42469,3933,,,
8793,0,1924,683,8113,6.7323831967,0.213394741892,15.8,4926,4157,36.0,12.0,57705,30573,,,
8796,0,1003,838,3400,22.628482873000003,0.176750509857,16.6,2330,2122,40.8,18.8,40315,9850,,,
8799,0,1803,3910,5412,23.208260523000003,0.300446467653,12.0,4409,5112,48.6,27.2,55687,21491,,,
8802,0,329,194,1810,4.387207494,0.0923824959481,9.5,808,835,45.6,20.8,54866,3924,,,
8805,0,112,179,1008,1.7941044306,0.29497716895,32.7,1030,467,30.6,20.5,34122,3344,,,
8808,0,365,523,2027,1.7389263549,0.661824784385,22.4,1937,1596,41.8,20.1,37738,6704,,,
8811,0,958,705,2760,11.96759507,0.18606870229000005,14.7,2125,1987,46.1,15.1,48451,9298,,,
8814,0,487,286,802,1.0690237627,0.371986222732,17.8,980,639,37.6,6.9,42671,4886,,,
8817,0,286,532,2612,2.2394002959,0.237570705567,19.1,1733,2293,47.7,15.9,45227,8841,,,
8820,0,247,193,2795,0.9668739251,0.16465652857899998,18.3,1478,1903,49.1,15.4,44847,7869,,,
8823,0,289,1171,2071,8.1349161498,0.198770491803,22.6,1799,1710,45.1,15.8,32715,8166,,,
8826,0,742,2235,1580,13.346540623,0.205690860863,13.6,1932,1901,45.4,12.8,46216,8644,,,
8829,0,326,982,2284,2.8886512178,0.08818236352730001,11.8,1505,1340,42.9,19.2,54319,6927,,,
8832,0,1090,398,1347,3.2748695632,0.185555555556,10.0,1112,350,31.4,10.6,65273,3849,,,
8835,0,614,1114,2470,14.79652284,0.324331623008,20.3,1756,1536,36.4,23.5,41101,7870,,,
8838,0,187,126,823,3.4584500432,0.125,13.1,405,558,51.4,22.2,46245,1969,,,
8841,0,558,475,1547,1.1140398122,0.216952573158,18.3,1096,1061,43.4,14.8,42522,6725,,,
8844,0,8702,93,5345,0.1106902495,0.37715947248,11.1,2540,627,34.8,16.6,89276,9832,,,
8847,0,1455,551,4396,17.396766025,0.395514018692,11.2,2051,1669,33.3,29.3,61929,9805,,,
8850,0,467,614,1061,35.444976907,0.16672925272199998,34.4,1406,1167,44.1,10.3,29124,7403,,,
8853,0,957,1637,2803,16.50620984,0.212375690608,24.6,2934,2507,39.0,12.9,37566,13279,,,
8856,0,605,368,2080,8.7189595068,0.187523918867,10.8,1132,1278,47.0,19.8,51299,5003,,,
